Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB010072,3R,7407557,7409764,1,AATE012210,KI421929,136475,138729,AGAP012279,3L,39723546,39725365
AALB014878,2R,24420703,24421888,1,AATE008431,KI421897,77284,78385,,,,
AALB003101,2R,37093654,37094751,1,,,,,,,,
AALB014211,2R,20069829,20074101,-1,,,,,,,,
AALB003341,2R,44093694,44097411,-1,AATE019368,KI421885,2084386,2115548,AGAP004052,2R,48854615,48947869
AALB005247,3L,21243966,21246485,-1,AATE007694,KI421891,13621,16410,AGAP028608,2L,34094335,34096997
AALB005247,3L,21243966,21246485,-1,AATE006478,KI421890,8232258,8233539,AGAP028608,2L,34094335,34096997
AALB007098,3R,26596727,26598933,-1,AATE002586,KI421901,2596580,2601706,AGAP011732,3L,32625388,32628255
AALB008922,2R,7819853,7821470,-1,AATE013575,KI421906,1305974,1306938,AGAP013365,2R,33372135,33373038
AALB005261,3L,21457473,21464161,-1,AATE010122,KI421891,1174434,1184433,AGAP006774,2L,38118284,38122462
AALB004932,3L,17414205,17419314,1,AATE017176,AXCP01008135,7431,8960,AGAP006142,2L,27133327,27135402
AALB002036,2L,26113614,26114393,1,AATE002149,KI421882,4765569,4771123,AGAP008059,3R,4927310,4932869
AALB005268,3L,21509946,21514686,-1,AATE016769,KI421891,1112662,1117927,AGAP006782,2L,38178317,38184174
AALB008335,2R,28740315,28741567,-1,,,,,AGAP028469,2R,7283528,7296541
AALB002433,2R,14316139,14318144,-1,AATE007761,KI421883,7275632,7277119,AGAP001708,2R,8846991,8848182
AALB001326,2L,37386120,37388490,1,AATE010102,KI421882,18960017,18962480,AGAP028642,3R,35395934,35398611
AALB005505,3L,24299495,24300190,-1,AATE008238,KI421905,1841180,1842101,AGAP007289,2L,45014419,45015087
AALB010007,3R,6184434,6201669,1,AATE009244,KI421887,7232456,7250688,AGAP012090,3L,37563557,37578274
AALB015552,3L,28202575,28204713,1,AATE015154,KI421894,1493274,1497905,AGAP005656,2L,18341076,18345362
AALB003213,3L,2399930,2418736,-1,,,,,AGAP005200,2L,12195022,12196958
AALB005014,3L,18384400,18393453,-1,AATE009156,KI421886,5655116,5656990,AGAP007045,2L,41607224,41609339
AALB001130,2L,5477327,5478706,-1,AATE003708,KI421882,2845145,2846814,,,,
AALB005160,3L,20081394,20085543,1,AATE021186,KI421884,12099350,12102130,AGAP007511,2L,47002695,47005242
AALB000634,2L,14107268,14108619,1,AATE002409,KI421882,14738685,14740691,AGAP009844,3R,44101481,44102868
AALB007917,2L,1165906,1166428,-1,AATE019367,KI421900,3313650,3314445,AGAP010138,3R,49329101,49345246
AALB009840,3R,3555875,3559139,1,AATE017171,KI421902,1973977,1976588,AGAP010489,3L,4997901,4998953
AALB005659,3L,26277099,26278829,-1,AATE003648,KI421886,2353128,2358993,AGAP007177,2L,43862893,43864990
AALB005410,3L,23334207,23342069,1,AATE005374,KI421884,13180060,13188178,AGAP007628,2L,48466352,48471138
AALB014647,2R,16834102,16834572,-1,,,,,,,,
AALB010023,3R,6358175,6359245,-1,AATE008533,KI421887,9970648,9975330,,,,
AALB002755,2R,44922657,44924046,-1,AATE000098,KI421892,6170812,6172276,AGAP002948,2R,30017707,30019203
AALB014002,2L,25427067,25431113,-1,,,,,,,,
AALB000664,2L,13701713,13703795,1,AATE005926,KI421890,4958204,4960081,AGAP009883,3R,44738137,44739692
AALB008643,2R,47092405,47094428,-1,AATE016559,KI421883,13283216,13285038,AGAP001635,2R,7210601,7212596
AALB014454,3L,17031636,17031986,-1,,,,,,,,
AALB008387,2R,27765721,27775715,1,AATE008021,KI421883,1552839,1557376,AGAP002622,2R,24272836,24276543
AALB007027,3R,25296079,25297078,-1,AATE009411,KI421893,157259,160113,AGAP028515,3L,18759367,18760426
AALB005672,3L,26357061,26357915,1,AATE014241,KI421886,1308742,1309596,AGAP006127,2L,27017540,27018505
AALB004888,3L,16728969,16736099,-1,AATE020757,KI421884,5969069,5979191,AGAP005987,2L,24546616,24556249
AALB015150,3L,4940275,4940346,-1,,,,,,,,
AALB001857,2L,28715845,28727460,-1,AATE002837,KI421882,13137922,13138993,AGAP008221,3R,7028563,7044274
AALB010294,3R,11497796,11501224,-1,,,,,AGAP011645,3L,30672560,30691644
AALB009725,2R,25954405,25957891,1,AATE001040,KI421883,15668631,15671333,AGAP002467,2R,21830960,21833199
AALB001672,2L,31665343,31668210,1,AATE003125,KI421890,4283915,4286530,AGAP009138,3R,27103407,27106049
AALB007404,3R,27266875,27269018,1,,,,,AGAP028041,3L,20804004,20806178
AALB001286,2R,51744164,51747923,-1,AATE001155,KI421900,1016379,1020617,AGAP010251,3R,51658302,51662103
AALB007622,3R,29973848,29980694,-1,AATE018103,KI421909,166892,178379,AGAP028616,3L,12601084,12612703
AALB007092,3R,26509012,26509521,1,AATE012913,KI421901,2679053,2698846,,,,
AALB001081,2L,6404318,6404692,1,AATE018963,KI421890,8968709,8969053,,,,
AALB002461,2R,13839687,13841256,-1,AATE012580,KI421892,200057,201579,AGAP001589,2R,6496847,6498319
AALB000979,2L,8528887,8536214,-1,AATE013471,KI421882,4140432,4142222,AGAP008093,3R,5513870,5515537
AALB008914,2R,7964960,7965962,1,AATE001306,KI421914,501423,506561,AGAP003141,2R,33183329,33200001
AALB010202,3R,9970766,9977652,1,AATE010533,KI421893,3927588,3937641,AGAP010516,3L,5568814,5580440
AALB015288,2L,20445146,20445217,-1,,,,,,,,
AALB000057,2L,25078207,25081718,-1,AATE017899,KI421912,705945,709571,AGAP009973,3R,46975041,46977597
AALB009506,2R,555637,557173,-1,AATE015211,KI421883,9492232,9523105,AGAP003267,2R,34653682,34654890
AALB007190,2R,17314038,17318622,1,AATE013990,KI421892,7431712,7442905,AGAP004115,2R,50171785,50176419
AALB001953,2L,27134828,27136647,-1,,,,,,,,
AALB007341,3L,1297106,1298330,1,AATE019375,KI421886,3339606,3367810,AGAP005008,2L,7820730,7916840
AALB002070,2R,22993325,22995997,-1,AATE017091,KI421885,11885647,11888213,AGAP013263,2R,32375405,32378635
AALB015135,2R,19934342,19934413,-1,,,,,,,,
AALB002478,2R,13656855,13658287,1,AATE009768,KI421897,213441,214986,AGAP001565,2R,6303901,6305412
AALB014306,2R,35657111,35660514,-1,AATE011672,KI421906,1004487,1010248,AGAP028485,2R,42933513,42937470
AALB010850,3R,20584996,20587056,1,,,,,,,,
AALB001202,2L,4049153,4057417,-1,AATE000396,KI421911,624838,635063,AGAP009030,3R,24345895,24352409
AALB009604,2R,24327124,24329710,-1,AATE008983,KI421904,850647,855212,AGAP004491,2R,56857033,56859618
AALB005850,3L,28487193,28488608,-1,AATE012321,KI421886,8825154,8828198,AGAP006153,2L,27285845,27286147
AALB008986,2R,7198841,7215584,-1,AATE005481,KI421888,9891199,9917804,AGAP002858,2R,28322913,28389385
AALB001057,2L,6785035,6798996,-1,AATE008580,KI421890,6280442,6308379,AGAP009947,3R,45880431,45902599
AALB001786,2L,29595870,29597789,1,AATE005355,KI421889,6574468,6663857,,,,
AALB005379,3L,22973154,22974324,-1,AATE000546,KI421886,10688116,10689280,AGAP006719,2L,37160410,37161583
AALB014506,3L,24417616,24421843,1,,,,,,,,
AALB014876,2R,23943901,23944181,1,,,,,,,,
AALB008930,2R,7778138,7780481,1,,,,,,,,
AALB004877,3L,16567106,16567654,-1,AATE009197,KI421895,548506,557307,AGAP001068,X,22390512,22416767
AALB010789,3R,19466269,19469612,1,AATE004602,KI421901,1321940,1329368,AGAP012209,3L,38794083,38797802
AALB008766,2R,45266198,45267533,-1,AATE014848,KI421885,10185395,10187729,AGAP004377,2R,55499648,55501082
AALB010697,3R,17865593,17871769,1,AATE002860,KI421887,3469715,3471593,,,,
AALB005064,3L,19246071,19249798,1,,,,,,,,
AALB001593,2L,33805973,33808723,1,AATE004990,KI421912,254857,256225,AGAP009996,3R,47428384,47428936
AALB006256,3L,33575292,33575800,1,AATE004540,KI421884,12913860,12915179,AGAP007650,2L,48751161,48752471
AALB005193,3L,20506574,20509320,-1,AATE016708,KI421884,9088232,9090405,AGAP006446,2L,32194648,32196574
AALB008859,2R,8920658,8926025,-1,AATE011129,KI421885,7109508,7116382,AGAP002176,2R,16902953,16911547
AALB000713,2L,12785694,12788748,-1,AATE008425,KI421889,4315495,4319290,AGAP008511,3R,11468382,11471590
AALB014514,3L,26541545,26542274,1,,,,,,,,
AALB005598,3L,25190863,25192103,-1,AATE020875,KI422098,22783,24197,AGAP005271,2L,13504366,13505670
AALB000296,2L,20447830,20452735,-1,AATE020826,KI421890,6879743,6885550,AGAP009295,3R,30904732,30909909
AALB014811,2R,45759021,45759834,1,,,,,,,,
AALB004501,3L,10624503,10626812,1,AATE011735,AXCP01009302,452,2755,AGAP006648,2L,35664073,35666441
AALB007066,3R,26122955,26123976,-1,AATE008933,KI421893,987858,992691,AGAP012865,UNKN,34885930,34886415
AALB007066,3R,26122955,26123976,-1,AATE008933,KI421893,987858,992691,AGAP012770,UNKN,27997305,27998401
AALB007066,3R,26122955,26123976,-1,AATE008933,KI421893,987858,992691,AGAP011150,3L,17984985,17985927
AALB010832,3R,20023127,20024307,1,AATE013989,KI421887,9176816,9183224,AGAP011778,3L,33201186,33206559
AALB005386,3L,23075882,23087626,-1,AATE018079,KI421886,10568193,10570705,AGAP006723,2L,37282290,37285191
AALB002366,2R,15274090,15282264,-1,AATE016422,KI421897,3254760,3259134,AGAP003581,2R,40335703,40336953
AALB001860,2L,28636178,28636465,1,AATE012481,KI421882,18771014,18771593,,,,
AALB014465,3L,19536422,19536855,1,,,,,,,,
AALB015223,2R,37675013,37675084,1,,,,,,,,
AALB001795,2L,29431125,29434422,-1,,,,,,,,
AALB014378,3R,28468097,28468683,-1,,,,,,,,
AALB000008,2L,25811836,25814017,-1,AATE006330,KI421882,1853718,1857977,AGAP008960,3R,22056035,22057957
AALB003777,3R,623425,630022,-1,AATE018004,KI421887,7632333,7647635,AGAP011956,3L,35532317,35545428
AALB005351,3L,22614387,22616730,-1,AATE006347,KI421886,11176796,11195271,AGAP005701,2L,19158540,19163521
AALB009217,2R,3865469,3866993,-1,AATE005187,KI421888,1961013,1962820,AGAP001268,2R,2132454,2133880
AALB001911,2L,27755543,27756485,-1,,,,,AGAP007508,2L,46995122,46995883
AALB004150,3L,4655642,4669091,1,AATE015383,KI421886,6819508,6834111,AGAP005710,2L,19213769,19255034
AALB014395,3R,21559024,21560599,-1,,,,,,,,
AALB014239,2R,13312423,13317369,-1,,,,,,,,
AALB014673,3R,32781250,32782033,1,,,,,,,,
AALB001026,2L,7453329,7473231,-1,,,,,,,,
AALB015837,2R,16778496,16780266,-1,AATE006087,KI421897,1667454,1669333,AGAP013405,2R,20951244,20952908
AALB008087,2R,32595032,32602184,-1,AATE004544,KI421885,5901018,5912629,AGAP004261,2R,53439923,53452431
AALB002155,2R,21164384,21171219,-1,AATE004681,KI421888,9103056,9106008,AGAP012605,UNKN,19227531,19234205
AALB002155,2R,21164384,21171219,-1,AATE004681,KI421888,9103056,9106008,AGAP004132,2R,50579082,50585938
AALB000199,2L,21971442,21973172,1,AATE007266,KI421912,443046,448337,AGAP009986,3R,47248617,47251946
AALB000199,2L,21971442,21973172,1,AATE007266,KI421912,443046,448337,AGAP009987,3R,47252286,47253028
AALB010819,3R,19889824,19892268,-1,AATE017976,KI421887,9319804,9322053,AGAP011762,3L,32979374,32980417
AALB007594,3R,29147750,29150901,1,AATE016993,KI421913,96285,99799,AGAP010432,3L,3302403,3304596
AALB008553,2R,48471424,48486865,1,AATE019963,KI421885,5602751,5611574,AGAP004244,2R,53101973,53127099
AALB001864,2L,28568076,28569571,-1,AATE002476,KI421882,18829661,18834127,AGAP009520,3R,35206072,35207685
AALB000047,2L,25339409,25342382,-1,AATE009528,KI421889,5625908,5628655,AGAP007968,3R,3391275,3393996
AALB003349,2R,43776311,43776976,-1,AATE002119,KI421885,2363337,2376822,,,,
AALB003349,2R,43776311,43776976,-1,AATE016037,KI421885,2385153,2427217,,,,
AALB003758,3R,453682,454427,-1,AATE012218,KI421898,1172488,1173345,AGAP002220,2R,17703704,17704495
AALB000782,2L,11905592,11911438,1,AATE012500,KI421882,13741992,13749060,AGAP008488,3R,11228270,11230273
AALB003050,2R,35935060,35935485,1,AATE014231,KI421888,6154865,6160564,AGAP013540,2R,28883007,28883468
AALB010559,3R,15475273,15483963,-1,AATE018481,KI421887,3623896,3632640,AGAP010801,3L,10585956,10595000
AALB004481,3L,10166736,10167491,1,AATE015840,KI421883,4778533,4786080,AGAP005790,2L,20714240,20714995
AALB008640,2R,47118672,47123448,-1,AATE016500,KI421883,13307645,13313915,AGAP001638,2R,7235285,7238573
AALB006006,3L,30446323,30446712,-1,AATE007084,KI421886,7585774,7586163,AGAP005852,2L,22610196,22610683
AALB003987,3R,22227617,22229644,-1,AATE005207,KI421909,455709,459490,,,,
AALB002984,2R,34678305,34690650,1,AATE017004,KI421904,1428885,1438573,AGAP004541,2R,57467448,57476856
AALB003178,2R,38377550,38378922,1,,,,,AGAP004299,2R,54192916,54194215
AALB005088,3L,19519050,19521242,-1,AATE010235,KI421884,8624759,8631869,AGAP006431,2L,31784917,31796911
AALB006075,3L,31196504,31197783,1,AATE007754,KI421891,2160325,2161733,AGAP005455,2L,15740601,15741127
AALB005012,3L,18362223,18363341,1,AATE010500,KI421886,5619274,5620392,AGAP007046,2L,41624490,41644582
AALB004899,3L,16956430,16959659,-1,,,,,,,,
AALB014452,3L,15632580,15632815,-1,,,,,,,,
AALB009975,3R,5793412,5799174,-1,AATE003792,KI421899,3076975,3087272,AGAP012345,3L,40814209,40819052
AALB004618,3L,12179270,12180685,1,AATE009823,KI421894,459,2340,AGAP005623,2L,17945420,17947123
AALB002211,2R,20444028,20445980,-1,AATE004414,KI421888,3463176,3467953,AGAP001811,2R,10851535,10853577
AALB002211,2R,20444028,20445980,-1,AATE004414,KI421888,3463176,3467953,AGAP001812,2R,10855568,10857858
AALB014828,2R,7840201,7841879,1,,,,,,,,
AALB009991,3R,6056774,6059770,1,,,,,AGAP000164,X,2848251,2849270
AALB009991,3R,6056774,6059770,1,,,,,AGAP012027,3L,36678614,36680000
AALB009991,3R,6056774,6059770,1,,,,,AGAP028159,3L,36662832,36663589
AALB009991,3R,6056774,6059770,1,,,,,AGAP028040,3L,36673270,36674981
AALB009991,3R,6056774,6059770,1,,,,,AGAP028107,3L,36675338,36676735
AALB009991,3R,6056774,6059770,1,,,,,AGAP027985,3L,36677070,36678440
AALB004161,3L,4904852,4912152,1,AATE021116,KI421886,6577374,6600817,AGAP005715,2L,19503076,19537280
AALB008346,2R,28674097,28677706,1,AATE013803,KI421892,4653142,4655909,AGAP003339,2R,36294274,36296797
AALB001868,2L,28488457,28491816,-1,AATE020597,KI421882,18899527,18901710,AGAP009525,3R,35302757,35304764
AALB004819,3L,15100579,15106593,1,AATE004610,KI421894,742842,748260,AGAP005699,2L,19145043,19146916
AALB003126,2R,37420694,37421829,1,AATE017692,KI421892,4559407,4560545,AGAP003816,2R,43729665,43730707
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006850,2L,39194109,39194498
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006852,2L,39198204,39198593
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006861,2L,39215802,39216191
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006853,2L,39200923,39201294
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006849,2L,39192163,39192861
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006856,2L,39207082,39207468
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006857,2L,39209289,39209666
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006854,2L,39202721,39203110
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006855,2L,39204665,39205054
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006851,2L,39195928,39196317
AALB005326,3L,22385075,22394969,-1,AATE019440,KI421884,399445,409960,AGAP006862,2L,39217701,39218069
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006850,2L,39194109,39194498
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006852,2L,39198204,39198593
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006861,2L,39215802,39216191
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006853,2L,39200923,39201294
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006849,2L,39192163,39192861
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006856,2L,39207082,39207468
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006857,2L,39209289,39209666
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006854,2L,39202721,39203110
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006855,2L,39204665,39205054
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006851,2L,39195928,39196317
AALB005326,3L,22385075,22394969,-1,AATE000255,KI421884,397739,398128,AGAP006862,2L,39217701,39218069
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006850,2L,39194109,39194498
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006852,2L,39198204,39198593
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006861,2L,39215802,39216191
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006853,2L,39200923,39201294
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006849,2L,39192163,39192861
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006856,2L,39207082,39207468
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006857,2L,39209289,39209666
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006854,2L,39202721,39203110
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006855,2L,39204665,39205054
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006851,2L,39195928,39196317
AALB005326,3L,22385075,22394969,-1,AATE016085,KI421884,391593,396887,AGAP006862,2L,39217701,39218069
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006850,2L,39194109,39194498
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006852,2L,39198204,39198593
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006861,2L,39215802,39216191
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006853,2L,39200923,39201294
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006849,2L,39192163,39192861
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006856,2L,39207082,39207468
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006857,2L,39209289,39209666
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006854,2L,39202721,39203110
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006855,2L,39204665,39205054
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006851,2L,39195928,39196317
AALB005326,3L,22385075,22394969,-1,AATE019505,KI421884,370093,373397,AGAP006862,2L,39217701,39218069
AALB010280,3R,11189203,11190713,1,AATE005557,KI421899,1737502,1740979,AGAP011064,3L,16136984,16138407
AALB000919,2L,9760747,9761982,1,AATE015839,KI421889,1395750,1397220,AGAP008665,3R,14582775,14584261
AALB010825,3R,19951040,19955976,1,AATE008802,KI421887,9257985,9262813,AGAP011769,3L,33071041,33075723
AALB004211,3L,5361129,5364286,1,AATE008334,KI421884,1670071,1673457,AGAP005551,2L,16972792,16975845
AALB008338,2R,28714736,28715477,-1,AATE021112,KI421883,13376998,13383805,AGAP001650,2R,7304076,7309565
AALB003554,2R,40415439,40417260,-1,AATE013461,KI421904,1230261,1232073,AGAP004513,2R,57244033,57245857
AALB009078,2R,5682959,5686631,-1,AATE011777,KI421883,6189063,6194874,AGAP002120,2R,16040477,16043134
AALB000572,2L,15147250,15147903,-1,AATE007426,KI421890,2118163,2118813,AGAP009660,3R,37679291,37679941
AALB015729,3R,26224915,26227871,1,AATE006421,KI421893,1103107,1106475,AGAP011142,3L,17851295,17857514
AALB010276,3R,10996669,11002438,1,AATE008080,KI421899,1491565,1498607,AGAP011062,3L,15825999,15828447
AALB003087,2R,36643810,36646684,1,AATE018984,KI421885,699666,707144,AGAP013342,2R,44358082,44360855
AALB004113,3L,4201002,4212419,1,AATE001634,KI421884,3297118,3307748,AGAP007130,2L,43126229,43130984
AALB007466,3R,32955844,32961888,-1,AATE011237,KI421900,492980,506423,AGAP004775,2L,3401014,3447379
AALB005805,3L,27940703,27941826,-1,,,,,,,,
AALB015477,2R,1479381,1480779,-1,,,,,AGAP001170,2R,688812,690230
AALB007165,2R,17556093,17557887,1,AATE014747,KI421888,3132111,3134870,AGAP003185,2R,33630367,33632798
AALB002869,2R,50115906,50117145,1,AATE006698,KI421885,8547631,8549250,AGAP001793,2R,10522413,10523849
AALB001960,2L,27100605,27108512,-1,AATE012800,KI421882,16380956,16396920,AGAP009333,3R,31516881,31520891
AALB014148,2R,51750825,51752382,-1,AATE006236,KI421900,1023020,1024303,AGAP010253,3R,51664587,51665791
AALB004265,3L,6520581,6521240,-1,AATE008376,KI421891,5361910,5362730,,,,
AALB008028,2L,3009268,3010448,-1,,,,,AGAP008537,3R,12141065,12147108
AALB009765,3R,2765302,2767036,1,AATE019901,KI421901,2976306,2979167,AGAP028174,3L,36671218,36673293
AALB010636,3R,16897628,16903653,1,AATE003039,KI421901,1816765,1824534,AGAP028615,3L,12102865,12108449
AALB007924,2L,1217264,1220520,-1,AATE001374,KI421900,3418985,3422925,AGAP010115,3R,49202204,49207644
AALB008499,3R,23385520,23392612,-1,AATE001046,KI421887,2915790,2920464,AGAP011463,3L,24962298,24968706
AALB015323,2L,3069100,3069172,-1,,,,,,,,
AALB007506,3R,32464194,32470041,1,AATE006914,KI422162,9303,11144,AGAP004783,2L,3477029,3508965
AALB007506,3R,32464194,32470041,1,AATE000020,KI422162,13972,17092,AGAP004783,2L,3477029,3508965
AALB001216,2L,3436489,3438977,-1,AATE002529,KI421890,339405,352078,AGAP009021,3R,23746174,23760299
AALB002470,2R,13732075,13732884,1,,,,,,,,
AALB010632,3R,16839803,16843664,-1,AATE002456,KI421901,1899593,1903468,AGAP010851,3L,12012686,12016397
AALB000559,2L,15503583,15506188,1,,,,,,,,
AALB000515,2L,16632215,16638261,1,AATE017596,KI421889,3483709,3492883,AGAP009579,3R,36516465,36521138
AALB008975,2R,7356903,7358840,1,AATE019879,KI421883,3967047,3969624,AGAP003898,2R,45699795,45701639
AALB009340,2R,2450839,2455532,-1,AATE011615,KI421888,785254,791318,AGAP001235,2R,1757771,1764254
AALB004540,3L,11031443,11032578,-1,AATE006294,KI421884,10720656,10722096,AGAP007370,2L,46128202,46129403
AALB005305,3L,22133223,22135955,1,AATE007190,KI421891,481128,484230,AGAP006820,2L,38887650,38890117
AALB007838,2L,7706,10244,-1,AATE010647,KI421900,2843293,2851940,AGAP010172,3R,49898854,49907005
AALB014805,2R,47309785,47310757,1,AATE007911,KI421915,566788,568171,AGAP002308,2R,19059011,19060311
AALB007024,3R,25197329,25199558,-1,AATE010018,KI421893,56543,62772,,,,
AALB000587,2L,14714477,14715097,-1,AATE021161,KI421890,2634985,2635986,AGAP009967,3R,46899178,46899834
AALB000587,2L,14714477,14715097,-1,AATE021161,KI421890,2634985,2635986,AGAP009969,3R,46901588,46901929
AALB009094,2R,5602526,5605917,1,AATE019906,KI421883,6289751,6293766,AGAP012955,2R,30540254,30543703
AALB004886,3L,16720695,16721421,1,,,,,,,,
AALB007983,2L,2033195,2037687,1,AATE019088,KI421889,7709228,7714708,AGAP028215,3R,1280166,1283531
AALB010385,3R,12741727,12761550,-1,AATE013643,KI421887,8802594,8807035,AGAP011827,3L,33865917,33868703
AALB003648,2R,38962646,38965710,-1,AATE008767,KI421883,15410351,15413920,,,,
AALB000787,2L,11758333,11761083,-1,,,,,,,,
AALB007443,3R,26991978,26992894,1,AATE001113,KI421886,10893653,10895618,AGAP000598,X,10676545,10677731
AALB007443,3R,26991978,26992894,1,AATE005350,KI421886,10895627,10895833,AGAP000598,X,10676545,10677731
AALB007443,3R,26991978,26992894,1,AATE016456,KI421896,3477931,3479462,AGAP000598,X,10676545,10677731
AALB002234,2R,19851470,19852399,1,,,,,AGAP013198,2R,11481170,11492986
AALB003472,2R,41517062,41523620,1,AATE017816,AXCP01008435,5676,8009,,,,
AALB003472,2R,41517062,41523620,1,AATE005246,KI421892,3254374,3268914,,,,
AALB004485,3L,10299737,10300591,-1,AATE007807,KI421938,119291,120244,AGAP007326,2L,45402985,45424127
AALB003129,2R,37426188,37430895,1,AATE014249,KI421892,4553322,4555182,AGAP003812,2R,43722890,43724523
AALB008559,2R,48342392,48347532,-1,AATE010623,KI421885,5453507,5458140,AGAP004237,2R,52958429,52962558
AALB008864,2R,8695255,8698809,1,AATE019070,KI421883,7755698,7760678,AGAP001688,2R,8453492,8458394
AALB005483,3L,24060140,24070481,-1,AATE008517,KI421905,2142458,2144706,AGAP007309,2L,45256867,45259724
AALB004864,3L,16390774,16394606,-1,AATE012085,KI421894,5013471,5048368,AGAP004827,2L,4120678,4142005
AALB014315,2R,38061232,38061723,-1,,,,,,,,
AALB005957,3L,29704026,29706829,-1,AATE018528,KI421891,2879686,2882685,AGAP005525,2L,16614051,16648658
AALB000935,2L,9539438,9551009,1,AATE012804,KI421890,2759562,2763152,AGAP008691,3R,14920096,14938451
AALB001486,2L,35205194,35206357,-1,AATE017623,KI421890,5672017,5673361,AGAP008110,3R,5827492,5828806
AALB003743,3R,261342,262854,1,AATE000387,KI421887,8108291,8109958,AGAP011913,3L,34883818,34885182
AALB003743,3R,261342,262854,1,AATE000387,KI421887,8108291,8109958,AGAP011914,3L,34887067,34888478
AALB005649,3L,25937621,25938195,-1,AATE011915,KI421886,1892166,1893067,AGAP007201,2L,44268905,44269838
AALB014636,3R,25169551,25170740,1,,,,,,,,
AALB014003,2L,25319457,25320750,1,,,,,,,,
AALB000806,2L,11256795,11258331,-1,AATE018144,KI421882,8226456,8230719,AGAP009782,3R,43264198,43265563
AALB009609,2R,24352950,24354007,-1,,,,,AGAP004484,2R,56830732,56832550
AALB015633,2L,29744549,29747797,1,AATE016598,KI421882,13654317,13657685,AGAP008493,3R,11321082,11322267
AALB015065,2L,4642926,4642997,1,,,,,,,,
AALB007896,2L,906182,907284,-1,,,,,AGAP010165,3R,49792453,49793563
AALB005331,3L,22444250,22445232,-1,AATE015190,KI421884,475155,476753,AGAP006869,2L,39278059,39279025
AALB004626,3L,12241984,12245705,1,AATE008972,KI421894,77054,81222,AGAP012896,UNKN,37143860,37144614
