Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB006536,X,5322948,5324347,-1,AATE009065,KI421911,646072,650814,AGAP000610,X,11077270,11078705
AALB006536,X,5322948,5324347,-1,AATE009065,KI421911,646072,650814,AGAP000611,X,11078946,11080334
AALB006943,X,159220,164927,-1,AATE000070,KI421898,2511859,2516955,AGAP000686,X,12174016,12182557
AALB006640,X,4124220,4129061,-1,AATE006222,KI421907,25415,36159,AGAP013381,X,1005551,1010309
AALB006471,X,6059445,6061531,1,AATE014806,KI421895,423277,426438,AGAP000430,X,7646486,7649633
AALB006315,X,8150408,8150923,1,AATE018172,KI421890,1904916,1905816,AGAP008773,3R,17390941,17391559
AALB006518,X,5602695,5605139,1,AATE006528,KI421895,85171,87033,AGAP000239,X,4504112,4505751
AALB006342,X,7815234,7821833,-1,AATE007772,KI421907,107021,115853,AGAP000057,X,921077,922938
AALB006316,X,8080029,8085699,-1,AATE014587,KI421896,3341447,3350828,AGAP001048,X,20604953,20748760
AALB006939,X,184671,187893,-1,AATE014201,KI421896,1131094,1135830,AGAP000644,X,11428745,11429680
AALB006939,X,184671,187893,-1,AATE014201,KI421896,1131094,1135830,AGAP000641,X,11419447,11420382
AALB006939,X,184671,187893,-1,AATE005107,KI421896,1124672,1125565,AGAP000644,X,11428745,11429680
AALB006939,X,184671,187893,-1,AATE005107,KI421896,1124672,1125565,AGAP000641,X,11419447,11420382
AALB006438,X,6378553,6379800,1,,,,,AGAP000339,X,5886051,5887397
AALB006818,X,1705424,1707634,1,AATE021709,KI421895,430607,431558,AGAP000896,X,16949437,16950371
AALB006282,X,8458501,8458958,-1,AATE014530,AXCP01007967,3336,4535,AGAP000177,X,2980078,2981108
AALB014564,X,8340223,8341283,1,,,,,,,,
AALB015174,X,9687671,9687764,1,,,,,,,,
AALB007782,X,10674119,10684539,-1,AATE003231,KI421898,651180,658891,AGAP000774,X,13897618,13912227
AALB006915,X,489002,490108,-1,AATE011161,AXCP01008102,3279,4259,AGAP000475,X,8264241,8269053
AALB006918,X,455929,457215,-1,AATE000652,KI421896,1545382,1548414,AGAP000477,X,8293985,8359883
AALB014597,X,3368466,3368927,-1,,,,,,,,
AALB006433,X,6398506,6399531,-1,,,,,AGAP000831,X,15375386,15376767
AALB006427,X,6426805,6430085,-1,AATE018661,KI421898,2294,6247,AGAP000280,X,5040238,5043715
AALB014626,X,103,1403,1,,,,,,,,
AALB007712,X,9549867,9555763,1,AATE021053,KI421896,1955552,1959654,AGAP000880,X,16694425,16698877
AALB014578,X,5984721,5989558,1,AATE014453,KI421907,1558575,1561311,AGAP012187,3L,38531250,38532028
AALB014578,X,5984721,5989558,1,AATE014453,KI421907,1558575,1561311,AGAP000471,X,8111769,8116713
AALB006369,X,7471893,7473460,1,AATE003451,KI421895,4332405,4335877,AGAP000356,X,6348617,6350296
AALB006550,X,5148577,5151989,-1,AATE016566,KI421920,274962,279502,AGAP000312,X,5489431,5491381
AALB006828,X,1610849,1612532,1,AATE014131,KI421895,3933964,3936295,AGAP000564,X,10019750,10022892
AALB003286,X,10022150,10028120,1,,,,,AGAP000821,X,15304985,15319139
AALB006678,X,3484678,3486705,-1,AATE005905,KI421898,1481214,1482909,AGAP000850,X,15720737,15722091
AALB006847,X,1364569,1367317,-1,AATE005108,KI421898,3422318,3428706,,,,
AALB006844,X,1409909,1415328,1,AATE012158,KI421898,3524528,3528261,AGAP000795,X,14461512,14527163
AALB006465,X,6124748,6128797,-1,AATE005342,KI421896,2112632,2118014,AGAP000743,X,13593848,13594674
AALB007732,X,9739301,9740111,1,,,,,,,,
AALB006462,X,6177086,6179397,1,AATE005030,KI421907,620447,624119,AGAP000913,X,17173441,17179958
AALB007661,X,8959886,8962582,-1,AATE001920,KI421907,1627118,1638878,AGAP000121,X,1966956,1969598
AALB006717,X,3045111,3047801,-1,AATE010890,KI421972,45477,64074,AGAP000672,X,11856358,11875562
AALB003697,X,11847696,11854654,-1,AATE017902,KI421896,73042,83595,AGAP000332,X,5846884,5855444
AALB006390,X,7150187,7156214,-1,,,,,,,,
AALB014699,X,8954882,8955473,-1,,,,,,,,
AALB006832,X,1586143,1590684,-1,AATE017735,KI421895,3893984,3898947,AGAP000569,X,10075921,10080884
AALB006541,X,5248986,5256523,-1,AATE016084,KI421896,2283388,2306105,AGAP000384,X,7063083,7070395
AALB006541,X,5248986,5256523,-1,AATE018175,AXCP01008022,7910,14294,AGAP000384,X,7063083,7070395
AALB007632,X,8708996,8713796,-1,AATE020408,KI421895,1792140,1804066,AGAP000962,X,18426678,18467864
AALB006348,X,7767743,7770608,-1,,,,,AGAP000100,X,1628900,1629785
AALB006837,X,1551972,1553502,1,AATE006828,KI421896,555061,567693,AGAP000868,X,16164226,16179371
AALB014585,X,4748831,4750581,-1,,,,,,,,
AALB014324,X,10086299,10087177,1,,,,,AGAP000497,X,8757364,8758494
AALB006846,X,1379118,1379735,1,AATE002004,KI421898,3454775,3455251,,,,
AALB006730,X,2908069,2912137,-1,AATE009785,KI421918,417343,422972,AGAP000509,X,8971020,8975041
AALB006745,X,2735553,2739750,-1,,,,,,,,
AALB007735,X,9752852,9755689,-1,AATE013780,KI421896,1629871,1633254,AGAP000623,X,11255093,11258226
AALB006394,X,7122844,7123581,-1,,,,,,,,
AALB006527,X,5495717,5496942,-1,AATE006100,KI421895,98760,100251,AGAP000242,X,4521866,4522934
AALB006879,X,1033117,1038488,1,AATE005512,KI421907,488274,494732,AGAP000195,X,3202676,3209237
AALB003303,X,10155301,10160324,1,AATE020045,KI421920,44593,47705,AGAP000627,X,11283576,11289116
AALB006294,X,8409164,8410086,1,AATE017741,KI421896,1960425,1963110,AGAP000882,X,16708579,16711009
AALB014627,X,103,1096,-1,,,,,,,,
AALB006355,X,7637807,7645900,-1,AATE010761,KI421907,38802,52486,AGAP000064,X,986837,1000922
AALB007750,X,11160345,11163942,1,AATE003730,KI421907,135302,140784,AGAP000056,X,900563,904069
AALB014572,X,6783499,6785518,1,,,,,,,,
AALB009743,X,12065824,12067992,-1,AATE008607,KI421896,521118,533907,AGAP000932,X,17601862,17614708
AALB006453,X,6245668,6248298,1,AATE019006,KI421895,3302724,3306616,AGAP000626,X,11272364,11278512
AALB006623,X,4299898,4302934,-1,AATE011791,KI421898,3643498,3645930,AGAP000081,X,1418615,1421698
AALB006723,X,3007990,3010952,1,AATE003407,KI421895,2912594,2930186,AGAP013126,X,20358718,20359218
AALB006472,X,6048755,6055986,-1,AATE002651,KI421895,408502,417700,AGAP000431,X,7658182,7671258
AALB007788,X,10644594,10647053,-1,AATE008089,KI421895,2932466,2934880,AGAP001050,X,20944180,20955989
AALB007697,X,9365203,9369325,-1,AATE016258,KI421896,3176564,3181396,AGAP000136,X,2101775,2106316
AALB006595,X,4572213,4576071,-1,AATE014147,KI421907,614596,618866,AGAP000912,X,17165876,17169527
AALB006708,X,3234281,3235582,-1,AATE017124,KI421896,3683777,3684744,AGAP000109,X,1792391,1793512
AALB006307,X,8246810,8249992,1,AATE018985,KI421896,1010962,1015669,AGAP000116,X,1919638,1924926
AALB006911,X,536664,547309,-1,AATE014918,KI421907,1102755,1113112,AGAP001090,X,23834053,23854040
AALB006742,X,2809609,2812002,-1,AATE019925,KI421898,596540,598458,AGAP000758,X,13767757,13769567
AALB014695,X,8641798,8643681,1,,,,,,,,
AALB006306,X,8264650,8265940,1,AATE013305,KI421896,993538,996046,,,,
AALB006870,X,1168463,1171239,-1,AATE003727,KI421898,2520057,2528948,AGAP010182,3R,49959165,49961061
AALB006870,X,1168463,1171239,-1,AATE003727,KI421898,2520057,2528948,AGAP000200,X,3266605,3275243
AALB006870,X,1168463,1171239,-1,AATE017610,KI421898,2534989,2537324,AGAP010182,3R,49959165,49961061
AALB006870,X,1168463,1171239,-1,AATE017610,KI421898,2534989,2537324,AGAP000200,X,3266605,3275243
AALB006870,X,1168463,1171239,-1,AATE009101,KI421898,2532608,2534924,AGAP010182,3R,49959165,49961061
AALB006870,X,1168463,1171239,-1,AATE009101,KI421898,2532608,2534924,AGAP000200,X,3266605,3275243
AALB006870,X,1168463,1171239,-1,AATE002877,KI421898,2550088,2562122,AGAP010182,3R,49959165,49961061
AALB006870,X,1168463,1171239,-1,AATE002877,KI421898,2550088,2562122,AGAP000200,X,3266605,3275243
AALB006644,X,4089099,4091231,-1,,,,,,,,
AALB006809,X,1910165,1922914,-1,AATE003683,KI421898,953536,960708,AGAP000399,X,7252391,7270283
AALB006563,X,4915370,4916206,1,AATE016830,KI421898,465900,467154,AGAP000655,X,11703114,11704270
AALB006563,X,4915370,4916206,1,AATE010421,KI421890,8222179,8222625,AGAP000655,X,11703114,11704270
AALB007645,X,8812629,8817689,-1,AATE012470,KI421896,3501618,3512750,AGAP013410,X,10638144,10640054
AALB014887,X,12218903,12219255,1,,,,,,,,
AALB006512,X,5681859,5684847,-1,,,,,,,,
AALB006370,X,7453420,7456027,-1,AATE013994,KI421895,4338908,4363840,AGAP000359,X,6358177,6368050
AALB006916,X,485791,488527,1,AATE012122,KI421896,1514581,1519283,AGAP000476,X,8271710,8275858
AALB003302,X,10151880,10154495,1,,,,,,,,
AALB006789,X,2019216,2019997,1,AATE016888,KI421882,8630056,8630870,AGAP009822,3R,43803407,43804237
AALB006786,X,2036891,2040353,-1,AATE012819,KI421898,98936,101931,AGAP001084,X,23511522,23634351
AALB006340,X,7830485,7836392,1,AATE019641,KI421898,1619356,1621195,AGAP013067,X,6949971,6953980
AALB006436,X,6381899,6387015,-1,AATE015705,KI421919,3274,9666,AGAP000834,X,15414172,15423553
AALB006547,X,5179857,5197380,-1,AATE013910,KI421927,44690,53571,AGAP000029,X,379162,393442
AALB006712,X,3188819,3213645,-1,AATE009896,KI422009,34301,34944,AGAP000675,X,12037003,12060602
AALB006924,X,361383,365964,1,AATE010954,KI421898,1487809,1495980,AGAP000848,X,15693834,15707212
AALB007786,X,10657045,10660254,-1,AATE020629,KI421895,384494,388056,AGAP000615,X,11202826,11207016
AALB007669,X,9024462,9027953,-1,,,,,,,,
AALB006508,X,5713284,5720161,1,AATE016007,KI421896,4343777,4355526,AGAP000232,X,4345318,4352646
AALB014361,X,11841963,11842451,1,,,,,,,,
AALB006905,X,605735,609191,-1,AATE004675,KI421898,238729,247748,AGAP000553,X,9874701,9884240
AALB006451,X,6265598,6267068,1,AATE010911,KI421895,3312187,3332453,AGAP000012,X,146181,147744
AALB006773,X,2147032,2147627,-1,AATE015347,KI421896,3264389,3265970,AGAP000975,X,18783239,18784299
AALB007772,X,10854899,10865771,1,AATE005858,KI421898,1822768,1840500,AGAP000720,X,13096618,13124464
AALB006661,X,3897144,3898740,-1,AATE003250,KI422025,26430,31853,AGAP000378,X,6881384,6892724
AALB007754,X,11059579,11062175,-1,AATE017340,KI421898,127471,132611,AGAP001094,X,24233179,24254341
AALB006681,X,3455459,3464502,-1,AATE004657,KI421907,1492094,1496012,,,,
AALB006669,X,3563083,3565705,-1,AATE011793,KI421898,316239,318770,,,,
AALB003704,X,11946845,11949104,-1,AATE013140,KI421896,2426187,2432149,AGAP000290,X,5130426,5139456
AALB006859,X,1242073,1246270,-1,AATE018475,KI421896,764771,781747,AGAP000300,X,5338077,5360330
AALB006289,X,8429804,8431636,1,AATE018084,KI421895,3256338,3258914,AGAP000762,X,13786756,13788683
AALB006638,X,4142360,4149897,-1,AATE009980,KI421898,3923498,3932258,AGAP000070,X,1099948,1104999
AALB006758,X,2524646,2525892,-1,AATE002874,KI421907,1642175,1643687,AGAP000414,X,7402912,7404376
AALB014618,X,693248,693775,1,,,,,,,,
AALB006738,X,2834254,2847072,-1,AATE007958,AXCP01008631,631,7214,AGAP000904,X,17077038,17099382
AALB006738,X,2834254,2847072,-1,AATE012485,KI421896,2543415,2557550,AGAP000904,X,17077038,17099382
AALB007633,X,8715070,8725695,-1,AATE009780,KI421895,1822400,1888026,,,,
AALB006814,X,1746029,1748540,-1,,,,,,,,
AALB007688,X,9287741,9288834,-1,AATE009003,KI421920,307108,309137,,,,
AALB006778,X,2077153,2084376,-1,AATE000946,KI421896,2679122,2693626,AGAP000144,X,2190074,2196046
AALB003700,X,11911685,11915662,-1,AATE019739,KI421907,310515,311138,AGAP000170,X,2904991,2906114
AALB003700,X,11911685,11915662,-1,AATE002113,KI421894,1595951,1596577,AGAP000170,X,2904991,2906114
AALB006620,X,4385330,4395977,1,,,,,,,,
AALB006610,X,4484022,4488418,1,,,,,,,,
AALB014712,X,10569806,10575485,1,,,,,,,,
AALB006654,X,3931798,3932960,-1,AATE000605,KI421896,1226568,1227795,AGAP000947,X,18315337,18316465
AALB006561,X,4920029,4924420,1,AATE013373,AXCP01008170,6075,9768,AGAP000656,X,11705823,11708034
AALB003297,X,10117244,10128574,1,AATE001612,AXCP01008035,2772,8002,AGAP000002,X,582,16387
AALB006892,X,718523,719501,1,AATE011324,KI421945,208544,209680,AGAP000928,X,17501630,17503013
AALB014617,X,703808,704052,-1,,,,,,,,
AALB006619,X,4401776,4405908,1,AATE016560,KI421898,3745782,3760991,,,,
AALB006728,X,2937699,2946041,-1,AATE013806,KI421898,2883642,2889469,AGAP001091,X,23957193,23998340
AALB014574,X,6560728,6561250,1,,,,,,,,
AALB007730,X,9712146,9716324,1,,,,,,,,
AALB006890,X,739127,743585,-1,AATE017478,KI421947,40326,46093,AGAP000038,X,481140,483518
AALB007630,X,8690157,8692375,-1,AATE001886,KI422267,16873,18912,AGAP000010,X,120773,123499
AALB006835,X,1561753,1568931,1,AATE018426,KI422002,237,9042,AGAP000576,X,10135398,10146715
AALB006290,X,8425889,8427982,-1,AATE004796,KI421895,3259442,3265212,AGAP000763,X,13791909,13796842
AALB006698,X,3345130,3347648,-1,AATE016572,KI421896,2190368,2192936,AGAP000394,X,7199445,7201387
AALB006447,X,6317030,6319392,1,AATE003261,KI421895,3373718,3376118,AGAP000016,X,204264,207141
AALB003301,X,10145020,10149939,-1,AATE011702,KI421895,4020006,4020868,AGAP009657,3R,37638480,37639511
AALB003301,X,10145020,10149939,-1,AATE005721,AXCP01009504,74,673,AGAP009657,3R,37638480,37639511
AALB006725,X,2950764,2961617,1,AATE013018,KI421919,84196,86654,AGAP000323,X,5721025,5732178
AALB006531,X,5482731,5483593,-1,AATE014810,KI421895,115065,115904,AGAP000604,X,10721571,10722556
AALB006403,X,6712832,6719718,-1,AATE001590,KI421895,3618183,3623774,AGAP000349,X,6166032,6176862
AALB006829,X,1606189,1610193,-1,AATE011146,KI421895,3928940,3932283,AGAP000565,X,10021943,10032881
AALB006452,X,6262220,6265035,-1,AATE009356,KI421895,3308650,3311705,AGAP000625,X,11263541,11267788
AALB006836,X,1554381,1560930,-1,AATE002537,KI421896,546861,555093,AGAP013495,X,17555927,17564864
AALB015834,X,3327570,3335315,-1,,,,,AGAP000707,X,12654547,12671546
AALB006485,X,5964693,5975798,1,AATE015979,KI421945,97983,106323,AGAP000926,X,17445750,17471498
AALB006741,X,2812230,2814486,-1,AATE008645,KI421896,2519323,2522581,AGAP000907,X,17122994,17124751
AALB007791,X,10610039,10611783,1,AATE001684,KI421896,2012649,2015622,AGAP000750,X,13719123,13721789
AALB006904,X,617365,623374,-1,AATE019280,KI421898,253054,262391,AGAP000018,X,245976,251810
AALB006374,X,7413412,7415707,1,AATE005236,KI421898,3053868,3060960,AGAP000662,X,11758081,11772470
AALB006670,X,3555137,3558007,-1,AATE018068,KI421898,2269456,2282672,AGAP013084,X,12468880,12469793
AALB003314,X,10232778,10234412,-1,AATE016857,KI421896,1217615,1220105,AGAP000994,X,18982547,18985069
AALB006372,X,7430108,7431152,-1,AATE016730,KI421895,4337612,4338586,AGAP000358,X,6354576,6355649
AALB007703,X,9448716,9455967,1,AATE010090,KI421896,1339505,1352009,AGAP013210,X,8242006,8256352
AALB006769,X,2302541,2304158,1,AATE008115,KI421921,143065,145961,AGAP001069,X,22455074,22488471
AALB006827,X,1613733,1627523,-1,AATE006760,KI421895,3938248,3944104,AGAP000563,X,10012211,10016841
AALB006544,X,5230553,5238878,-1,AATE004697,KI421927,96625,105957,AGAP000035,X,444812,452835
AALB006938,X,220674,225693,-1,AATE003954,KI421896,1093106,1124340,,,,
AALB006525,X,5501876,5503299,-1,AATE000878,KI421895,88266,90619,AGAP000240,X,4507891,4509554
AALB007635,X,8758166,8759425,1,AATE019082,KI422117,35105,35785,AGAP001041,X,20061484,20063037
AALB015027,X,8408967,8409039,1,,,,,,,,
AALB006631,X,4263642,4269964,-1,AATE001073,KI421898,3775957,3781364,AGAP000076,X,1254630,1261036
AALB006808,X,1923636,1926333,1,AATE007437,KI421898,962023,965474,AGAP001698,2R,8780401,8781420
AALB006808,X,1923636,1926333,1,AATE007437,KI421898,962023,965474,AGAP000400,X,7272597,7275902
AALB015483,X,1739722,1744434,1,AATE010151,KI421898,504712,510252,AGAP000651,X,11655373,11664337
AALB014620,X,518712,519699,1,,,,,,,,
AALB003308,X,10193014,10196280,-1,AATE014487,KI421896,1170596,1174169,AGAP000634,X,11376128,11379532
AALB014602,X,3024455,3025272,-1,,,,,,,,
AALB006571,X,4853097,4854980,-1,AATE018136,KI421893,4713433,4715009,AGAP005320,2L,14033559,14035128
AALB006851,X,1309912,1313831,-1,AATE019981,KI421898,3241366,3246500,AGAP012447,UNKN,1553917,1557262
AALB006851,X,1309912,1313831,-1,AATE019981,KI421898,3241366,3246500,AGAP000803,X,14738910,14744472
AALB006324,X,8020593,8031385,-1,AATE018478,KI421898,1735547,1746431,AGAP000727,X,13212860,13229038
AALB007647,X,8850535,8851506,-1,AATE019392,KI421896,1912453,1934791,AGAP000591,X,10537708,10588150
AALB007664,X,8969366,8972570,1,AATE007280,KI421907,607611,612659,AGAP000909,X,17143168,17148449
AALB006337,X,7849040,7850830,1,AATE017789,KI421907,319780,322371,AGAP000887,X,16743733,16745470
AALB006782,X,2044082,2053654,1,AATE012734,KI421896,2647931,2653513,AGAP000140,X,2149577,2152578
AALB006339,X,7836929,7838442,1,AATE005345,KI421896,2596479,2598402,AGAP000900,X,17009231,17023810
AALB014575,X,6173069,6174670,-1,AATE011779,KI421907,1443213,1446115,AGAP000458,X,7942708,7947791
AALB006338,X,7840048,7848431,-1,AATE003308,KI421896,2585021,2594305,AGAP000901,X,17030111,17042080
AALB007741,X,9769589,9772863,1,AATE019056,KI421895,2940224,2941000,AGAP011826,3L,33864114,33864822
AALB006305,X,8279011,8280383,1,AATE013991,KI421896,978622,983658,AGAP000488,X,8579493,8602534
AALB007655,X,8917972,8919679,1,AATE010985,KI421895,2236338,2239349,AGAP000790,X,14391199,14393982
AALB006442,X,6359401,6363477,1,AATE002982,KI421907,1329265,1331255,AGAP000369,X,6791093,6793207
AALB006633,X,4258057,4262277,1,AATE019647,KI421898,3783877,3791656,AGAP000075,X,1247090,1251709
AALB006597,X,4560666,4563613,1,AATE020602,KI421895,629610,634851,,,,
AALB006624,X,4298379,4299887,1,AATE000851,KI421898,3638027,3640300,AGAP000286,X,5120385,5123087
AALB007682,X,9093407,9094677,-1,AATE000261,KI421895,2129330,2132525,AGAP000954,X,18343379,18352636
AALB006458,X,6219782,6223159,-1,AATE016834,KI421895,1606094,1608073,AGAP001018,X,19571836,19573861
AALB007634,X,8755287,8756012,-1,AATE016658,KI421895,1928042,1930953,AGAP000963,X,18525137,18525755
AALB006777,X,2086589,2096359,-1,AATE012345,KI421896,2694211,2705943,AGAP000145,X,2217660,2233001
AALB003315,X,10234830,10237420,1,AATE009431,KI421896,1222071,1223157,AGAP000950,X,18326878,18328426
AALB015222,X,9454410,9454483,1,,,,,,,,
AALB003309,X,10199949,10201314,1,AATE020481,KI421895,1732017,1735498,AGAP013181,X,19723991,19725866
AALB006684,X,3427201,3429302,-1,AATE003403,KI421907,1461046,1466113,AGAP000460,X,7954944,7962564
AALB014577,X,6039257,6040449,1,,,,,AGAP000617,X,11211422,11214690
AALB006888,X,752253,755862,1,AATE007306,KI421898,813091,817191,AGAP000271,X,4986971,4991997
AALB006555,X,5081052,5084771,1,AATE017564,KI421920,120108,135342,AGAP000317,X,5610066,5616769
AALB006401,X,6730051,6731557,-1,AATE002008,KI421895,3651926,3653873,AGAP000352,X,6221274,6223106
AALB006520,X,5587185,5588173,1,AATE017541,KI421896,2962669,2984393,AGAP013158,X,2540054,2540863
AALB006887,X,784430,785160,-1,,,,,,,,
AALB014588,X,4445409,4445870,1,,,,,,,,
AALB007759,X,10937544,10942441,-1,AATE016903,KI421896,1015150,1022139,AGAP000117,X,1929371,1935351
AALB014605,X,2902433,2902870,-1,,,,,,,,
AALB003292,X,10081985,10083485,1,AATE000788,KI421898,1165253,1168087,AGAP000499,X,8771811,8777600
AALB006590,X,4585867,4589758,1,AATE020290,KI421896,1243611,1249524,AGAP000619,X,11219754,11222619
AALB006523,X,5508347,5511842,-1,AATE018803,KI421896,4079978,4084268,AGAP000544,X,9804234,9809542
AALB006760,X,2518549,2519414,1,,,,,,,,
AALB014698,X,8909626,8911236,1,,,,,,,,
AALB006277,X,8492833,8497660,-1,AATE020014,KI421907,602222,606301,AGAP000678,X,12106448,12111019
AALB007796,X,10585255,10589350,-1,AATE007451,KI421898,938919,941082,AGAP000412,X,7385776,7392182
AALB006671,X,3548401,3555040,1,AATE005475,KI421898,2251760,2261603,AGAP000696,X,12474719,12486013
AALB015403,X,9687661,9687754,-1,,,,,,,,
AALB006668,X,3617747,3621848,1,AATE019760,KI421898,405472,413026,AGAP013021,X,21608360,21721614
AALB006524,X,5503368,5508188,1,AATE000299,KI421896,4083417,4089501,AGAP000545,X,9814122,9820430
AALB006625,X,4294539,4297831,-1,AATE005789,KI421898,3630199,3634004,AGAP000249,X,4593069,4595917
AALB006947,X,17968,18726,1,,,,,AGAP000691,X,12435496,12436530
AALB006667,X,3661869,3664127,-1,AATE010715,KI421895,4306201,4308376,AGAP028578,UNKN,3853425,3856853
AALB006581,X,4753486,4760507,-1,AATE010846,KI421921,10482,11370,AGAP000255,X,4818589,4894449
AALB015832,X,3337503,3338676,-1,,,,,AGAP000705,X,12629143,12630245
AALB007665,X,8973884,8976199,-1,AATE014811,KI421898,2577094,2579665,AGAP000506,X,8953210,8957442
AALB003300,X,10140584,10150140,1,AATE000011,KI421895,4030383,4032499,AGAP009690,3R,38814029,38815826
AALB006501,X,5826721,5827546,1,AATE008701,KI421896,4180695,4193168,,,,
AALB006473,X,6040454,6041422,-1,AATE008187,KI421895,391297,392491,AGAP000618,X,11214673,11215716
AALB006473,X,6040454,6041422,-1,AATE002399,KI421889,3316275,3317131,AGAP000618,X,11214673,11215716
AALB006287,X,8439398,8440016,-1,,,,,,,,
AALB006812,X,1853363,1857880,-1,AATE015407,KI421898,1372222,1376009,AGAP000862,X,15870646,15874557
AALB006912,X,522521,528213,1,AATE013862,KI421907,1123385,1138228,AGAP000663,X,11783528,11803269
AALB007781,X,10685431,10690797,1,AATE011792,KI421895,4273627,4282860,AGAP001082,X,23455889,23493707
AALB006603,X,4512137,4514295,-1,,,,,AGAP004754,2L,3063116,3064911
AALB006558,X,5014377,5016661,-1,AATE000400,KI421895,458121,487414,,,,
AALB006330,X,7894244,7897151,1,AATE009876,KI421896,820217,823977,AGAP000891,X,16768557,16772936
AALB006435,X,6394788,6395367,1,AATE003821,KI421919,16650,21017,AGAP000833,X,15383617,15388601
AALB007663,X,8967366,8967995,-1,AATE006041,KI421882,15943876,15944331,AGAP008428,3R,10601656,10602411
AALB007711,X,9547909,9548757,-1,AATE006496,KI421896,2422023,2425971,AGAP000245,X,4561819,4565900
AALB006759,X,2524132,2524562,1,AATE016248,KI421907,1643655,1645199,AGAP000415,X,7404352,7405250
AALB006296,X,8400111,8401515,1,,,,,,,,
AALB003703,X,11942422,11945211,1,AATE017248,KI421919,87524,91269,AGAP000322,X,5719130,5720938
AALB006565,X,4912400,4912898,1,AATE016516,KI421896,2925099,2927243,AGAP007147,2L,43578331,43579127
AALB006311,X,8193247,8208110,-1,AATE013002,KI421895,2038536,2053829,AGAP000969,X,18590129,18616690
AALB006609,X,4488470,4488829,1,,,,,,,,
AALB006694,X,3356204,3358271,-1,AATE015443,KI421898,1582373,1584202,AGAP000843,X,15562826,15564556
AALB006297,X,8394120,8396317,1,,,,,,,,
AALB006926,X,352711,354578,1,AATE012684,KI422160,13478,16220,AGAP013047,X,5737242,5739184
AALB006920,X,408286,423285,1,AATE010030,KI421895,1522700,1541550,AGAP001015,X,19495565,19526057
AALB003331,X,10433219,10454939,1,AATE002183,KI421898,3123707,3137400,AGAP000810,X,14841697,14871886
AALB014601,X,3026293,3028717,1,,,,,,,,
AALB015835,X,1196467,1198191,1,AATE010368,KI421896,846495,850695,AGAP000163,X,2843996,2846441
AALB014583,X,4781121,4783279,1,,,,,,,,
AALB007625,X,8633065,8636774,1,AATE005959,KI421898,1400336,1406923,AGAP012991,X,15826358,15829097
AALB006704,X,3272657,3273787,1,AATE013005,KI421896,3743285,3744655,AGAP000115,X,1865162,1866412
AALB006675,X,3493695,3495139,1,AATE012954,KI421898,2187147,2189722,AGAP000699,X,12542784,12546434
AALB006897,X,663827,675691,1,AATE002828,KI421896,4056478,4059550,AGAP013055,X,9691789,9777248
AALB007713,X,9554264,9555682,-1,AATE006488,KI421907,1502906,1505767,AGAP000462,X,8017667,8020999
AALB007718,X,9591363,9592953,-1,AATE010953,KI421896,2364041,2367960,AGAP000768,X,13838993,13842373
AALB006587,X,4609939,4611206,1,AATE017864,KI421895,3398816,3400182,AGAP000213,X,3485496,3486691
AALB006729,X,2934413,2936535,1,AATE017375,KI421898,3014686,3019567,AGAP001093,X,24094799,24142048
AALB006601,X,4518033,4522099,-1,AATE004629,AXCP01008644,986,6066,AGAP000007,X,83817,88773
AALB006686,X,3411875,3412702,1,AATE004124,KI421926,73933,74805,AGAP013251,X,19106637,19107527
AALB006885,X,824325,827716,1,AATE020350,KI421895,1343205,1348555,AGAP001011,X,19351376,19355452
AALB006443,X,6351674,6355569,-1,,,,,,,,
AALB006516,X,5622189,5633399,1,AATE001768,KI421895,59099,71759,AGAP000237,X,4469805,4475405
AALB006516,X,5622189,5633399,1,AATE015698,KI421899,622213,622704,AGAP000237,X,4469805,4475405
AALB003287,X,10039682,10040647,1,AATE001431,KI421896,745673,747997,AGAP000822,X,15319510,15320904
AALB003335,X,10504064,10505362,-1,,,,,,,,
AALB006323,X,8047003,8049604,1,AATE017737,KI421898,1787910,1792450,AGAP000726,X,13162864,13169057
