"alb_id";"alb_chr";"alb_start";"alb_end";"alb_strand";"atr_id";"atr_chr";"atr_start";"atr_end";"atr_strand";"gam_id";"gam_chr";"gam_start";"gam_end";"gam_strand";"sin_id";"sin_chr";"sin_start";"sin_end";"sin_strand"
"AALB010667";"3R";119373379;119380666;-1;"AATE021154";"3L";170987186;170993495;1;"AGAP012048";"3L";224973707;224982779;1;"ASIC018295";"3L";76259652;76259702;1
"AALB001763";"2L";94020152;94034726;1;"AATE012471";"2R";20130426;20135737;1;"AGAP009317";"3R";166262169;166267409;-1;"ASIC006379";"2R";16566546;16566656;1
"AALB004974";"3L";154271290;154272205;-1;"AATE015415";"2L";83962439;83963635;-1;"AGAP005046";"2L";94464502;94465573;1;"ASIC019220";"2L";45314145;45314156;1
"AALB001863";"2L";92547661;92549334;1;"AATE021052";"2R";17517553;17519260;1;"AGAP009519";"3R";170195155;170198527;-1;"ASIC007210";"2R";14049962;14050177;1
"AALB002050";"2R";35576727;35577032;-1;"AATE002989";"3L";188185516;188189101;-1;"AGAP000852";"X";15728709;15731359;-1;"ASIC017837";"3L";81515419;81515691;1
"AALB005117";"3L";156354951;156356075;1;"AATE020689";"2L";73864805;73866503;-1;"AGAP007453";"2L";132318123;132319675;1;"ASIC019762";"2L";49532939;49537032;1
"AALB003761";"3R";102395722;102398398;-1;"AATE000034";"3L";169405560;169411202;1;"AGAP011933";"3L";223364317;223368255;-1;"ASIC018068";"3L";78046669;78048395;-1
"AALB001638";"2L";96793035;96794727;-1;"AATE007885";"2R";18468412;18469101;1;"AGAP009458";"3R";168833092;168833784;-1;"ASIC007340";"2R";14965730;14966416;1
"AALB004187";"3L";141788454;141795892;-1;"AATE002406";"2L";77255328;77257032;-1;"AGAP005101";"2L";95790118;95797361;-1;"ASIC012222";"2L";42976382;42976450;1
"AALB015651";"3R";109403196;109405723;1;"AATE007250";"3L";181271248;181277344;-1;"AGAP012292";"3L";227927998;227930515;1;"ASIC017824";"3L";80148449;80148660;1
"AALB000200";"2L";85842396;85843670;-1;"AATE012724";"2R";46590437;46605580;-1;"AGAP009983";"3R";182169486;182183261;-1;"ASIC008645";"2R";29376751;29377923;-1
"AALB010269";"3R";112804929;112808737;-1;"AATE008468";"3L";170605691;170611276;-1;"AGAP011812";"3L";221642721;221647408;1;"ASIC018346";"3L";75896681;75896756;-1
"AALB001001";"2L";72023497;72028006;-1;"AATE019839";"2R";26385314;26397317;1;"AGAP008384";"3R";145239552;145254966;1;"ASIC017572";"2R";25798578;25799067;1
"AALB005445";"3L";160223658;160228156;-1;"AATE000467";"2L";73288344;73301266;1;"AGAP007532";"2L";132917594;132923105;-1;"ASIC019847";"2L";49011163;49011219;1
"AALB003545";"2R";52699649;52701016;1;"AATE000719";"2L";89405495;89406878;-1;"AGAP004974";"2L";93110994;93112353;1;"ASIC016562";"2L";38012447;38012922;1
"AALB005130";"3L";156425730;156430466;1;"AATE005697";"2L";73783879;73791743;-1;"AGAP007472";"2L";132414980;132422502;1;"ASIC019772";"2L";49481714;49481818;-1
"AALB000324";"2L";83913219;83916865;-1;"AATE018397";"2R";51197378;51201069;1;"AGAP007981";"3R";138671629;138675296;-1;"ASIC013628";"2R";30936328;30936903;1
"AALB008799";"2R";63394344;63399020;1;"AATE000472";"2R";58631736;58637163;1;"AGAP010297";"3R";187634089;187637057;1;"ASIC013471";"2R";33414618;33414669;1
"AALB002183";"2R";33140926;33148848;1;"AATE002597";"3R";108916149;108925772;-1;"AGAP001979";"2R";37301932;37310962;-1;"ASIC004583";"3R";56931618;56932192;-1
"AALB005747";"3L";163886755;163887673;1;"AATE011868";"2L";72301233;72302416;-1;"AGAP007392";"2L";131956389;131957774;-1;"ASIC019702";"2L";49881032;49881115;1
"AALB009709";"2R";37949501;37950961;-1;"AATE012825";"3R";159389843;159393855;1;"AGAP004574";"2R";81972132;81973579;1;"ASIC021717";"3R";59774188;59774391;1
"AALB014578";"X";5984721;5989558;1;"AATE014453";"X";9675676;9678412;-1;"AGAP012187";"3L";226645017;226645795;-1;"ASIC006252";"X";8494309;8494500;1
"AALB006550";"X";5148577;5151989;-1;"AATE016566";"X";15537941;15542481;-1;"AGAP000312";"X";5489431;5491381;1;"ASIC017169";"X";10453749;10453895;1
"AALB007133";"2R";30475204;30494500;1;"AATE008360";"3R";153903766;153907644;-1;"AGAP002015";"2R";38191048;38210432;1;"ASIC004662";"3R";57684957;57685224;1
"AALB006678";"X";3484678;3486705;-1;"AATE005905";"X";13780070;13781765;1;"AGAP000850";"X";15720737;15722091;1;"ASIC016928";"X";10242786;10242866;-1
"AALB006844";"X";1409909;1415328;1;"AATE012158";"X";11734718;11738451;-1;"AGAP000795";"X";14461512;14527163;-1;"ASIC020486";"X";5674006;5674435;1
"AALB006093";"3L";168037623;168039327;1;"AATE016571";"2L";90872691;90874704;-1;"AGAP005778";"2L";106194052;106195892;-1;"ASIC018472";"2L";39892463;39892678;1
"AALB010495";"3R";116759109;116763218;-1;"AATE003563";"3L";189329313;189333317;-1;"AGAP012326";"3L";228405968;228412377;1;"ASIC018368";"3L";80774122;80778063;1
"AALB006465";"X";6124748;6128797;-1;"AATE005342";"X";2112632;2118014;-1;"AGAP000743";"X";13593848;13594674;1;"ASIC009532";"X";2446330;2446929;1
"AALB000748";"2L";76301577;76306515;-1;"AATE010155";"2R";50623756;50628909;-1;"AGAP007737";"3R";135169215;135173694;1;"ASIC017649";"2R";25120804;25120833;-1
"AALB006462";"X";6177086;6179397;1;"AATE005030";"X";10612868;10616540;-1;"AGAP000913";"X";17173441;17179958;1;"ASIC009466";"X";2928743;2928844;1
"AALB000458";"2L";81338143;81339100;-1;"AATE005640";"2R";25721807;25722721;-1;"AGAP008344";"3R";144527301;144528186;-1;"ASIC013554";"2R";30256752;30256767;-1
"AALB007661";"X";8959886;8962582;-1;"AATE001920";"X";9598109;9609869;1;"AGAP000121";"X";1966956;1969598;-1;"ASIC006261";"X";8580505;8582185;-1
"AALB004543";"3L";147641861;147645903;1;"AATE012653";"2L";72187944;72191973;1;"AGAP007368";"2L";131773787;131777729;-1;"ASIC019685";"2L";49981944;49982337;1
"AALB003697";"X";11847696;11854654;-1;"AATE017902";"X";73042;83595;-1;"AGAP000332";"X";5846884;5855444;-1;"ASIC004457";"X";4539781;4539840;1
"AALB000216";"2L";85654873;85665706;1;"AATE011522";"2R";37314009;37326603;-1;"AGAP028061";"3R";151020963;151028721;1;"ASIC006510";"2R";17451727;17451908;1
"AALB005977";"3L";166613750;166619874;1;"AATE008718";"2R";25933791;25935358;1;"AGAP008349";"3R";144740916;144742955;1;"ASIC013573";"2R";30484897;30485034;1
"AALB008812";"2R";21621062;21622324;1;"AATE018189";"3R";107679479;107681595;1;"AGAP001914";"2R";36280045;36281931;1;"ASIC008161";"3R";55929566;55929598;1
"AALB010735";"3R";120279904;120283447;-1;"AATE013091";"3L";174098772;174102563;-1;"AGAP010656";"3L";196192006;196214138;1;"ASIC014497";"3L";73082825;73082847;1
"AALB000761";"2L";76087690;76089822;-1;"AATE012641";"2R";36262613;36265099;-1;"AGAP008768";"3R";152383483;152385043;1;"ASIC006600";"2R";18401139;18401354;1
"AALB006189";"3L";169347414;169348391;1;"AATE009443";"2L";96198591;96199715;-1;"AGAP006737";"2L";123162164;123163126;1;"ASIC019127";"2L";43682022;43682180;1
"AALB010389";"3R";114753628;114755839;1;"AATE005131";"3L";186285074;186287376;-1;"AGAP010577";"3L";194580417;194582619;1;"ASIC017930";"3L";79296003;79296015;1
"AALB007279";"2R";28274418;28277209;-1;"AATE014381";"3R";150540702;150542163;-1;"AGAP004371";"2R";79620926;79622766;1;"ASIC021729";"3R";60679113;60679403;1
"AALB010052";"3R";109015511;109023864;1;"AATE015935";"3L";184501381;184507359;-1;"AGAP011491";"3L";213527674;213536161;-1;"ASIC015445";"3L";70418050;70418112;1
"AALB000203";"2L";85790675;85793707;1;"AATE020683";"2R";46528603;46532298;1;"AGAP009980";"3R";182108007;182111138;1;"ASIC008658";"2R";29313704;29313764;1
"AALB006010";"3L";167075693;167077194;1;"AATE018466";"2L";81991281;81993603;-1;"AGAP006770";"2L";123744886;123746420;-1;"ASIC019673";"2L";50078229;50078342;-1
"AALB007048";"3R";127852625;127856011;-1;"AATE003843";"3L";179384776;179394755;1;"AGAP011166";"3L";206304984;206309390;1;"ASIC004773";"3L";67994120;67994174;-1
"AALB006541";"X";5248986;5256523;-1;"AATE016084";"X";2283388;2306105;1;"AGAP000384";"X";7063083;7070395;-1;"ASIC009561";"X";2239196;2241022;-1
"AALB010045";"3R";108878470;108883455;1;"AATE003800";"3L";184670491;184671819;-1;"AGAP011502";"3L";213781274;213781795;-1;"ASIC008383";"3L";72294447;72295751;1
"AALB006837";"X";1551972;1553502;1;"AATE006828";"X";555061;567693;-1;"AGAP000868";"X";16164226;16179371;1;"ASIC004465";"X";4623180;4623983;-1
"AALB010482";"3R";116221116;116222237;1;"AATE000041";"3L";184466980;184469540;1;"AGAP012143";"3L";226158896;226160028;1;"ASIC019321";"3L";74882238;74883030;1
"AALB001141";"2L";69255679;69259267;-1;"AATE013412";"2R";20780795;20794182;1;"AGAP009898";"3R";179991341;179995066;1;"ASIC014591";"2R";20629928;20629981;-1
"AALB015813";"3L";160406187;160408823;1;"AATE019026";"2L";73108620;73111091;-1;"AGAP007544";"2L";133112464;133115006;1;"ASIC019864";"2L";48840039;48840592;-1
"AALB004924";"3L";153928205;153930475;1;"AATE004955";"2L";62742928;62745186;1;"AGAP005578";"2L";103023350;103025761;-1;"ASIC018832";"2L";46151082;46153337;1
"AALB000974";"2L";72744511;72751108;1;"AATE002266";"2R";31948162;31955288;-1;"AGAP008090";"3R";140340647;140347516;-1;"ASIC006929";"2R";31541206;31541272;1
"AALB005683";"3L";163082478;163087454;1;"AATE016911";"2L";77283115;77286538;1;"AGAP005926";"2L";109471127;109477098;-1;"ASIC012230";"2L";43005971;43006372;-1
"AALB015666";"2L";81936101;81939684;1;"AATE014629";"2R";19681436;19685029;1;"AGAP028142";"3R";166943231;166948071;-1;"ASIC006505";"2R";16120189;16120261;1
"AALB010758";"3R";120865089;120868046;1;"AATE017510";"3L";174764943;174768527;1;"AGAP028511";"3L";205118140;205123022;1;"ASIC014494";"3L";72426037;72426083;-1
"AALB001840";"2L";93062081;93068371;-1;"AATE017782";"2R";50495464;50508398;1;"AGAP008899";"3R";155574349;155586749;1;"ASIC017672";"2R";24973545;24973565;1
"AALB008795";"2R";63427187;63428683;1;"AATE006054";"2R";58679993;58681477;1;"AGAP010289";"3R";187231816;187233315;-1;"ASIC013467";"2R";33463499;33464983;1
"AALB006176";"3L";169192917;169202565;1;"AATE016705";"2L";95943718;95954526;1;"AGAP006750";"2L";123424697;123426831;-1;"ASIC019081";"2L";43954197;43954247;-1
"AALB002235";"2R";32011673;32012806;-1;"AATE009789";"3R";107207507;107208622;1;"AGAP001859";"2R";35759074;35761013;1;"ASIC008282";"3R";55469628;55470728;1
"AALB008806";"2R";21697629;21700230;1;"AATE020294";"3R";107756903;107759847;1;"AGAP001923";"2R";36358882;36361614;1;"ASIC008176";"3R";56004290;56004393;1
"AALB001092";"2L";70204127;70207550;1;"AATE018452";"2R";36722742;36726323;-1;"AGAP008745";"3R";151849020;151852056;1;"ASIC006565";"2R";18052867;18052887;1
"AALB001670";"2L";95852040;95853564;-1;"AATE007927";"2R";41027616;41029537;1;"AGAP009140";"3R";162406233;162407596;1;"ASIC015847";"2R";27536076;27536446;-1
"AALB001110";"2L";69692510;69694276;1;"AATE003377";"2R";37271048;37272840;1;"AGAP008725";"3R";151089512;151091385;-1;"ASIC006520";"2R";17499533;17499642;-1
"AALB007735";"X";9752852;9755689;-1;"AATE013780";"X";1629871;1633254;1;"AGAP000623";"X";11255093;11258226;-1;"ASIC016997";"X";11115870;11116010;-1
"AALB000080";"2L";88623271;88624549;-1;"AATE004672";"2R";35949903;35951975;-1;"AGAP008780";"3R";152763719;152772653;1;"ASIC006624";"2R";18668146;18668400;1
"AALB004786";"3L";151301109;151308544;-1;"AATE019734";"2L";76892628;76896435;-1;"AGAP005153";"2L";96272743;96276539;1;"ASIC012343";"2L";42616780;42617081;-1
"AALB006527";"X";5495717;5496942;-1;"AATE006100";"X";4594675;4596166;1;"AGAP000242";"X";4521866;4522934;1;"ASIC006352";"X";7801166;7801255;-1
"AALB009685";"2R";37536939;37545103;-1;"AATE017521";"3R";118013027;118017665;-1;"AGAP002603";"2R";48080657;48085177;1;"ASIC021866";"3R";61746909;61746948;-1
"AALB003205";"3L";138732711;138735090;-1;"AATE007979";"2L";83327444;83338754;-1;"AGAP005183";"2L";97519499;97521436;-1;"ASIC012205";"2L";41622623;41622628;1
"AALB007136";"2R";30460348;30461197;1;"AATE007978";"3R";153960072;153963370;-1;"AGAP002012";"2R";38152885;38176290;1;"ASIC004666";"3R";57669094;57669702;1
"AALB004909";"3L";153706474;153713126;1;"AATE016789";"2L";62446953;62449566;1;"AGAP006907";"2L";125528889;125531011;1;"ASIC018863";"2L";45898162;45898875;1
"AALB003303";"X";10155301;10160324;1;"AATE020045";"X";15307572;15310684;1;"AGAP000627";"X";11283576;11289116;1;"ASIC007665";"X";11714005;11714828;1
"AALB010317";"3R";113845067;113846829;-1;"AATE020054";"3L";168053104;168055798;-1;"AGAP011680";"3L";219406741;219409462;-1;"ASIC005054";"3L";64936093;64936134;-1
"AALB007535";"3R";134093763;134099415;1;"AATE011303";"2L";97594406;97598643;-1;"AGAP004685";"2L";86165866;86169919;-1;"ASIC017160";"X";11163562;11163768;-1
"AALB004171";"3L";141592472;141594262;-1;"AATE010662";"2L";77055013;77057624;-1;"AGAP005319";"2L";99702250;99704109;1;"ASIC012202";"2L";42781663;42781867;-1
"AALB014321";"3L";138973212;138976127;-1;"AATE015387";"2L";83621777;83624671;1;"AGAP005191";"2L";97824651;97827840;1;"ASIC018967";"2L";45624820;45627719;-1
"AALB004049";"3R";123217459;123223106;1;"AATE002012";"3L";175276344;175278292;-1;"AGAP012131";"3L";226074118;226079300;1;"ASIC019363";"3L";75220841;75220847;1
"AALB008117";"2R";44228192;44239525;1;"AATE019114";"3R";114906692;114920527;-1;"AGAP001748";"2R";33509681;33537424;-1;"ASIC012485";"3R";59031891;59031997;1
"AALB003121";"2R";49580736;49585878;-1;"AATE011430";"3R";137233190;137241400;1;"AGAP003821";"2R";68017965;68023204;1;"ASIC002276";"3R";58740396;58740461;1
"AALB010137";"3R";110710072;110712701;-1;"AATE005189";"3L";171731092;171736471;1;"AGAP012059";"3L";225299026;225301119;-1;"ASIC018272";"3L";76533758;76533882;-1
"AALB008533";"2R";60974304;60978402;1;"AATE015608";"3R";138472640;138483833;-1;"AGAP004311";"2R";78625625;78630982;1;"ASIC014061";"3R";58342708;58342734;1
"AALB010308";"3R";113816215;113818519;1;"AATE011167";"3L";168006007;168026622;-1;"AGAP028528";"3L";219370024;219372186;-1;"ASIC005044";"3L";64899762;64900554;1
"AALB004829";"3L";152075499;152081976;-1;"AATE017517";"2L";71599021;71607961;1;"AGAP006642";"2L";121202443;121210721;1;"ASIC019754";"2L";52501315;52501423;1
"AALB000214";"2L";85673990;85674478;1;"AATE009835";"2R";37301369;37301857;-1;"AGAP008719";"3R";151040108;151041135;1;"ASIC006512";"2R";17470034;17470522;1
"AALB000994";"2L";72132845;72134289;-1;"AATE002312";"2R";26280309;26281782;1;"AGAP008376";"3R";145133841;145135250;1;"ASIC017583";"2R";25685426;25685446;1
"AALB003897";"3R";130428916;130432167;-1;"AATE004876";"3L";197543300;197548830;-1;"AGAP010396";"3L";190812424;190816589;-1;"ASIC013906";"3L";63013908;63014681;-1
"AALB008494";"3R";125455126;125455528;1;"AATE002306";"3L";173831122;173837654;-1;"AGAP011711";"3L";220006164;220006961;1;"ASIC014518";"3L";73272566;73273167;1
"AALB007750";"X";11160345;11163942;1;"AATE003730";"X";11096203;11101685;-1;"AGAP000056";"X";900563;904069;-1;"ASIC020338";"X";6303256;6303398;1
"AALB008837";"2R";21429179;21431367;-1;"AATE013337";"3R";107469768;107472139;-1;"AGAP001879";"2R";36052561;36054858;-1;"ASIC008314";"3R";55729831;55729848;-1
"AALB001972";"2L";90852499;90855175;1;"AATE008282";"2R";50559403;50560155;1;"AGAP007746";"3R";135230995;135231753;-1;"ASIC017662";"2R";25042166;25042921;1
"AALB002701";"2R";22345323;22347494;-1;"AATE013867";"3R";108407111;108410169;-1;"AGAP001958";"2R";37090921;37094622;-1;"ASIC008232";"3R";56638093;56638243;-1
"AALB000096";"2L";88310337;88312297;-1;"AATE000943";"2R";28887750;28902263;1;"AGAP009745";"3R";177129245;177131387;-1;"ASIC022101";"2R";23617203;23617327;1
"AALB000903";"2L";74041331;74042011;-1;"AATE019210";"2R";47240649;47246896;-1;"AGAP008649";"3R";149050464;149051228;1;"ASIC008513";"2R";30058755;30058902;-1
"AALB009743";"X";12065824;12067992;-1;"AATE008607";"X";521118;533907;1;"AGAP000932";"X";17601862;17614708;-1;"ASIC004412";"X";3952818;3953486;-1
"AALB006453";"X";6245668;6248298;1;"AATE019006";"X";7798639;7802531;1;"AGAP000626";"X";11272364;11278512;-1;"ASIC005224";"X";593509;593575;1
"AALB006623";"X";4299898;4302934;-1;"AATE011791";"X";11617049;11619481;1;"AGAP000081";"X";1418615;1421698;1;"ASIC005153";"X";65010;65570;-1
"AALB000711";"2L";76802308;76803358;1;"AATE006271";"2R";52134542;52141865;1;"AGAP008513";"3R";146572653;146574689;-1;"ASIC006912";"2R";33124833;33124886;-1
"AALB004041";"3R";123264958;123266300;-1;"AATE000606";"3L";175227239;175228532;1;"AGAP012135";"3L";226113163;226114359;-1;"ASIC019372";"3L";75270486;75270657;-1
"AALB010675";"3R";119441360;119442244;1;"AATE016174";"3L";170923310;170924280;-1;"AGAP011752";"3L";221040527;221041502;1;"ASIC018305";"3L";76196758;76197627;-1
"AALB002031";"2L";90147610;90148524;1;"AATE019219";"2R";31644162;31646031;1;"AGAP008067";"3R";140030358;140031035;1;"ASIC006942";"2R";31895189;31895992;-1
"AALB005976";"3L";166503337;166510864;-1;"AATE010338";"2L";73981681;74003883;-1;"AGAP007416";"2L";132133525;132190567;1;"ASIC019730";"2L";49689676;49689894;-1
"AALB008767";"2R";57457002;57458456;1;"AATE001146";"3R";150422814;150425166;-1;"AGAP004376";"2R";79752201;79753854;1;"ASIC021744";"3R";60788504;60789220;1
"AALB010004";"3R";108089201;108090873;-1;"AATE012694";"3L";168763937;168766260;-1;"AGAP004739";"2L";88648398;88650622;1;"ASIC017978";"3L";78694198;78694207;1
"AALB010285";"3R";113167509;113169095;1;"AATE018571";"3L";170232078;170233580;-1;"AGAP028596";"3L";222175607;222177335;1;"ASIC018171";"3L";77235693;77237183;1
"AALB006595";"X";4572213;4576071;-1;"AATE014147";"X";10618121;10622391;-1;"AGAP000912";"X";17165876;17169527;1;"ASIC009468";"X";2922190;2922310;1
"AALB014398";"3R";123253363;123254400;1;"AATE002247";"3L";175237391;175238401;-1;"AGAP028749";"3L";226103888;226104682;1;"ASIC019369";"3L";75258011;75259009;1
"AALB002694";"2R";22421834;22425461;1;"AATE015804";"3R";108496299;108498984;1;"AGAP001337";"2R";27563083;27565733;1;"ASIC008243";"3R";56716559;56716726;1
"AALB006170";"3L";169081041;169085396;1;"AATE003586";"2L";95781386;95784187;1;"AGAP006761";"2L";123596489;123598835;-1;"ASIC019060";"2L";44127106;44127226;-1
"AALB006708";"X";3234281;3235582;-1;"AATE017124";"X";3683777;3684744;-1;"AGAP000109";"X";1792391;1793512;-1;"ASIC017006";"X";9622912;9622923;-1
"AALB008182";"2R";43177072;43177939;-1;"AATE014100";"3R";153782457;153784115;1;"AGAP003598";"2R";64656946;64658655;1;"ASIC004641";"3R";57807274;57807691;-1
"AALB010746";"3R";120538189;120542193;-1;"AATE016827";"3L";174384729;174399819;-1;"AGAP011095";"3L";204778664;204789095;-1;"ASIC014475";"3L";72786983;72788183;1
"AALB002175";"2R";33190378;33192964;-1;"AATE011712";"3R";108872965;108875364;1;"AGAP001972";"2R";37253989;37255990;1;"ASIC004592";"3R";56890824;56890844;1
"AALB004675";"3L";149572203;149575381;-1;"AATE019723";"2L";64995080;64997607;-1;"AGAP006228";"2L";114220720;114223035;1;"ASIC018908";"2L";48384104;48384175;-1
"AALB004663";"3L";149508555;149511644;-1;"AATE010232";"2L";64905463;64908835;-1;"AGAP005640";"2L";103793659;103796953;1;"ASIC018924";"2L";48304079;48304176;-1
"AALB001865";"2L";92515771;92521059;1;"AATE004364";"2R";17490910;17496027;1;"AGAP009521";"3R";170231296;170232282;-1;"ASIC007208";"2R";14020565;14025754;1
"AALB000461";"2L";81255981;81259139;1;"AATE003185";"2R";25623170;25625706;1;"AGAP008340";"3R";144436084;144438423;1;"ASIC013517";"2R";30159903;30160163;1
"AALB004452";"3L";145934782;145943933;1;"AATE000281";"2L";77414224;77419926;-1;"AGAP005917";"2L";109324254;109329998;1;"ASIC012247";"2L";43162557;43162658;-1
"AALB001380";"2L";100629794;100632216;1;"AATE009898";"2R";16210134;16213760;-1;"AGAP007895";"3R";137583467;137586192;1;"ASIC007172";"2R";12768723;12768787;-1
"AALB001115";"2L";69621053;69621900;1;"AATE020423";"2R";37195060;37196185;1;"AGAP008730";"3R";151187172;151188263;-1;"ASIC006531";"2R";17578290;17578357;-1
"AALB001580";"2L";97879120;97883589;-1;"AATE009175";"2R";19881425;19884346;-1;"AGAP013753";"3R";166606573;166609010;1;"ASIC006728";"2R";16320852;16321093;-1
"AALB010484";"3R";116224894;116231319;1;"AATE016597";"3L";184470937;184478658;1;"AGAP012146";"3L";226165123;226171087;1;"ASIC019323";"3L";74886735;74886946;1
"AALB006742";"X";2809609;2812002;-1;"AATE019925";"X";14664521;14666439;-1;"AGAP000758";"X";13767757;13769567;-1;"ASIC007607";"X";12587728;12588538;1
"AALB009337";"2R";14668351;14679707;1;"AATE015089";"3R";103935593;103952649;-1;"AGAP001238";"2R";26033837;26069429;1;"ASIC011527";"3R";53118493;53118567;1
"AALB004985";"3L";154377733;154386596;1;"AATE016780";"2L";69735817;69748343;-1;"AGAP004923";"2L";91759564;91776428;-1;"ASIC016033";"2L";36477345;36477725;1
"AALB001359";"2L";100801590;100816840;-1;"AATE020983";"2R";16769007;16777647;-1;"AGAP007873";"3R";137425832;137433630;1;"ASIC007460";"2R";13317020;13317233;-1
"AALB005297";"3L";158636795;158637166;-1;"AATE010835";"2L";82624439;82625312;-1;"AGAP028658";"2L";124452700;124453255;-1;"ASIC019603";"2L";50651308;50651386;-1
"AALB015540";"3R";102324186;102325130;-1;"AATE006335";"3L";169515591;169516697;1;"AGAP011918";"3L";223241946;223242931;-1;"ASIC018088";"3L";77956658;77956712;-1
"AALB000661";"2L";77671968;77682138;-1;"AATE014793";"2R";40594958;40607147;-1;"AGAP008989";"3R";157781795;157793743;1;"ASIC015774";"2R";27078191;27078266;-1
"AALB006870";"X";1168463;1171239;-1;"AATE003727";"X";12734031;12742922;-1;"AGAP010182";"3R";184978904;184980800;1;"ASIC020396";"X";6778796;6778902;1
"AALB001446";"2L";99817101;99853315;1;"AATE021204";"2R";27553355;27555147;1;"AGAP009942";"3R";180782843;180784351;-1;"ASIC017324";"2R";22117491;22117631;1
"AALB001836";"2L";93095579;93096814;1;"AATE010638";"3L";174999421;175000674;-1;"AGAP000270";"X";4983467;4985283;1;"ASIC019397";"3L";75487802;75489079;1
"AALB001392";"2L";100558595;100560693;1;"AATE013423";"2R";16278510;16280962;-1;"AGAP007941";"3R";138248094;138250438;1;"ASIC007316";"2R";12826813;12826908;-1
"AALB001886";"2L";92271185;92279629;1;"AATE008509";"2R";54232816;54248575;1;"AGAP008993";"3R";157819676;157836853;-1;"ASIC017172";"2R";21333572;21333618;1
"AALB002911";"2R";63071964;63083110;1;"AATE005094";"3R";161329609;161340137;1;"AGAP004670";"2R";85101423;85130383;-1;"ASIC010880";"3R";62703754;62703942;1
"AALB001140";"2L";69292503;69294408;1;"AATE005987";"2R";20757542;20759568;-1;"AGAP009896";"3R";179936155;179938345;-1;"ASIC014589";"2R";20651134;20651192;1
"AALB009360";"2R";14525782;14536112;-1;"AATE017068";"3R";104110856;104119133;1;"AGAP001215";"2R";25862545;25867426;-1;"ASIC011568";"3R";52976773;52976919;-1
"AALB002972";"2R";46767834;46770673;1;"AATE010861";"3R";159257566;159260559;-1;"AGAP004557";"2R";81843547;81846521;-1;"ASIC021871";"3R";61761122;61763971;1
"AALB000642";"2L";77953746;77957930;-1;"AATE002539";"2R";40923204;40925019;-1;"AGAP009146";"3R";162524568;162525776;1;"ASIC015862";"2R";27415893;27416328;-1
"AALB006047";"3L";167521417;167522422;1;"AATE008151";"2L";81440840;81441765;-1;"AGAP005409";"2L";100882510;100883325;-1;"ASIC016329";"2L";34192675;34192917;-1
"AALB000657";"2L";77727246;77727708;1;"AATE012288";"2R";40665106;40666138;1;"AGAP028000";"3R";157714151;157715889;-1;"ASIC015767";"2R";27141573;27141722;1
"AALB005288";"3L";158550396;158553829;1;"AATE001867";"2L";82533997;82534932;1;"AGAP006806";"2L";124350497;124351848;1;"ASIC019619";"2L";50565445;50566257;-1
"AALB001653";"2L";96516431;96519238;-1;"AATE018531";"2R";18721740;18724614;1;"AGAP009438";"3R";168508626;168511429;-1;"ASIC007356";"2R";15226251;15226356;1
"AALB006916";"X";485791;488527;1;"AATE012122";"X";1514581;1519283;-1;"AGAP000476";"X";8271710;8275858;-1;"ASIC017092";"X";10967789;10967868;-1
"AALB007359";"3R";130153261;130153856;1;"AATE003208";"3L";197254279;197255178;1;"AGAP010322";"3L";188784394;188785311;-1;"ASIC013918";"3L";63284357;63284452;-1
"AALB010375";"3R";114648774;114650851;1;"AATE003799";"3L";170319799;170328687;1;"AGAP011840";"3L";222043613;222045468;-1;"ASIC018183";"3L";77145222;77145328;-1
"AALB004060";"3R";123106169;123106983;1;"AATE010968";"3L";175401288;175402342;-1;"AGAP012122";"3L";225954441;225955502;1;"ASIC019354";"3L";75091286;75091396;1
"AALB006789";"X";2019216;2019997;1;"AATE016888";"2R";27698466;27699280;-1;"AGAP009822";"3R";178823146;178823976;1;"ASIC017180";"2R";22261102;22261392;-1
"AALB009374";"2R";14322651;14324613;1;"AATE012080";"3R";104304199;104306245;-1;"AGAP001202";"2R";25657240;25659239;1;"ASIC011385";"3R";53949972;53950150;-1
"AALB006436";"X";6381899;6387015;-1;"AATE015705";"X";15671129;15677521;-1;"AGAP000834";"X";15414172;15423553;1;"ASIC007653";"X";11622789;11623061;-1
"AALB001589";"2L";97772510;97773378;1;"AATE003722";"2R";46891552;46894609;1;"AGAP010000";"3R";182458869;182459771;1;"ASIC008610";"2R";29686335;29686398;1
"AALB004506";"3L";147288396;147293764;-1;"AATE015865";"2L";71796360;71816088;-1;"AGAP028466";"2L";131422584;131465139;-1;"ASIC019532";"2L";52721588;52722385;-1
"AALB005165";"3L";156774306;156775507;-1;"AATE002321";"2L";73410935;73412403;1;"AGAP007519";"2L";132800644;132801952;-1;"ASIC019834";"2L";49127237;49127378;1
"AALB001974";"2L";90833579;90839743;-1;"AATE017632";"2R";50541829;50544975;-1;"AGAP007749";"3R";135244687;135247500;1;"ASIC017668";"2R";25014735;25016957;-1
"AALB008840";"2R";21382268;21386108;-1;"AATE004613";"3R";107421538;107428341;-1;"AGAP001874";"2R";36003535;36032318;-1;"ASIC008308";"3R";55685524;55685568;-1
"AALB003725";"3R";102046644;102050216;1;"AATE003584";"3L";169842894;169843969;-1;"AGAP011885";"3L";222742724;222743784;1;"ASIC018136";"3L";77618992;77619049;1
"AALB010837";"3R";122057526;122059409;1;"AATE005116";"3L";170646286;170651323;-1;"AGAP011809";"3L";221584575;221585398;1;"ASIC018340";"3L";75935023;75935380;-1
