"X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"AALB003205","3L","2144381","2146760","-1","AATE007979","KI421905","114885","126195","-1","AGAP005183","2L","11847212","11849149","-1","ASIS021991","KI916286","682717","684795","-1"
"AALB005814","3L","27988133","27989712","1","AATE013232","KI421886","7604798","7606524","-1","AGAP005858","2L","22634962","22635971","-1","ASIS017440","KI916227","71998","73665","1"
"AALB000394","2L","18791187","18792561","-1","AATE009505","KI421889","8025749","8027170","1","AGAP007793","3R","1055265","1056822","-1","ASIS011848","KI916276","284940","286302","1"
"AALB007136","2R","18267516","18268365","1","AATE007978","KI421897","3014782","3018080","1","AGAP002012","2R","13898544","13921949","1","ASIS009318","KI916183","3886933","3896514","1"
"AALB004909","3L","17118144","17124796","1","AATE016789","KI421884","1003901","1006514","1","AGAP006907","2L","39856602","39858724","1","ASIS007496","KI916204","1412846","1415561","1"
"AALB008648","2R","46880007","46888566","-1","AATE015308","KI421883","13084599","13101542","-1","AGAP001632","2R","7049726","7056168","-1","ASIS017392","KI916324","213926","230249","1"
"AALB003303","X","10155301","10160324","1","AATE020045","KI421920","44593","47705","1","AGAP000627","X","11283576","11289116","1","ASIS007289","KI916223","993659","1000363","-1"
"AALB008610","2R","47664754","47666512","-1","AATE005368","KI421915","213346","222937","1","AGAP002293","2R","18673964","18683569","1","ASIS019022","KI916556","92847","96625","-1"
"AALB010317","3R","11913476","11915238","-1","AATE020054","KI421887","6487626","6490320","-1","AGAP011680","3L","31292974","31295695","-1","ASIS010884","KI916186","2795014","2798892","1"
"AALB007264","2R","16264606","16273336","1","AATE015609","KI421883","12402770","12414776","1","AGAP003966","2R","47194520","47210866","1","ASIS017917","AXCK02023070","3744","4562","1"
"AALB007535","3R","32162172","32167824","1","AATE011303","KI421894","60193","64430","-1","AGAP004685","2L","493579","497632","-1","ASIS023646","KI916386","272336","276441","-1"
"AALB003827","3R","1250096","1252086","1","AATE020175","KI421887","5918845","5920630","-1","AGAP028628","3L","30454572","30456283","-1","ASIS011475","KI916403","181126","182829","-1"
"AALB004171","3L","5004142","5005932","-1","AATE010662","KI421891","6154935","6157546","1","AGAP005319","2L","14029963","14031822","1","ASIS008898","KI916187","2431527","2433976","1"
"AALB006294","X","8409164","8410086","1","AATE017741","KI421896","1960425","1963110","1","AGAP000882","X","16708579","16711009","-1","ASIS008387","KI916626","135554","137505","-1"
"AALB007435","3R","27012304","27017367","-1","AATE002662","KI421893","7773400","7780403","1","AGAP011532","3L","26875745","26881812","-1","ASIS010413","KI916369","195831","202217","1"
"AALB006130","3L","31867495","31879148","-1","AATE020169","KI421886","9144383","9149317","-1","AGAP006176","2L","27658681","27741819","-1","ASIS019845","KI916197","1010455","1015434","1"
"AALB014321","3L","2384882","2387797","-1","AATE015387","KI421905","409218","412112","1","AGAP005191","2L","12152364","12155553","1","ASIS014486","KI916197","1697936","1700839","-1"
"AALB005777","3L","27558158","27564484","-1","AATE011519","KI421884","6108094","6126856","-1","AGAP005976","2L","24386917","24403506","1","ASIS015482","KI916380","338622","356184","-1"
"AALB004049","3R","21285868","21291515","1","AATE002012","KI421893","4849947","4851895","1","AGAP012131","3L","37960351","37965533","1","ASIS003805","KI916195","517925","519448","1"
"AALB000400","2L","18579522","18590909","-1","AATE007352","KI421882","3398723","3410848","1","AGAP028011","3R","12490174","12492813","1","ASIS005662","KI916574","87654","90159","-1"
"AALB008311","2R","29011530","29020160","1","AATE001776","KI421908","1065102","1070478","-1","AGAP004625","2R","58631175","58634268","1","ASIS010338","KI916199","1191914","1196899","-1"
"AALB015797","2R","49547634","49548787","-1","AATE006284","KI421897","727791","728785","1","AGAP003470","2R","38061429","38062320","1","ASIS004115","KI916213","1166018","1167165","1"
"AALB008117","2R","32035360","32046693","1","AATE019114","KI421906","804323","818158","-1","AGAP001748","2R","9255340","9283083","-1","ASIS012050","KI916442","164773","178506","1"
"AALB001320","2L","37412683","37419794","1","AATE010874","KI421890","5923660","5928898","1","AGAP009655","3R","37629060","37653347","1","ASIS022517","KI916753","70986","78391","-1"
"AALB001545","2L","34612962","34613363","-1","AATE002417","KI421882","11376745","11381110","1","AGAP008303","3R","8749123","8752556","-1","ASIS002405","KI916200","815154","819697","-1"
"AALB002770","2R","44781974","44783873","1","AATE017866","KI421892","6305812","6307239","-1","AGAP003704","2R","42201527","42203264","-1","ASIS001205","KI916271","10064","11491","1"
"AALB010593","3R","16276118","16278570","-1","AATE005963","KI421887","1008520","1010515","-1","AGAP011244","3L","19980168","19981896","-1","ASIS015330","KI916186","52461","54451","-1"
"AALB003121","2R","37387904","37393046","-1","AATE011430","KI421892","4592899","4601109","1","AGAP003821","2R","43763624","43768863","1","ASIS013297","KI916219","478198","485550","1"
"AALB006953","3R","24176446","24177942","1","AATE014389","KI421909","568565","570349","1","AGAP010460","3L","3928816","3930102","-1","ASIS021053","KI916287","60701","61931","1"
"AALB005586","3L","25159755","25160809","1","AATE002028","KI421886","1360038","1361454","1","AGAP006625","2L","34771313","34772647","-1","ASIS015181","KI916221","619456","620865","-1"
"AALB015646","2R","36157104","36158735","1","AATE006747","KI421897","2117356","2119101","-1","AGAP003099","2R","32428647","32430319","-1","ASIS020121","KI916234","40463","42048","1"
"AALB009495","2R","666808","679685","1","AATE016929","KI421883","9681523","9699516","1","AGAP003282","2R","34856256","34870976","1","ASIS002471","KI917853","9168","10114","1"
"AALB008368","2R","28365046","28367799","1","AATE020068","KI421883","1026977","1029934","-1","AGAP002638","2R","24844985","24847793","1","ASIS002430","KI916191","1095322","1100162","1"
"AALB010137","3R","8778481","8781110","-1","AATE005189","KI421887","10165614","10170993","1","AGAP012059","3L","37185259","37187352","-1","ASIS018757","KI916413","309536","311183","1"
"AALB008533","2R","48781472","48785570","1","AATE015608","KI421892","5832349","5843542","-1","AGAP004311","2R","54371284","54376641","1","ASIS017769","KI916271","565630","567709","1"
"AALB010308","3R","11884624","11886928","1","AATE011167","KI421887","6440529","6461144","-1","AGAP028528","3L","31256257","31258419","-1","ASIS006929","KI916186","2831714","2834056","1"
"AALB008396","2R","27557004","27558044","-1","AATE014035","KI421885","4785617","4786689","1","AGAP004225","2R","52184757","52187537","1","ASIS008808","KI916185","1079957","1081024","1"
"AALB010863","KB672440","9246","11095","-1","AATE017349","KI421892","2809601","2813209","1","AGAP001492","2R","5560313","5563158","1","ASIS018746","KI916442","9360","12177","1"
"AALB008716","2R","46050635","46058675","-1","AATE002553","KI421883","4122457","4136627","1","AGAP003886","2R","45542142","45551123","-1","ASIS020026","KI916600","148897","156880","-1"
"AALB004829","3L","15487169","15493646","-1","AATE017517","KI421884","10155969","10164909","1","AGAP006642","2L","35530156","35538434","1","ASIS003438","KI916192","276839","285098","-1"
"AALB003016","2R","35372619","35373296","-1","AATE004935","KI421888","7532791","7533471","1","AGAP003729","2R","42630844","42631783","-1","ASIS013013","KI916375","41003","41680","1"
"AALB000566","2L","15402128","15407480","1","AATE009767","KI421890","1790185","1795703","-1","AGAP009666","3R","38019201","38033519","1","ASIS019809","KI916189","208853","216567","1"
"AALB005798","3L","27899205","27901027","1","AATE001666","KI421884","6486907","6490206","1","AGAP005949","2L","23989002","23994886","-1","ASIS002017","KI916661","35872","41325","1"
"AALB015804","2R","38625270","38627585","1","AATE014676","KI421897","1066447","1070442","1","AGAP003482","2R","38512865","38514640","1","ASIS015071","KI916234","1067166","1069322","-1"
"AALB000214","2L","21717978","21718466","1","AATE009835","KI421890","8234173","8234661","1","AGAP008719","3R","16020369","16021396","1","ASIS021110","KI916358","139381","141634","1"
"AALB009595","2R","24273545","24274273","-1","AATE015824","KI421883","3874604","3875848","-1","AGAP028467","2R","3247692","3248637","-1","ASIS011491","KI916331","258270","258925","-1"
"AALB000994","2L","8176833","8178277","-1","AATE002312","KI421882","10047554","10049027","-1","AGAP008376","3R","10114102","10115511","1","ASIS009743","KI916392","211647","213021","1"
"AALB003897","3R","28497325","28500576","-1","AATE004876","KI421909","821125","826655","1","AGAP010396","3L","2698657","2702822","-1","ASIS013128","KI916287","466699","472877","1"
"AALB001499","2L","35130457","35134116","1","AATE004087","KI421890","5532038","5558658","1","AGAP008127","3R","5949028","5953023","-1","ASIS020770","KI916315","206815","232264","-1"
"AALB008494","3R","23523535","23523937","1","AATE002306","KI421893","6290585","6297117","1","AGAP011711","3L","31892397","31893194","1","ASIS022478","KI916195","1936419","1937995","1"
"AALB008955","2R","7589011","7590867","1","AATE013380","KI421906","1550011","1551461","-1","AGAP002726","2R","26282085","26283004","1","ASIS020976","KI916973","3224","3989","1"
"AALB007750","X","11160345","11163942","1","AATE003730","KI421907","135302","140784","1","AGAP000056","X","900563","904069","-1","ASIS013948","KI916285","141797","144064","1"
"AALB008837","2R","9236347","9238535","-1","AATE013337","KI421888","4272749","4275120","-1","AGAP001879","2R","11798220","11800517","-1","ASIS001393","KI916183","1697129","1699454","-1"
"AALB001972","2L","26896487","26899163","1","AATE008282","KI421889","5956445","5957197","-1","AGAP007746","3R","211256","212014","-1","ASIS012821","KI916258","659321","660076","-1"
"AALB002480","2R","13648101","13652135","1","AATE003652","KI421906","997343","1002214","1","AGAP003753","2R","42938809","42952684","-1","ASIS015853","AXCK02025013","14","2381","-1"
"AALB000910","2L","9924951","9947525","1","AATE005150","KI421889","1193616","1220744","-1","AGAP008656","3R","14277282","14311211","-1","ASIS017352","KI916472","40","28716","-1"
"AALB007237","2R","16734219","16736059","-1","AATE013206","KI421892","6160054","6170451","-1","AGAP002947","2R","30007174","30017368","-1","ASIS004118","KI916271","157206","167156","1"
"AALB002701","2R","10152491","10154662","-1","AATE013867","KI421888","5210092","5213150","-1","AGAP001958","2R","12836580","12840281","-1","ASIS014241","KI916183","2623824","2627167","-1"
"AALB009147","2R","4871350","4879235","-1","AATE003138","KI421888","8304390","8321788","1","AGAP001532","2R","5890138","5912438","-1","ASIS001757","KI916375","262979","274125","1"
"AALB000096","2L","24354325","24356285","-1","AATE000943","KI421882","7427073","7441586","-1","AGAP009745","3R","42109506","42111648","-1","ASIS008698","KI916188","2601490","2605496","-1"
"AALB000903","2L","10085319","10085999","-1","AATE019210","KI421889","9269704","9275951","1","AGAP008649","3R","14030725","14031489","1","ASIS007386","KI916460","357791","358849","1"
"AALB006016","3L","30562303","30565815","-1","AATE006168","KI421891","1316408","1320696","-1","AGAP006088","2L","26350127","26354319","-1","ASIS005165","KI916227","909600","913561","1"
"AALB005413","3L","23368411","23374507","-1","AATE003458","KI421884","11277411","11282737","1","AGAP007687","2L","49059328","49066857","1","ASIS008999","KI916184","1281086","1286086","1"
"AALB002002","2L","26573349","26574481","-1","AATE019896","KI421882","14280825","14281946","1","AGAP009866","3R","44587157","44588197","-1","ASIS011223","KI916447","344539","345696","1"
"AALB009743","X","12065824","12067992","-1","AATE008607","KI421896","521118","533907","1","AGAP000932","X","17601862","17614708","-1","ASIS022976","KI916316","401224","421452","-1"
"AALB003147","2R","37661950","37662560","-1","AATE008992","KI421892","4282122","4284422","1","AGAP003795","2R","43385943","43387042","1","ASIS013304","KI916219","160444","162744","1"
"AALB008159","2R","31275390","31277360","1","AATE017196","KI421888","7955636","7957917","1","AGAP003902","2R","45766001","45768072","-1","ASIS007901","KI916335","533743","535953","1"
"AALB006453","X","6245668","6248298","1","AATE019006","KI421895","3302724","3306616","1","AGAP000626","X","11272364","11278512","-1","ASIS018602","KI916368","320526","325923","1"
"AALB006623","X","4299898","4302934","-1","AATE011791","KI421898","3643498","3645930","-1","AGAP000081","X","1418615","1421698","1","ASIS015246","KI916663","57493","60955","1"
"AALB010113","3R","8324155","8326286","-1","AATE014792","KI421887","4172275","4174637","-1","AGAP011553","3L","27233577","27236181","1","ASIS004380","KI916547","257446","258081","1"
"AALB007539","3R","32150547","32152885","1","AATE000153","KI422199","6360","8644","1","AGAP012610","UNKN","19885350","19885731","1","ASIS014568","KI916588","48948","53613","1"
"AALB009470","2R","1014283","1016551","-1","AATE015369","KI421883","10143525","10146045","-1","AGAP004464","2R","56715179","56717620","1","ASIS008835","KI916927","477","2986","1"
"AALB008725","2R","45848387","45849373","-1","AATE007607","AXCP01007734","20058","21044","-1","AGAP003183","2R","33617824","33618950","-1","ASIS021890","KI916219","708775","709755","1"
"AALB001459","2L","35660386","35668620","1","AATE019780","KI421890","6638094","6653535","-1","AGAP028086","3R","30670296","30670934","-1","ASIS013129","AXCK02030853","347","982","-1"
"AALB000711","2L","12846296","12847346","1","AATE006271","KI421889","4374735","4382058","-1","AGAP008513","3R","11552914","11554950","-1","ASIS005992","KI916214","507340","510024","-1"
"AALB009459","2R","1058613","1066206","-1","AATE011281","KI421883","10194736","10206692","-1","AGAP004179","2R","51252318","51309178","-1","ASIS022201","KI916205","1070970","1076057","-1"
"AALB000382","2L","18980243","18987546","1","AATE008250","KI421882","8588188","8590246","-1","AGAP009812","3R","43758110","43761176","1","ASIS005044","KI916355","468388","471099","-1"
"AALB000407","2L","18427991","18433836","1","AATE001922","KI421882","3569770","3575851","-1","AGAP008557","3R","12704151","12711704","-1","ASIS008320","KI916354","53712","58962","1"
"AALB003526","2R","40920985","40930652","1","AATE000378","KI421908","1464751","1472748","-1","AGAP004595","2R","58230212","58238127","1","ASIS006586","KI916199","1547872","1556374","-1"
"AALB004041","3R","21333367","21334709","-1","AATE000606","KI421893","4899707","4901000","-1","AGAP012135","3L","37999396","38000592","-1","ASIS020545","KI916195","576919","578213","-1"
"AALB007210","2R","17090246","17094441","-1","AATE015020","KI421897","1298281","1302427","1","AGAP003503","2R","38752056","38756298","1","ASIS015806","KI916234","883481","887382","-1"
"AALB006723","X","3007990","3010952","1","AATE003407","KI421895","2912594","2930186","-1","AGAP013126","X","20358718","20359218","1","ASIS010031","KI916394","182968","193733","-1"
"AALB010675","3R","17509769","17510653","1","AATE016174","KI421887","9357832","9358802","-1","AGAP011752","3L","32926760","32927735","1","ASIS018529","KI916393","233751","234620","-1"
"AALB002031","2L","26191598","26192512","1","AATE019219","KI421882","4683305","4685174","-1","AGAP008067","3R","5010619","5011296","1","ASIS012396","KI916319","315384","319593","1"
"AALB005803","3L","27921761","27929832","1","AATE013761","KI421886","7677530","7686125","-1","AGAP005783","2L","20572014","20578767","1","ASIS003225","KI916260","877445","896413","1"
"AALB005976","3L","29915007","29922534","-1","AATE010338","KI421884","12538629","12560831","-1","AGAP007416","2L","46461238","46518280","1","ASIS000247","KI916184","2512783","2533800","-1"
"AALB008913","2R","7967865","7971585","-1","AATE020936","KI421914","496101","500251","1","AGAP003389","2R","37229835","37233259","-1","ASIS013083","KI916310","67504","71858","-1"
"AALB002259","2R","19514854","19516712","1","AATE003300","KI421888","7050532","7053024","1","AGAP002425","2R","21205238","21207556","1","ASIS023276","KI916479","36456","38761","1"
"AALB008431","2R","27016850","27017824","1","AATE016365","KI421885","6042266","6044589","-1","AGAP002962","2R","30137446","30139430","-1","ASIS005318","KI916185","2484830","2486351","-1"
"AALB008767","2R","45264170","45265624","1","AATE001146","KI421885","10187593","10189945","-1","AGAP004376","2R","55497860","55499513","1","ASIS012235","KI916215","1011773","1014226","-1"
"AALB010074","3R","7431886","7443509","-1","AATE018455","KI421929","92318","105731","1","AGAP012274","3L","39669958","39681570","1","ASIS012680","KI916494","136947","141191","1"
"AALB007788","X","10644594","10647053","-1","AATE008089","KI421895","2932466","2934880","1","AGAP001050","X","20944180","20955989","-1","ASIS019454","KI916394","196741","199155","1"
"AALB005641","3L","25895402","25896271","-1","AATE014127","AXCP01008090","5414","6404","-1","AGAP006482","2L","32865243","32866160","-1","ASIS021822","KI916340","364056","366995","-1"
"AALB000247","2L","21246047","21248565","-1","AATE010040","KI421889","8646266","8648816","-1","AGAP007775","3R","611974","614177","1","ASIS017016","KI916435","295257","297355","1"
"AALB010004","3R","6157610","6159282","-1","AATE012694","KI421887","7198459","7200782","-1","AGAP004739","2L","2976111","2978335","1","ASIS010634","KI916397","94555","96825","1"
"AALB003052","2R","35987535","35989858","1","AATE011606","KI421888","6056244","6059936","-1","AGAP002890","2R","28940946","28943675","1","ASIS023630","KI917105","9526","12957","1"
"AALB010285","3R","11235918","11237504","1","AATE018571","KI421887","8666600","8668102","-1","AGAP028596","3L","34061840","34063568","1","ASIS015661","KI916326","390282","391772","1"
"AALB008040","2L","3258017","3262994","-1","AATE015462","KI421882","2994400","2995652","1","AGAP008927","3R","21096066","21097356","1","ASIS017858","KI917311","17868","21390","1"
"AALB006595","X","4572213","4576071","-1","AATE014147","KI421907","614596","618866","1","AGAP000912","X","17165876","17169527","1","ASIS003814","KI916223","64541","69090","1"
"AALB009536","2R","183120","189467","1","AATE011668","KI421883","8833249","8844018","1","AGAP003221","2R","34020760","34028112","1","ASIS011666","KI916252","174926","183723","1"
"AALB005584","3L","25153184","25155296","1","AATE002366","KI421886","1353198","1355308","1","AGAP006627","2L","34778776","34780546","-1","ASIS018848","KI916221","625576","627271","-1"
"AALB005776","3L","27553235","27555409","1","AATE015632","KI421884","6105982","6108020","1","AGAP028397","2L","24406848","24408977","-1","ASIS022034","KI916380","335843","340090","1"
"AALB015589","2R","7104721","7106591","1","AATE013080","KI421888","9776860","9778993","1","AGAP002862","2R","28480576","28482637","-1","ASIS016248","KI916733","49762","52824","1"
"AALB008295","2R","29414840","29417514","1","AATE001239","KI421892","7218533","7222105","1","AGAP001424","2R","4750041","4752796","-1","ASIS004581","KI916582","26430","28984","-1"
"AALB015502","2L","35969747","35970673","1","AATE014608","KI422201","20178","20901","-1","AGAP009191","3R","28593714","28594762","1","ASIS014470","KI916306","427057","427527","-1"
"AALB000204","2L","21829006","21833888","-1","AATE017249","KI421912","615157","616633","1","AGAP009979","3R","47081779","47083516","-1","ASIS007934","KI916301","577651","581158","1"
"AALB014398","3R","21321772","21322809","1","AATE002247","KI421893","4889838","4890848","1","AGAP028749","3L","37990121","37990915","1","ASIS002788","KI916195","566135","567133","1"
"AALB002437","2R","14277786","14279464","-1","AATE016173","KI421883","7329380","7330986","1","AGAP001703","2R","8805540","8806429","-1","ASIS009816","KI916309","366773","368557","1"
"AALB002694","2R","10229002","10232629","1","AATE015804","KI421888","5299280","5301965","1","AGAP001337","2R","3308742","3311392","1","ASIS019172","KI916183","2708547","2711196","1"
"AALB006170","3L","32492711","32497066","1","AATE003586","KI421886","10055247","10058048","1","AGAP006761","2L","37924202","37926548","-1","ASIS006961","KI916197","140156","144495","-1"
"AALB004642","3L","12374462","12377111","-1","AATE020362","KI421891","4077417","4088444","1","AGAP005728","2L","19769635","19782922","-1","ASIS017596","KI916710","52539","65797","-1"
"AALB006708","X","3234281","3235582","-1","AATE017124","KI421896","3683777","3684744","-1","AGAP000109","X","1792391","1793512","-1","ASIS003283","KI916422","20632","21790","1"
"AALB008182","2R","30984240","30985107","-1","AATE014100","KI421897","3194037","3195695","-1","AGAP003598","2R","40402605","40404314","1","ASIS021801","KI916183","4033883","4034716","-1"
"AALB007607","3R","29743710","29745773","1","AATE007067","KI421913","592346","594376","1","AGAP010442","3L","3697950","3726419","1","ASIS011330","KI916229","530648","532744","1"
"AALB004947","3L","17508444","17509496","-1","AATE009957","KI421886","2652092","2656185","1","AGAP007160","2L","43603779","43607408","-1","ASIS009333","KI916202","1311904","1316625","-1"
"AALB010746","3R","18606598","18610602","-1","AATE016827","KI421893","5728420","5743510","1","AGAP011095","3L","16664897","16675328","-1","ASIS015714","KI916195","1418857","1423305","1"
"AALB004661","3L","12916993","12918075","-1","AATE012105","KI421891","3559912","3563416","1","AGAP006393","2L","31056572","31058054","1","ASIS013928","KI916743","97515","98582","1"
"AALB003150","2R","37676623","37678962","-1","AATE005575","KI421892","4259951","4262917","1","AGAP003793","2R","43358250","43360760","1","ASIS017339","KI916219","140315","141726","1"
"AALB000145","2L","23165827","23167974","-1","AATE011239","KI421882","5988162","5990315","-1","AGAP009236","3R","29084469","29086834","-1","ASIS009614","KI916209","228810","230948","1"
"AALB002400","2R","14531072","14533839","1","AATE004301","KI421883","6980757","6983858","-1","AGAP003019","2R","31201266","31204342","-1","ASIS005727","KI916309","62535","65559","-1"
"AALB002175","2R","20997546","21000132","-1","AATE011712","KI421888","5675946","5678345","1","AGAP001972","2R","12999648","13001649","1","ASIS004673","KI916183","3079277","3084232","1"
"AALB004675","3L","12983873","12987051","-1","AATE019723","KI421884","3552028","3554555","-1","AGAP006228","2L","28548433","28550748","1","ASIS010915","KI916363","294152","306945","-1"
"AALB004593","3L","11861203","11863966","-1","AATE004243","KI421886","420922","424711","1","AGAP005586","2L","17443366","17446411","-1","ASIS019788","KI916344","381462","386232","-1"
"AALB007205","2R","17139258","17146425","-1","AATE016718","KI421897","1241915","1250250","1","AGAP003496","2R","38691751","38698200","1","ASIS010828","KI916234","933712","941748","-1"
"AALB008634","2R","47157558","47160977","-1","AATE002416","KI421908","1060734","1063610","1","AGAP004628","2R","58636475","58638644","-1","ASIS003030","KI916199","1189029","1191413","1"
"AALB007515","3R","32366209","32368012","-1","AATE007670","KI421894","5474877","5476332","-1","AGAP004794","2L","3596961","3598493","1","ASIS004702","AXCK02028701","1","1136","-1"
"AALB007003","3R","24957604","24960248","1","AATE018067","KI421925","175805","178674","1","AGAP010340","3L","1729138","1738615","-1","ASIS001990","KI916342","231393","235423","-1"
"AALB005925","3L","29321367","29324515","-1","AATE009351","KI421886","7184922","7186691","-1","AGAP005941","2L","23919653","23921305","-1","ASIS015913","KI916333","443344","444846","-1"
"AALB004663","3L","12920225","12923314","-1","AATE010232","KI421884","3462411","3465783","-1","AGAP005640","2L","18121372","18124666","1","ASIS006799","KI916363","200454","203714","-1"
"AALB001865","2L","28559759","28565047","1","AATE004364","KI421882","18833309","18838426","-1","AGAP009521","3R","35211557","35212543","-1","ASIS011813","KI916376","100979","106168","1"
"AALB000461","2L","17299969","17303127","1","AATE003185","KI421882","10703630","10706166","-1","AGAP008340","3R","9416345","9418684","1","ASIS003586","KI916190","2265835","2268539","-1"
"AALB009608","2R","24349708","24351513","1","AATE001219","KI421904","827075","828856","-1","AGAP004485","2R","56833500","56835287","-1","ASIS018566","KI916240","1080298","1084120","-1"
"AALB004452","3L","9346452","9355603","1","AATE000281","KI421891","5792633","5798335","1","AGAP005917","2L","23651967","23657711","1","ASIS015866","KI916187","2049749","2055273","1"
"AALB000358","2L","19364227","19364730","1","AATE015451","KI421882","11482262","11483185","-1","AGAP008298","3R","8640494","8641029","1","ASIS020890","KI916200","692891","693590","1"
"AALB015617","2R","7079126","7080682","1","AATE011590","KI421888","9756477","9762756","1","AGAP002864","2R","28487640","28489092","-1","ASIS016352","KI916329","624551","626104","1"
"AALB003501","2R","41204356","41207259","-1","AATE000484","KI421883","685965","687284","1","AGAP002659","2R","25205541","25208321","-1","ASIS020766","KI916191","1494765","1497327","-1"
"AALB008770","2R","51504622","51510447","1","AATE012309","KI421900","1099933","1109256","1","AGAP010259","3R","51727896","51751309","1","ASIS001505","KI916198","520565","522712","1"
"AALB001380","2L","36673782","36676204","1","AATE009898","KI421882","20115576","20119202","1","AGAP007895","3R","2563728","2566453","1","ASIS020758","KI916412","295708","298073","-1"
"AALB007914","2L","1143436","1146926","1","AATE010468","KI421900","3275576","3284426","1","AGAP010142","3R","49370055","49390808","-1","ASIS003881","KI916472","297854","301894","-1"
"AALB010068","3R","7358824","7361420","1","AATE003489","KI421929","203362","205972","-1","AGAP012283","3L","39776047","39778409","-1","ASIS022687","KI916253","111448","113998","-1"
"AALB001903","2L","28012647","28021440","1","AATE020874","KI421889","2618233","2621457","-1","AGAP007846","3R","1866228","1873893","-1","ASIS009685","KI916388","41865","45283","1"
"AALB003872","3R","2641956","2646760","1","AATE008008","KI421887","4205937","4211227","-1","AGAP011547","3L","27190313","27194985","1","ASIS007254","KI916547","206699","211562","1"
"AALB002294","2R","18820860","18836548","-1","AATE000817","KI421914","69093","96410","1","AGAP002793","2R","27529148","27633778","1","ASIS016371","KI916310","452528","460092","-1"
"AALB002850","2R","49926182","49932685","1","AATE020846","KI421888","9454841","9463327","-1","AGAP003424","2R","37523782","37529822","-1","ASIS003788","KI916314","273278","280998","-1"
"AALB009130","2R","5071004","5073384","-1","AATE016163","KI421888","8113723","8113917","1","AGAP001548","2R","6095854","6097314","-1","ASIS006897","KI916335","4223","4614","1"
"AALB001115","2L","5665041","5665888","1","AATE020423","KI421890","8339845","8340970","-1","AGAP008730","3R","16167433","16168524","-1","ASIS010192","KI916290","615456","616512","1"
"AALB006911","X","536664","547309","-1","AATE014918","KI421907","1102755","1113112","1","AGAP001090","X","23834053","23854040","-1","ASIS016634","AXCK02022281","1460","5778","1"
"AALB000267","2L","20919804","20924206","1","AATE004026","KI421882","10933689","10938084","-1","AGAP028184","3R","9184626","9189412","1","ASIS003270","KI916190","2505215","2509722","-1"
"AALB006045","3L","30928359","30930456","1","AATE013976","KI421891","1763532","1767883","1","AGAP005411","2L","15214798","15270783","-1","ASIS015852","KI916218","843685","848220","1"
"AALB001481","2L","35237782","35260494","1","AATE013773","KI421882","10088497","10104702","1","AGAP008364","3R","10061667","10075623","-1","ASIS001802","KI916190","1577917","1599809","1"
"AALB008337","2R","28731868","28736937","1","AATE002219","KI421908","1334439","1336621","1","AGAP004610","2R","58360124","58362066","-1","ASIS011774","KI916199","1432584","1445017","1"
"AALB001580","2L","33923108","33927577","-1","AATE009175","KI421882","16444990","16447911","1","AGAP013753","3R","31586834","31589271","1","ASIS018521","KI916404","99359","101416","1"
"AALB010484","3R","14293303","14299728","1","AATE016597","KI421899","849020","856741","-1","AGAP012146","3L","38051356","38057320","1","ASIS010161","KI916195","177277","184642","1"
"AALB006742","X","2809609","2812002","-1","AATE019925","KI421898","596540","598458","1","AGAP000758","X","13767757","13769567","-1","ASIS007746","KI916278","300789","302900","-1"
"AALB009663","2R","24902537","24904948","-1","AATE007208","KI421885","7992869","8003340","1","AGAP002231","2R","17829161","17831842","1","ASIS020763","KI916997","54212","59866","1"
"AALB000545","2L","15885041","15890468","-1","AATE014111","KI421890","655032","661490","-1","AGAP009006","3R","23233028","23241748","1","ASIS001082","KI916189","1218329","1226602","1"
"AALB009337","2R","2475519","2486875","1","AATE015089","KI421888","738574","755630","-1","AGAP001238","2R","1779496","1815088","1","ASIS021905","KI916327","191112","194662","1"
"AALB003485","2R","41331301","41331720","1","AATE018388","KI421892","3470696","3479801","-1","AGAP004410","2R","55825972","55827081","-1","ASIS000126","KI916193","1890323","1890670","-1"
"AALB005812","3L","27984285","27986452","1","AATE005258","KI421886","7608549","7610862","-1","AGAP005860","2L","22638513","22640734","-1","ASIS002530","KI916227","67238","69537","1"
"AALB004236","3L","5709197","5713112","1","AATE002948","KI421891","4586139","4592673","1","AGAP007005","2L","40607555","40728192","1","ASIS021545","KI916187","719645","727034","1"
"AALB004985","3L","17789403","17798266","1","AATE016780","KI421884","8292765","8305291","-1","AGAP004923","2L","6087277","6104141","-1","ASIS020112","KI916225","114775","130182","1"
"AALB010710","3R","18029756","18031790","-1","AATE013756","KI421887","3307169","3309714","1","AGAP010770","3L","10105764","10108239","1","ASIS018152","AXCK02026084","136","1946","1"
"AALB000151","2L","22994178","22995677","-1","AATE011146","KI421895","3928940","3932283","-1","AGAP000565","X","10021943","10032881","1","ASIS015034","AXCK02019657","10451","13319","1"
"AALB001359","2L","36845578","36860828","-1","AATE020983","KI421882","19551689","19560329","1","AGAP007873","3R","2406093","2413891","1","ASIS017052","KI916350","59452","67674","-1"
"AALB005904","3L","29013616","29019010","1","AATE017188","KI421886","774288","782558","-1","AGAP005332","2L","14192506","14231241","1","ASIS019390","KI916353","19395","28035","-1"
"AALB008905","2R","8005951","8012682","-1","AATE018015","KI421914","429382","437595","1","AGAP003395","2R","37286675","37293424","-1","ASIS014246","KI916310","114836","121225","-1"
