alb_id alb_chr alb_start alb_end alb_strand atr_chr atr_start atr_end atr_strand gam_chr gam_start gam_end gam_strand sin_chr sin_start sin_end sin_strand
AALB006316 X 8080029 5670 -1 X 3341447 9381 -1 X 20604953 143807 1 X 3739332 56 1
AALB003965 3R 124299888 1578 -1 3L 175497196 2387 -1 3L 211965010 1399 1 3L 69603676 455 1
AALB006939 X 184671 3222 -1 X 1131094 4736 1 X 11428745 935 -1 X 11805570 692 -1
AALB002020 2L 90378348 2067 1 2R 31896201 3918 1 3R 140289056 2057 1 2R 31607088 1055 -1
AALB006818 X 1705424 2210 1 X 4926522 951 1 X 16949437 934 -1 X 7352542 419 -1
AALB000629 2L 78145204 1208 1 2R 21683172 1565 1 3R 179204958 14412 1 2R 19685910 427 -1
AALB002711 2R 22242284 28430 -1 3R 108263839 2633 1 2R 36925924 2356 1 3R 56493978 179 1
AALB001422 2L 100111338 1039 -1 2R 16718891 1376 -1 3R 137487950 1312 1 2R 13257486 558 -1
AALB010667 3R 119373379 7287 -1 3L 170987186 6309 1 3L 224973707 9072 1 3L 76259652 50 1
AALB001763 2L 94020152 14574 1 2R 20130426 5311 1 3R 166262169 5240 -1 2R 16566546 110 1
AALB004974 3L 154271290 915 -1 2L 83962439 1196 -1 2L 94464502 1071 1 2L 45314145 11 1
AALB001863 2L 92547661 1673 1 2R 17517553 1707 1 3R 170195155 3372 -1 2R 14049962 215 1
AALB002050 2R 35576727 305 -1 3L 188185516 3585 -1 X 15728709 2650 -1 3L 81515419 272 1
AALB005117 3L 156354951 1124 1 2L 73864805 1698 -1 2L 132318123 1552 1 2L 49532939 4093 1
AALB003761 3R 102395722 2676 -1 3L 169405560 5642 1 3L 223364317 3938 -1 3L 78046669 1726 -1
AALB001638 2L 96793035 1692 -1 2R 18468412 689 1 3R 168833092 692 -1 2R 14965730 686 1
AALB004187 3L 141788454 7438 -1 2L 77255328 1704 -1 2L 95790118 7243 -1 2L 42976382 68 1
AALB015651 3R 109403196 2527 1 3L 181271248 6096 -1 3L 227927998 2517 1 3L 80148449 211 1
AALB000200 2L 85842396 1274 -1 2R 46590437 15143 -1 3R 182169486 13775 -1 2R 29376751 1172 -1
AALB010269 3R 112804929 3808 -1 3L 170605691 5585 -1 3L 221642721 4687 1 3L 75896681 75 -1
AALB001001 2L 72023497 4509 -1 2R 26385314 12003 1 3R 145239552 15414 1 2R 25798578 489 1
AALB005445 3L 160223658 4498 -1 2L 73288344 12922 1 2L 132917594 5511 -1 2L 49011163 56 1
AALB003545 2R 52699649 1367 1 2L 89405495 1383 -1 2L 93110994 1359 1 2L 38012447 475 1
AALB005130 3L 156425730 4736 1 2L 73783879 7864 -1 2L 132414980 7522 1 2L 49481714 104 -1
AALB000324 2L 83913219 3646 -1 2R 51197378 3691 1 3R 138671629 3667 -1 2R 30936328 575 1
AALB008799 2R 63394344 4676 1 2R 58631736 5427 1 3R 187634089 2968 1 2R 33414618 51 1
AALB002183 2R 33140926 7922 1 3R 108916149 9623 -1 2R 37301932 9030 -1 3R 56931618 574 -1
AALB005747 3L 163886755 918 1 2L 72301233 1183 -1 2L 131956389 1385 -1 2L 49881032 83 1
AALB009709 2R 37949501 1460 -1 3R 159389843 4012 1 2R 81972132 1447 1 3R 59774188 203 1
AALB014578 X 5984721 4837 1 X 9675676 2736 -1 3L 226645017 778 -1 X 8494309 191 1
AALB006550 X 5148577 3412 -1 X 15537941 4540 -1 X 5489431 1950 1 X 10453749 146 1
AALB007133 2R 30475204 19296 1 3R 153903766 3878 -1 2R 38191048 19384 1 3R 57684957 267 1
AALB006678 X 3484678 2027 -1 X 13780070 1695 1 X 15720737 1354 1 X 10242786 80 -1
AALB006844 X 1409909 5419 1 X 11734718 3733 -1 X 14461512 65651 -1 X 5674006 429 1
AALB006093 3L 168037623 1704 1 2L 90872691 2013 -1 2L 106194052 1840 -1 2L 39892463 215 1
AALB010495 3R 116759109 4109 -1 3L 189329313 4004 -1 3L 228405968 6409 1 3L 80774122 3941 1
AALB006465 X 6124748 4049 -1 X 2112632 5382 -1 X 13593848 826 1 X 2446330 599 1
AALB000748 2L 76301577 4938 -1 2R 50623756 5153 -1 3R 135169215 4479 1 2R 25120804 29 -1
AALB006462 X 6177086 2311 1 X 10612868 3672 -1 X 17173441 6517 1 X 2928743 101 1
AALB000458 2L 81338143 957 -1 2R 25721807 914 -1 3R 144527301 885 -1 2R 30256752 15 -1
AALB007661 X 8959886 2696 -1 X 9598109 11760 1 X 1966956 2642 -1 X 8580505 1680 -1
AALB004543 3L 147641861 4042 1 2L 72187944 4029 1 2L 131773787 3942 -1 2L 49981944 393 1
AALB003697 X 11847696 6958 -1 X 73042 10553 -1 X 5846884 8560 -1 X 4539781 59 1
AALB000216 2L 85654873 10833 1 2R 37314009 12594 -1 3R 151020963 7758 1 2R 17451727 181 1
AALB005977 3L 166613750 6124 1 2R 25933791 1567 1 3R 144740916 2039 1 2R 30484897 137 1
AALB008812 2R 21621062 1262 1 3R 107679479 2116 1 2R 36280045 1886 1 3R 55929566 32 1
AALB010735 3R 120279904 3543 -1 3L 174098772 3791 -1 3L 196192006 22132 1 3L 73082825 22 1
AALB000761 2L 76087690 2132 -1 2R 36262613 2486 -1 3R 152383483 1560 1 2R 18401139 215 1
AALB006189 3L 169347414 977 1 2L 96198591 1124 -1 2L 123162164 962 1 2L 43682022 158 1
AALB010389 3R 114753628 2211 1 3L 186285074 2302 -1 3L 194580417 2202 1 3L 79296003 12 1
AALB007279 2R 28274418 2791 -1 3R 150540702 1461 -1 2R 79620926 1840 1 3R 60679113 290 1
AALB010052 3R 109015511 8353 1 3L 184501381 5978 -1 3L 213527674 8487 -1 3L 70418050 62 1
AALB000203 2L 85790675 3032 1 2R 46528603 3695 1 3R 182108007 3131 1 2R 29313704 60 1
AALB006010 3L 167075693 1501 1 2L 81991281 2322 -1 2L 123744886 1534 -1 2L 50078229 113 -1
AALB007048 3R 127852625 3386 -1 3L 179384776 9979 1 3L 206304984 4406 1 3L 67994120 54 -1
AALB006541 X 5248986 7537 -1 X 2283388 22717 1 X 7063083 7312 -1 X 2239196 1826 -1
AALB010045 3R 108878470 4985 1 3L 184670491 1328 -1 3L 213781274 521 -1 3L 72294447 1304 1
AALB006837 X 1551972 1530 1 X 555061 12632 -1 X 16164226 15145 1 X 4623180 803 -1
AALB010482 3R 116221116 1121 1 3L 184466980 2560 1 3L 226158896 1132 1 3L 74882238 792 1
AALB001141 2L 69255679 3588 -1 2R 20780795 13387 1 3R 179991341 3725 1 2R 20629928 53 -1
AALB015813 3L 160406187 2636 1 2L 73108620 2471 -1 2L 133112464 2542 1 2L 48840039 553 -1
AALB004924 3L 153928205 2270 1 2L 62742928 2258 1 2L 103023350 2411 -1 2L 46151082 2255 1
AALB000974 2L 72744511 6597 1 2R 31948162 7126 -1 3R 140340647 6869 -1 2R 31541206 66 1
AALB005683 3L 163082478 4976 1 2L 77283115 3423 1 2L 109471127 5971 -1 2L 43005971 401 -1
AALB015666 2L 81936101 3583 1 2R 19681436 3593 1 3R 166943231 4840 -1 2R 16120189 72 1
AALB010758 3R 120865089 2957 1 3L 174764943 3584 1 3L 205118140 4882 1 3L 72426037 46 -1
AALB001840 2L 93062081 6290 -1 2R 50495464 12934 1 3R 155574349 12400 1 2R 24973545 20 1
AALB008795 2R 63427187 1496 1 2R 58679993 1484 1 3R 187231816 1499 -1 2R 33463499 1484 1
AALB006176 3L 169192917 9648 1 2L 95943718 10808 1 2L 123424697 2134 -1 2L 43954197 50 -1
AALB002235 2R 32011673 1133 -1 3R 107207507 1115 1 2R 35759074 1939 1 3R 55469628 1100 1
AALB008806 2R 21697629 2601 1 3R 107756903 2944 1 2R 36358882 2732 1 3R 56004290 103 1
AALB001092 2L 70204127 3423 1 2R 36722742 3581 -1 3R 151849020 3036 1 2R 18052867 20 1
AALB001670 2L 95852040 1524 -1 2R 41027616 1921 1 3R 162406233 1363 1 2R 27536076 370 -1
AALB001110 2L 69692510 1766 1 2R 37271048 1792 1 3R 151089512 1873 -1 2R 17499533 109 -1
AALB007735 X 9752852 2837 -1 X 1629871 3383 1 X 11255093 3133 -1 X 11115870 140 -1
AALB000080 2L 88623271 1278 -1 2R 35949903 2072 -1 3R 152763719 8934 1 2R 18668146 254 1
AALB004786 3L 151301109 7435 -1 2L 76892628 3807 -1 2L 96272743 3796 1 2L 42616780 301 -1
AALB006527 X 5495717 1225 -1 X 4594675 1491 1 X 4521866 1068 1 X 7801166 89 -1
AALB009685 2R 37536939 8164 -1 3R 118013027 4638 -1 2R 48080657 4520 1 3R 61746909 39 -1
AALB003205 3L 138732711 2379 -1 2L 83327444 11310 -1 2L 97519499 1937 -1 2L 41622623 5 1
AALB007136 2R 30460348 849 1 3R 153960072 3298 -1 2R 38152885 23405 1 3R 57669094 608 1
AALB004909 3L 153706474 6652 1 2L 62446953 2613 1 2L 125528889 2122 1 2L 45898162 713 1
AALB003303 X 10155301 5023 1 X 15307572 3112 1 X 11283576 5540 1 X 11714005 823 1
AALB010317 3R 113845067 1762 -1 3L 168053104 2694 -1 3L 219406741 2721 -1 3L 64936093 41 -1
AALB007535 3R 134093763 5652 1 2L 97594406 4237 -1 2L 86165866 4053 -1 X 11163562 206 -1
AALB004171 3L 141592472 1790 -1 2L 77055013 2611 -1 2L 99702250 1859 1 2L 42781663 204 -1
AALB014321 3L 138973212 2915 -1 2L 83621777 2894 1 2L 97824651 3189 1 2L 45624820 2899 -1
AALB004049 3R 123217459 5647 1 3L 175276344 1948 -1 3L 226074118 5182 1 3L 75220841 6 1
AALB008117 2R 44228192 11333 1 3R 114906692 13835 -1 2R 33509681 27743 -1 3R 59031891 106 1
AALB003121 2R 49580736 5142 -1 3R 137233190 8210 1 2R 68017965 5239 1 3R 58740396 65 1
AALB010137 3R 110710072 2629 -1 3L 171731092 5379 1 3L 225299026 2093 -1 3L 76533758 124 -1
AALB008533 2R 60974304 4098 1 3R 138472640 11193 -1 2R 78625625 5357 1 3R 58342708 26 1
AALB010308 3R 113816215 2304 1 3L 168006007 20615 -1 3L 219370024 2162 -1 3L 64899762 792 1
AALB004829 3L 152075499 6477 -1 2L 71599021 8940 1 2L 121202443 8278 1 2L 52501315 108 1
AALB000214 2L 85673990 488 1 2R 37301369 488 -1 3R 151040108 1027 1 2R 17470034 488 1
AALB000994 2L 72132845 1444 -1 2R 26280309 1473 1 3R 145133841 1409 1 2R 25685426 20 1
AALB003897 3R 130428916 3251 -1 3L 197543300 5530 -1 3L 190812424 4165 -1 3L 63013908 773 -1
AALB008494 3R 125455126 402 1 3L 173831122 6532 -1 3L 220006164 797 1 3L 73272566 601 1
AALB007750 X 11160345 3597 1 X 11096203 5482 -1 X 900563 3506 -1 X 6303256 142 1
AALB008837 2R 21429179 2188 -1 3R 107469768 2371 -1 2R 36052561 2297 -1 3R 55729831 17 -1
AALB001972 2L 90852499 2676 1 2R 50559403 752 1 3R 135230995 758 -1 2R 25042166 755 1
AALB002701 2R 22345323 2171 -1 3R 108407111 3058 -1 2R 37090921 3701 -1 3R 56638093 150 -1
AALB000096 2L 88310337 1960 -1 2R 28887750 14513 1 3R 177129245 2142 -1 2R 23617203 124 1
AALB000903 2L 74041331 680 -1 2R 47240649 6247 -1 3R 149050464 764 1 2R 30058755 147 -1
AALB009743 X 12065824 2168 -1 X 521118 12789 1 X 17601862 12846 -1 X 3952818 668 -1
AALB006453 X 6245668 2630 1 X 7798639 3892 1 X 11272364 6148 -1 X 593509 66 1
AALB006623 X 4299898 3036 -1 X 11617049 2432 1 X 1418615 3083 1 X 65010 560 -1
AALB000711 2L 76802308 1050 1 2R 52134542 7323 1 3R 146572653 2036 -1 2R 33124833 53 -1
AALB004041 3R 123264958 1342 -1 3L 175227239 1293 1 3L 226113163 1196 -1 3L 75270486 171 -1
AALB010675 3R 119441360 884 1 3L 170923310 970 -1 3L 221040527 975 1 3L 76196758 869 -1
AALB002031 2L 90147610 914 1 2R 31644162 1869 1 3R 140030358 677 1 2R 31895189 803 -1
AALB005976 3L 166503337 7527 -1 2L 73981681 22202 -1 2L 132133525 57042 1 2L 49689676 218 -1
AALB008767 2R 57457002 1454 1 3R 150422814 2352 -1 2R 79752201 1653 1 3R 60788504 716 1
AALB010004 3R 108089201 1672 -1 3L 168763937 2323 -1 2L 88648398 2224 1 3L 78694198 9 1
AALB010285 3R 113167509 1586 1 3L 170232078 1502 -1 3L 222175607 1728 1 3L 77235693 1490 1
AALB006595 X 4572213 3858 -1 X 10618121 4270 -1 X 17165876 3651 1 X 2922190 120 1
AALB014398 3R 123253363 1037 1 3L 175237391 1010 -1 3L 226103888 794 1 3L 75258011 998 1
AALB002694 2R 22421834 3627 1 3R 108496299 2685 1 2R 27563083 2650 1 3R 56716559 167 1
AALB006170 3L 169081041 4355 1 2L 95781386 2801 1 2L 123596489 2346 -1 2L 44127106 120 -1
AALB006708 X 3234281 1301 -1 X 3683777 967 -1 X 1792391 1121 -1 X 9622912 11 -1
AALB008182 2R 43177072 867 -1 3R 153782457 1658 1 2R 64656946 1709 1 3R 57807274 417 -1
AALB010746 3R 120538189 4004 -1 3L 174384729 15090 -1 3L 204778664 10431 -1 3L 72786983 1200 1
AALB002175 2R 33190378 2586 -1 3R 108872965 2399 1 2R 37253989 2001 1 3R 56890824 20 1
AALB004675 3L 149572203 3178 -1 2L 64995080 2527 -1 2L 114220720 2315 1 2L 48384104 71 -1
AALB004663 3L 149508555 3089 -1 2L 64905463 3372 -1 2L 103793659 3294 1 2L 48304079 97 -1
AALB001865 2L 92515771 5288 1 2R 17490910 5117 1 3R 170231296 986 -1 2R 14020565 5189 1
AALB000461 2L 81255981 3158 1 2R 25623170 2536 1 3R 144436084 2339 1 2R 30159903 260 1
AALB004452 3L 145934782 9151 1 2L 77414224 5702 -1 2L 109324254 5744 1 2L 43162557 101 -1
AALB001380 2L 100629794 2422 1 2R 16210134 3626 -1 3R 137583467 2725 1 2R 12768723 64 -1
AALB001115 2L 69621053 847 1 2R 37195060 1125 1 3R 151187172 1091 -1 2R 17578290 67 -1
AALB001580 2L 97879120 4469 -1 2R 19881425 2921 -1 3R 166606573 2437 1 2R 16320852 241 -1
AALB010484 3R 116224894 6425 1 3L 184470937 7721 1 3L 226165123 5964 1 3L 74886735 211 1
AALB006742 X 2809609 2393 -1 X 14664521 1918 -1 X 13767757 1810 -1 X 12587728 810 1
AALB009337 2R 14668351 11356 1 3R 103935593 17056 -1 2R 26033837 35592 1 3R 53118493 74 1
AALB004985 3L 154377733 8863 1 2L 69735817 12526 -1 2L 91759564 16864 -1 2L 36477345 380 1
AALB001359 2L 100801590 15250 -1 2R 16769007 8640 -1 3R 137425832 7798 1 2R 13317020 213 -1
AALB005297 3L 158636795 371 -1 2L 82624439 873 -1 2L 124452700 555 -1 2L 50651308 78 -1
AALB015540 3R 102324186 944 -1 3L 169515591 1106 1 3L 223241946 985 -1 3L 77956658 54 -1
AALB000661 2L 77671968 10170 -1 2R 40594958 12189 -1 3R 157781795 11948 1 2R 27078191 75 -1
AALB006870 X 1168463 2776 -1 X 12734031 8891 -1 3R 184978904 1896 1 X 6778796 106 1
AALB001446 2L 99817101 36214 1 2R 27553355 1792 1 3R 180782843 1508 -1 2R 22117491 140 1
AALB001836 2L 93095579 1235 1 3L 174999421 1253 -1 X 4983467 1816 1 3L 75487802 1277 1
AALB001392 2L 100558595 2098 1 2R 16278510 2452 -1 3R 138248094 2344 1 2R 12826813 95 -1
AALB001886 2L 92271185 8444 1 2R 54232816 15759 1 3R 157819676 17177 -1 2R 21333572 46 1
AALB002911 2R 63071964 11146 1 3R 161329609 10528 1 2R 85101423 28960 -1 3R 62703754 188 1
AALB001140 2L 69292503 1905 1 2R 20757542 2026 -1 3R 179936155 2190 -1 2R 20651134 58 1
AALB009360 2R 14525782 10330 -1 3R 104110856 8277 1 2R 25862545 4881 -1 3R 52976773 146 -1
AALB002972 2R 46767834 2839 1 3R 159257566 2993 -1 2R 81843547 2974 -1 3R 61761122 2849 1
AALB000642 2L 77953746 4184 -1 2R 40923204 1815 -1 3R 162524568 1208 1 2R 27415893 435 -1
AALB006047 3L 167521417 1005 1 2L 81440840 925 -1 2L 100882510 815 -1 2L 34192675 242 -1
AALB000657 2L 77727246 462 1 2R 40665106 1032 1 3R 157714151 1738 -1 2R 27141573 149 1
AALB005288 3L 158550396 3433 1 2L 82533997 935 1 2L 124350497 1351 1 2L 50565445 812 -1
AALB001653 2L 96516431 2807 -1 2R 18721740 2874 1 3R 168508626 2803 -1 2R 15226251 105 1
AALB006916 X 485791 2736 1 X 1514581 4702 -1 X 8271710 4148 -1 X 10967789 79 -1
AALB007359 3R 130153261 595 1 3L 197254279 899 1 3L 188784394 917 -1 3L 63284357 95 -1
AALB010375 3R 114648774 2077 1 3L 170319799 8888 1 3L 222043613 1855 -1 3L 77145222 106 -1
AALB004060 3R 123106169 814 1 3L 175401288 1054 -1 3L 225954441 1061 1 3L 75091286 110 1
AALB006789 X 2019216 781 1 2R 27698466 814 -1 3R 178823146 830 1 2R 22261102 290 -1
AALB009374 2R 14322651 1962 1 3R 104304199 2046 -1 2R 25657240 1999 1 3R 53949972 178 -1
AALB006436 X 6381899 5116 -1 X 15671129 6392 -1 X 15414172 9381 1 X 11622789 272 -1
AALB001589 2L 97772510 868 1 2R 46891552 3057 1 3R 182458869 902 1 2R 29686335 63 1
AALB004506 3L 147288396 5368 -1 2L 71796360 19728 -1 2L 131422584 42555 -1 2L 52721588 797 -1
AALB005165 3L 156774306 1201 -1 2L 73410935 1468 1 2L 132800644 1308 -1 2L 49127237 141 1
AALB001974 2L 90833579 6164 -1 2R 50541829 3146 -1 3R 135244687 2813 1 2R 25014735 2222 -1
AALB008840 2R 21382268 3840 -1 3R 107421538 6803 -1 2R 36003535 28783 -1 3R 55685524 44 -1
AALB003725 3R 102046644 3572 1 3L 169842894 1075 -1 3L 222742724 1060 1 3L 77618992 57 1
AALB010837 3R 122057526 1883 1 3L 170646286 5037 -1 3L 221584575 823 1 3L 75935023 357 -1
AALB007786 X 10657045 3209 -1 X 4880409 3562 1 X 11202826 4190 1 X 7402349 1286 1
AALB008022 2L 66631099 1320 1 2L 73418085 3188 1 X 5869340 6219 -1 2L 49134892 6 1
AALB010300 3R 113544120 3840 1 3L 167760149 2078 1 3L 218938888 1941 1 3L 64245787 169 1
AALB003844 3R 103556356 3741 1 3L 167009872 22632 -1 3L 217993329 3017 -1 3L 67118205 3074 -1
AALB009763 3R 104693705 1142 1 3L 186537027 1404 1 3L 224780794 1513 1 3L 79099183 102 -1
AALB006158 3L 168902323 3083 -1 2L 95544602 7844 -1 2L 111808834 9367 -1 2L 44372444 128 -1
AALB006905 X 605735 3456 -1 X 15015231 9019 1 X 9874701 9539 1 X 1942404 65 1
AALB006773 X 2147032 595 -1 X 3264389 1581 1 X 18783239 1060 -1 X 3790910 44 -1
AALB000194 2L 85964072 1308 1 2R 17628999 1808 -1 3R 170041363 1626 1 2R 14164553 92 -1
AALB010831 3R 121934218 1542 1 3L 170774100 1775 -1 3L 221284552 1583 1 3L 76056572 218 -1
AALB009689 2R 37550881 1661 -1 3R 118023398 1553 -1 2R 48073177 1580 1 3R 59904017 1511 -1
AALB001037 2L 71265271 1592 1 2R 27141519 2218 -1 3R 165045133 1887 -1 2R 21732044 208 -1
AALB001405 2L 100260416 10793 -1 2R 16526694 6934 1 3R 137928459 7508 -1 2R 13078174 423 1
AALB004368 3L 144474649 1890 1 2L 101253931 2771 -1 2L 98031283 1871 -1 2L 40439189 783 -1
AALB010011 3R 108162660 1533 1 3L 171410139 1562 1 3L 225745321 1827 1 3L 76817088 1208 -1
AALB002033 2L 90112514 1892 1 2R 31606822 779 1 3R 139994260 953 1 2R 31942869 779 -1
AALB006859 X 1242073 4197 -1 X 764771 16976 -1 X 5338077 22253 -1 X 4918720 492 -1
AALB010409 3R 115216658 2054 1 3L 185688894 12672 -1 3L 195179726 2651 1 3L 79763852 46 1
AALB000726 2L 76605540 1079 1 2R 49053008 1529 -1 3R 172023654 2199 -1 2R 32924736 70 1
AALB006289 X 8429804 1832 1 X 7752253 2576 -1 X 13786756 1927 -1 X 556524 13 -1
AALB001913 2L 91703330 5467 1 2R 31464372 10871 1 3R 139859082 6071 1 2R 32096826 103 -1
AALB005308 3L 158742684 4042 1 2L 82748890 11594 1 2L 124588177 35789 1 2L 50771939 516 1
AALB004668 3L 149549618 1589 -1 2L 64957693 1604 -1 2L 126720180 1710 -1 2L 48357088 1601 -1
AALB004857 3L 152908293 2216 -1 X 10995823 4943 1 X 803396 7100 1 X 6421925 507 -1
AALB001150 2L 69025533 2425 1 2R 20995668 2777 -1 3R 180206570 2446 -1 2R 20413567 132 1
AALB005264 3L 158083492 2758 1 2L 82079009 4150 1 2L 123835342 2459 1 2L 50159324 220 1
AALB000323 2L 83920669 1835 -1 2R 51193323 1386 1 3R 138668263 1413 1 2R 30930243 14 1
AALB001656 2L 96507466 1251 -1 2R 18732853 2009 1 3R 168498861 1618 -1 2R 15237735 135 1
AALB001185 2L 68344807 3305 -1 2R 46015642 3196 -1 3R 153560298 21105 1 2R 28835426 16 -1
AALB001419 2L 100116211 1430 -1 2R 16724487 1525 -1 3R 137482571 1504 1 2R 13263363 156 -1
AALB010830 3R 121922227 11780 1 3L 170777042 12960 -1 3L 221275882 3913 1 3L 76060995 1126 -1
AALB006638 X 4142360 7537 -1 X 11330721 8760 -1 X 1099948 5051 -1 X 320884 125 1
AALB006758 X 2524646 1246 -1 X 9593300 1512 -1 X 7402912 1464 1 X 8601364 108 1
AALB000320 2L 83937489 4576 1 2R 51156644 5605 -1 3R 138649245 4684 -1 2R 30910704 180 -1
AALB009313 2R 15004258 1536 -1 3R 103621765 1469 1 2R 24705935 1433 1 3R 53442705 276 -1
AALB005979 3L 166624947 1391 -1 2L 74129755 2281 -1 2L 132009777 3571 1 2L 49830022 1391 -1
AALB000450 2L 81530039 6496 1 2R 21446833 7800 1 3R 178872613 4498 1 2R 19929423 110 -1
AALB002980 2R 46831592 3263 -1 3R 159185564 4431 1 2R 81769502 4469 1 3R 61851507 29 -1
AALB010762 3R 120906248 800 -1 3L 184421551 1287 1 3L 226116807 1233 1 3L 74836812 128 1
AALB009678 2R 37314175 5420 -1 3R 117788591 9967 -1 2R 48296045 15376 1 3R 61521506 36 -1
AALB006778 X 2077153 7223 -1 X 2679122 14504 -1 X 2190074 5972 -1 X 9023311 68 -1
AALB003624 2R 51640135 2057 -1 3R 130935049 5091 1 2R 77237661 2999 1 3R 59438534 145 -1
AALB006038 3L 167414841 2334 -1 2L 81583093 3085 1 2L 101013504 2237 1 2L 34327707 674 1
AALB009397 2R 13785691 2687 -1 3R 104841263 3205 1 2R 25075096 2649 -1 3R 54479299 217 1
AALB003700 X 11911685 3977 -1 X 10925849 623 -1 X 2904991 1123 -1 X 6507240 623 1
AALB010479 3R 116199672 1110 1 3L 174775932 3977 -1 3L 205132291 1139 -1 3L 72413511 87 1
AALB006654 X 3931798 1162 -1 X 1226568 1227 1 X 18315337 1128 -1 X 10647075 134 1
AALB009408 2R 13678219 2974 -1 3R 104952338 1348 1 2R 24949838 1258 -1 3R 54595639 224 1
AALB003805 3R 102850887 1542 -1 3L 171404632 1673 1 3L 229865452 1502 -1 3L 76821053 211 1
AALB000318 2L 83943481 350 1 2R 51154628 350 -1 3R 138646695 751 -1 2R 30904069 350 -1
AALB005986 3L 166654134 7875 1 2L 72302885 16633 -1 2L 131969403 15746 1 2L 49873619 233 1
AALB001467 2L 99433462 2613 1 2R 25944320 2913 -1 3R 144754483 1798 -1 2R 30497841 68 -1
AALB003098 2R 48959960 2865 -1 3R 118197080 1049 -1 2R 47919385 829 1 3R 60080456 351 -1
AALB000746 2L 76374570 5174 -1 2R 50709702 2902 -1 3R 135077588 5128 1 2R 25219032 47 -1
AALB003803 3R 102839884 6011 -1 3L 168846859 7512 1 3L 229850241 6010 -1 3L 78606151 986 -1
AALB010249 3R 112593347 1353 1 3L 170372754 1211 1 3L 221974343 1191 -1 3L 77099840 82 -1
AALB001145 2L 69033954 1207 -1 2R 20984243 2016 1 3R 180198609 1443 1 2R 20427861 102 -1
AALB002909 2R 63064412 2806 -1 3R 161277339 4907 -1 2R 85025281 9391 -1 3R 62693387 10 -1
AALB010134 3R 110690426 616 -1 3L 171747895 11588 1 3L 225265749 10803 -1 3L 76512634 38 -1
AALB005118 3L 156356140 1665 -1 2L 73863150 1687 1 2L 132319650 1751 -1 2L 49532939 4093 1
AALB000795 2L 75537417 2692 1 2R 28434444 3648 1 3R 177692607 3942 -1 2R 23072545 84 1
AALB002700 2R 22351752 3178 1 3R 108411686 7466 1 2R 29507051 9144 1 3R 56643936 161 1
AALB006728 X 2937699 8342 -1 X 12373510 5827 -1 X 23957193 41147 1 X 11297069 377 -1
AALB010747 3R 120614291 1481 1 3L 174487851 1400 1 3L 204862367 1019 1 3L 72706843 884 -1
AALB004176 3L 141631914 4757 1 2L 77091842 14462 1 2L 99641469 13876 -1 2L 42817309 212 1
AALB007280 2R 28256663 5527 -1 3R 150513719 11593 -1 2R 79626878 22123 1 3R 60697771 71 1
AALB008574 2R 60325115 1623 1 3R 149960839 1687 1 2R 75034265 1568 1 3R 61250827 299 -1
AALB005834 3L 164814861 1035 -1 2L 94863680 2062 -1 2L 113325410 1293 -1 2L 44989500 123 -1
AALB009880 3R 106043674 3510 -1 3L 183184652 46218 -1 3L 195951312 11961 -1 3L 73765228 3602 -1
AALB010574 3R 117739116 4422 -1 3L 162026056 4182 -1 3L 207528871 2644 -1 3L 63621319 122 -1
AALB001739 2L 94311811 403 1 2R 37919560 1005 -1 3R 145596822 702 1 2R 16861141 123 1
AALB001764 2L 94033424 613 -1 2R 20133761 742 -1 3R 166263584 461 1 2R 16566546 110 1
AALB000718 2L 76647330 1546 -1 2R 52273850 4439 1 3R 146390497 1704 -1 2R 32970345 37 -1
AALB003772 3R 102517167 1105 1 3L 169246430 1273 -1 3L 223589651 1124 1 3L 78200539 101 1
AALB004840 3L 152635197 2482 -1 2L 71070934 3193 1 2L 120528681 3767 1 2L 51975183 114 1
AALB009371 2R 14452499 2160 -1 3R 104189540 4379 1 2R 25781762 1637 -1 3R 53839109 74 1
AALB007039 3R 127803314 10415 -1 3L 179430414 1232 1 3L 206359859 26568 1 3L 67941774 444 -1
AALB005753 3L 163947159 2852 1 2L 72235464 3919 -1 2L 131892849 4867 -1 2L 49942265 1802 1
AALB006290 X 8425889 2093 -1 X 7755357 5770 1 X 13791909 4933 1 X 558670 168 1
AALB006698 X 3345130 2518 -1 X 2190368 2568 -1 X 7199445 1942 1 X 2351390 83 1
AALB005985 3L 166644476 3933 1 2L 72323893 3852 -1 2L 131963531 3724 1 2L 49850314 530 1
AALB006447 X 6317030 2362 1 X 7869633 2400 1 X 204264 2877 1 X 654532 90 1
AALB010306 3R 113736624 869 1 3L 167943766 912 1 3L 219204022 883 1 3L 64478834 203 1
AALB009413 2R 13647744 3964 -1 3R 105012488 4445 1 2R 24915176 4387 -1 3R 54632998 848 1
AALB004846 3L 152688403 525 1 2L 71015992 854 -1 2L 112745365 567 1 2L 51918231 121 -1
AALB004705 3L 150140608 2292 -1 2L 68524878 4181 -1 2L 107306638 2304 1 2L 34792639 273 -1
AALB000464 2L 81251823 1359 1 2R 25618490 3019 1 3R 144431275 1545 1 2R 30155674 38 1
AALB001685 2L 95134202 3728 -1 2R 41742017 3194 1 3R 161445573 3028 -1 2R 28284920 559 1
AALB008817 2R 21592786 16423 1 3R 107652074 5507 1 2R 36247963 5554 1 3R 55902548 3961 1
AALB002692 2R 22436714 6401 1 3R 108510382 7301 1 2R 27579092 5538 1 3R 56731941 884 1
