"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene";"asinensis_eg_gene"
"AALB005445";"AATE000467";"AGAP007532";"ASIS007534"
"AALB001297";"AATE014725";"AGAP008267";"ASIS007812"
"AALB003545";"AATE000719";"AGAP004974";"ASIS002194"
"AALB000504";"AATE018944";"AGAP009571";"ASIS018783"
"AALB005563";"AATE016873";"AGAP006997";"ASIS019313"
"AALB006427";"AATE018661";"AGAP000280";"ASIS002971"
"AALB001498";"AATE016484";"AGAP008125";"ASIS005890"
"AALB005349";"AATE004981";"AGAP005390";"ASIS008183"
"AALB005130";"AATE005697";"AGAP007472";"ASIS019606"
"AALB000324";"AATE018397";"AGAP007981";"ASIS015926"
"AALB006210";"AATE009910";"AGAP007584";"ASIS019417"
"AALB007152";"AATE019301";"AGAP003202";"ASIS018522"
"AALB008799";"AATE000472";"AGAP010297";"ASIS013333"
"AALB001157";"AATE014155";"AGAP007824";"ASIS001250"
"AALB001157";"AATE016471";"AGAP007824";"ASIS001250"
"AALB010151";"AATE020592";"AGAP028627";"ASIS001263"
"AALB010151";"AATE007660";"AGAP028627";"ASIS001263"
"AALB002183";"AATE002597";"AGAP001979";"ASIS023132"
"AALB004887";"AATE018765";"AGAP005988";"ASIS010760"
"AALB001051";"AATE004559";"AGAP009943";"ASIS006313"
"AALB005747";"AATE011868";"AGAP007392";"ASIS021711"
"AALB009709";"AATE012825";"AGAP004574";"ASIS012532"
"AALB010247";"AATE005422";"AGAP012019";"ASIS010521"
"AALB010247";"AATE005422";"AGAP028580";"ASIS010521"
"AALB014578";"AATE014453";"AGAP012187";"ASIS004480"
"AALB014578";"AATE014453";"AGAP000471";"ASIS004480"
"AALB006369";"AATE003451";"AGAP000356";"ASIS003575"
"AALB006550";"AATE016566";"AGAP000312";"ASIS023060"
"AALB005522";"AATE006044";"AGAP007257";"ASIS005348"
"AALB009071";"AATE000821";"AGAP013095";"ASIS010659"
"AALB008254";"AATE006643";"AGAP002077";"ASIS019144"
"AALB010237";"AATE017088";"AGAP010566";"ASIS018822"
"AALB007133";"AATE008360";"AGAP002015";"ASIS002489"
"AALB006828";"AATE014131";"AGAP000564";"ASIS003125"
"AALB007801";"AATE017374";"AGAP013282";"ASIS022118"
"AALB007801";"AATE017374";"AGAP010899";"ASIS022118"
"AALB006678";"AATE005905";"AGAP000850";"ASIS006884"
"AALB006844";"AATE012158";"AGAP000795";"ASIS002737"
"AALB001555";"AATE007237";"AGAP008948";"ASIS021602"
"AALB006093";"AATE016571";"AGAP005778";"ASIS022440"
"AALB010786";"AATE015871";"AGAP012203";"ASIS023165"
"AALB010786";"AATE015871";"AGAP028585";"ASIS023165"
"AALB010495";"AATE003563";"AGAP012326";"ASIS006017"
"AALB004772";"AATE005113";"AGAP005901";"ASIS014426"
"AALB006465";"AATE005342";"AGAP000743";"ASIS003518"
"AALB002579";"AATE013728";"AGAP003352";"ASIS012596"
"AALB002609";"AATE020694";"AGAP002111";"ASIS003237"
"AALB008963";"AATE015916";"AGAP002719";"ASIS016418"
"AALB009132";"AATE019893";"AGAP001545";"ASIS019164"
"AALB003355";"AATE008848";"AGAP004035";"ASIS002133"
"AALB000748";"AATE010155";"AGAP007737";"ASIS021169"
"AALB003754";"AATE014406";"AGAP011925";"ASIS021459"
"AALB006462";"AATE005030";"AGAP000913";"ASIS004769"
"AALB000458";"AATE005640";"AGAP008344";"ASIS003901"
"AALB002851";"AATE010844";"AGAP003078";"ASIS004944"
"AALB007661";"AATE001920";"AGAP000121";"ASIS001385"
"AALB004895";"AATE011252";"AGAP000508";"ASIS006600"
"AALB004543";"AATE012653";"AGAP007368";"ASIS021671"
"AALB004854";"AATE015411";"AGAP004835";"ASIS002334"
"AALB004854";"AATE008822";"AGAP004835";"ASIS002334"
"AALB010148";"AATE003505";"AGAP011524";"ASIS015526"
"AALB010148";"AATE011783";"AGAP011524";"ASIS015526"
"AALB006717";"AATE010890";"AGAP000672";"ASIS023735"
"AALB009289";"AATE017820";"AGAP002089";"ASIS023619"
"AALB008497";"AATE004861";"AGAP011708";"ASIS002187"
"AALB006182";"AATE000601";"AGAP007606";"ASIS014016"
"AALB008248";"AATE017589";"AGAP003933";"ASIS006591"
"AALB008874";"AATE018487";"AGAP003287";"ASIS022109"
"AALB008534";"AATE008643";"AGAP004310";"ASIS005240"
"AALB005582";"AATE006977";"AGAP007168";"ASIS012269"
"AALB005394";"AATE001742";"AGAP007613";"ASIS011248"
"AALB003697";"AATE017902";"AGAP000332";"ASIS015155"
"AALB002583";"AATE012226";"AGAP003355";"ASIS015354"
"AALB001898";"AATE020312";"AGAP009003";"ASIS016644"
"AALB009104";"AATE005701";"AGAP012596";"ASIS008646"
"AALB009104";"AATE005701";"AGAP013119";"ASIS008646"
"AALB005987";"AATE002794";"AGAP005829";"ASIS017552"
"AALB008976";"AATE016931";"AGAP003895";"ASIS012597"
"AALB008214";"AATE002595";"AGAP002575";"ASIS022530"
"AALB010641";"AATE014721";"AGAP010865";"ASIS000647"
"AALB001812";"AATE004847";"AGAP008877";"ASIS002181"
"AALB004605";"AATE017411";"AGAP005605";"ASIS021022"
"AALB009249";"AATE002046";"AGAP001484";"ASIS019890"
"AALB004935";"AATE018097";"AGAP006145";"ASIS006797"
"AALB000216";"AATE011522";"AGAP028061";"ASIS008856"
"AALB005977";"AATE008718";"AGAP008349";"ASIS016196"
"AALB003599";"AATE006954";"AGAP004345";"ASIS001176"
"AALB007178";"AATE002917";"AGAP002403";"ASIS009256"
"AALB008232";"AATE009960";"AGAP002557";"ASIS014569"
"AALB008812";"AATE018189";"AGAP001914";"ASIS010012"
"AALB015622";"AATE007802";"AGAP002868";"ASIS013270"
"AALB008136";"AATE014787";"AGAP002980";"ASIS001137"
"AALB003640";"AATE008247";"AGAP003311";"ASIS001656"
"AALB002109";"AATE017655";"AGAP002327";"ASIS012194"
"AALB004003";"AATE015229";"AGAP000416";"ASIS001557"
"AALB003447";"AATE017780";"AGAP013090";"ASIS016562"
"AALB006977";"AATE008630";"AGAP010935";"ASIS004271"
"AALB005205";"AATE014597";"AGAP006436";"ASIS020602"
"AALB005205";"AATE017041";"AGAP006436";"ASIS020602"
"AALB010735";"AATE013091";"AGAP010656";"ASIS023341"
"AALB000924";"AATE011424";"AGAP008674";"ASIS000631"
"AALB000761";"AATE012641";"AGAP008768";"ASIS022492"
"AALB001715";"AATE005740";"AGAP009104";"ASIS018989"
"AALB003584";"AATE002876";"AGAP013062";"ASIS022311"
"AALB006189";"AATE009443";"AGAP006737";"ASIS012921"
"AALB007987";"AATE014113";"AGAP007810";"ASIS022838"
"AALB010389";"AATE005131";"AGAP010577";"ASIS018547"
"AALB007279";"AATE014381";"AGAP004371";"ASIS014898"
"AALB007279";"AATE014381";"AGAP012860";"ASIS014898"
"AALB001232";"AATE005531";"AGAP010373";"ASIS014770"
"AALB010052";"AATE015935";"AGAP011491";"ASIS002421"
"AALB008633";"AATE006461";"AGAP002312";"ASIS022225"
"AALB000203";"AATE020683";"AGAP009980";"ASIS007543"
"AALB002672";"AATE013535";"AGAP001451";"ASIS019511"
"AALB002165";"AATE021005";"AGAP002261";"ASIS001041"
"AALB004374";"AATE010271";"AGAP005301";"ASIS009858"
"AALB006832";"AATE017735";"AGAP000569";"ASIS013596"
"AALB006010";"AATE018466";"AGAP006770";"ASIS021641"
"AALB007048";"AATE003843";"AGAP011166";"ASIS015962"
"AALB003976";"AATE007340";"AGAP010463";"ASIS010925"
"AALB006094";"AATE010467";"AGAP005776";"ASIS013277"
"AALB006541";"AATE016084";"AGAP000384";"ASIS010303"
"AALB006541";"AATE018175";"AGAP000384";"ASIS010303"
"AALB005095";"AATE012904";"AGAP005490";"ASIS007951"
"AALB005095";"AATE012904";"AGAP005490";"ASIS017428"
"AALB005095";"AATE012904";"AGAP005490";"ASIS007207"
"AALB010045";"AATE003800";"AGAP011502";"ASIS002031"
"AALB008474";"AATE006270";"AGAP011368";"ASIS000059"
"AALB007632";"AATE020408";"AGAP000962";"ASIS012168"
"AALB003407";"AATE013288";"AGAP001597";"ASIS022610"
"AALB009721";"AATE008901";"AGAP002463";"ASIS019464"
"AALB008752";"AATE012099";"AGAP001670";"ASIS005053"
"AALB006837";"AATE006828";"AGAP000868";"ASIS015476"
"AALB008947";"AATE000195";"AGAP002734";"ASIS022733"
"AALB004261";"AATE016410";"AGAP005883";"ASIS000337"
"AALB000674";"AATE014458";"AGAP008165";"ASIS013203"
"AALB009440";"AATE016547";"AGAP002500";"ASIS014317"
"AALB003906";"AATE004742";"AGAP002275";"ASIS005410"
"AALB002764";"AATE018746";"AGAP003689";"ASIS001228"
"AALB005532";"AATE001726";"AGAP007247";"ASIS001032"
"AALB010482";"AATE000041";"AGAP012143";"ASIS020939"
"AALB006981";"AATE014043";"AGAP010939";"ASIS000905"
"AALB001141";"AATE013412";"AGAP009898";"ASIS020710"
"AALB001141";"AATE013412";"AGAP009897";"ASIS020710"
"AALB010019";"AATE015615";"AGAP012106";"ASIS013685"
"AALB010019";"AATE015615";"AGAP012081";"ASIS013685"
"AALB000152";"AATE017065";"AGAP008264";"ASIS001963"
"AALB008729";"AATE010693";"AGAP003179";"ASIS018449"
"AALB008688";"AATE008076";"AGAP004434";"ASIS010282"
"AALB010624";"AATE003072";"AGAP010844";"ASIS014551"
"AALB015813";"AATE019026";"AGAP007544";"ASIS020399"
"AALB005874";"AATE014801";"AGAP006353";"ASIS019075"
"AALB002476";"AATE018147";"AGAP001568";"ASIS007760"
"AALB007820";"AATE018771";"AGAP007126";"ASIS008692"
"AALB007820";"AATE018771";"AGAP007126";"ASIS013466"
"AALB007820";"AATE018771";"AGAP007126";"ASIS020086"
"AALB000588";"AATE016883";"AGAP009968";"ASIS004715"
"AALB008406";"AATE001104";"AGAP012533";"ASIS005781"
"AALB008406";"AATE001104";"AGAP003328";"ASIS005781"
"AALB007384";"AATE016661";"AGAP010723";"ASIS017008"
"AALB004924";"AATE004955";"AGAP005578";"ASIS011429"
"AALB014164";"AATE002483";"AGAP028729";"ASIS007613"
"AALB001873";"AATE001065";"AGAP009646";"ASIS023344"
"AALB009265";"AATE014009";"AGAP001387";"ASIS006245"
"AALB000974";"AATE002266";"AGAP008090";"ASIS005879"
"AALB005683";"AATE016911";"AGAP005926";"ASIS014027"
"AALB015666";"AATE014629";"AGAP028142";"ASIS010110"
"AALB015666";"AATE014629";"AGAP028142";"ASIS002883"
"AALB008123";"AATE004905";"AGAP001752";"ASIS004641"
"AALB015655";"AATE020512";"AGAP006964";"ASIS009712"
"AALB007004";"AATE004172";"AGAP010341";"ASIS015634"
"AALB010758";"AATE017510";"AGAP028511";"ASIS004420"
"AALB008442";"AATE007260";"AGAP002704";"ASIS010275"
"AALB009948";"AATE011966";"AGAP010512";"ASIS007770"
"AALB009948";"AATE011966";"AGAP010512";"ASIS013674"
"AALB005317";"AATE018259";"AGAP006834";"ASIS007420"
"AALB005124";"AATE013856";"AGAP007459";"ASIS005565"
"AALB009442";"AATE000164";"AGAP004199";"ASIS016147"
"AALB008755";"AATE000952";"AGAP001564";"ASIS020778"
"AALB010355";"AATE015496";"AGAP000272";"ASIS020525"
"AALB004287";"AATE014887";"AGAP006016";"ASIS016068"
"AALB004287";"AATE014887";"AGAP006016";"ASIS019523"
"AALB004287";"AATE015291";"AGAP006016";"ASIS016068"
"AALB004287";"AATE015291";"AGAP006016";"ASIS019523"
"AALB005642";"AATE012363";"AGAP006481";"ASIS000082"
"AALB010601";"AATE010990";"AGAP011046";"ASIS003360"
"AALB001840";"AATE017782";"AGAP008899";"ASIS013065"
"AALB009482";"AATE007263";"AGAP002905";"ASIS017120"
"AALB008599";"AATE015855";"AGAP001555";"ASIS008073"
"AALB000938";"AATE007775";"AGAP008694";"ASIS007227"
"AALB003411";"AATE009326";"AGAP002184";"ASIS013843"
"AALB000033";"AATE017016";"AGAP008176";"ASIS002176"
"AALB009693";"AATE009495";"AGAP003574";"ASIS022368"
"AALB008795";"AATE006054";"AGAP010289";"ASIS021425"
"AALB002206";"AATE019228";"AGAP001806";"ASIS018435"
"AALB006176";"AATE016705";"AGAP006750";"ASIS015937"
"AALB002235";"AATE009789";"AGAP001859";"ASIS021276"
"AALB008806";"AATE020294";"AGAP001923";"ASIS002125"
"AALB008204";"AATE020515";"AGAP002156";"ASIS020066"
"AALB007935";"AATE013155";"AGAP010096";"ASIS001971"
"AALB004760";"AATE010733";"AGAP004818";"ASIS004698"
"AALB001092";"AATE018452";"AGAP008745";"ASIS019694"
"AALB007421";"AATE003031";"AGAP011292";"ASIS020529"
"AALB010612";"AATE020182";"AGAP012181";"ASIS021922"
"AALB001670";"AATE007927";"AGAP009140";"ASIS007532"
"AALB000544";"AATE019665";"AGAP009005";"ASIS020768"
"AALB005051";"AATE004179";"AGAP006602";"ASIS012189"
"AALB009089";"AATE005491";"AGAP002132";"ASIS003331"
"AALB007815";"AATE002639";"AGAP004975";"ASIS014823"
"AALB007815";"AATE002639";"AGAP004977";"ASIS014823"
"AALB007815";"AATE002639";"AGAP004975";"ASIS011728"
"AALB007815";"AATE002639";"AGAP004977";"ASIS011728"
"AALB007815";"AATE002543";"AGAP004975";"ASIS014823"
"AALB007815";"AATE002543";"AGAP004977";"ASIS014823"
"AALB007815";"AATE002543";"AGAP004975";"ASIS011728"
"AALB007815";"AATE002543";"AGAP004977";"ASIS011728"
"AALB001497";"AATE018659";"AGAP008124";"ASIS000347"
"AALB003413";"AATE000874";"AGAP002375";"ASIS002384"
"AALB001110";"AATE003377";"AGAP008725";"ASIS002720"
"AALB005637";"AATE005692";"AGAP006488";"ASIS018487"
"AALB005637";"AATE003131";"AGAP006488";"ASIS018487"
"AALB007735";"AATE013780";"AGAP000623";"ASIS017463"
"AALB000080";"AATE004672";"AGAP008780";"ASIS019042"
"AALB005967";"AATE008785";"AGAP005510";"ASIS014767"
"AALB007847";"AATE013291";"AGAP010202";"ASIS017956"
"AALB004786";"AATE019734";"AGAP005153";"ASIS020140"
"AALB010648";"AATE011631";"AGAP012788";"ASIS023295"
"AALB010648";"AATE011631";"AGAP010873";"ASIS023295"
"AALB006527";"AATE006100";"AGAP000242";"ASIS010409"
"AALB009072";"AATE009436";"AGAP012987";"ASIS017737"
"AALB002587";"AATE002328";"AGAP003359";"ASIS009496"
"AALB002587";"AATE002328";"AGAP003359";"ASIS004194"
"AALB007620";"AATE010550";"AGAP010887";"ASIS011740"
"AALB006879";"AATE005512";"AGAP000195";"ASIS013811"
"AALB009685";"AATE017521";"AGAP002603";"ASIS004977"
"AALB003205";"AATE007979";"AGAP005183";"ASIS021991"
"AALB005814";"AATE013232";"AGAP005858";"ASIS017440"
"AALB000394";"AATE009505";"AGAP007793";"ASIS011848"
"AALB007136";"AATE007978";"AGAP002012";"ASIS009318"
"AALB004909";"AATE016789";"AGAP006907";"ASIS007496"
"AALB008648";"AATE015308";"AGAP001632";"ASIS017392"
"AALB003303";"AATE020045";"AGAP000627";"ASIS007289"
"AALB008610";"AATE005368";"AGAP002293";"ASIS019022"
"AALB010317";"AATE020054";"AGAP011680";"ASIS010884"
"AALB007264";"AATE015609";"AGAP003966";"ASIS017917"
"AALB007535";"AATE011303";"AGAP004685";"ASIS023646"
"AALB003827";"AATE020175";"AGAP028628";"ASIS011475"
"AALB004171";"AATE010662";"AGAP005319";"ASIS008898"
"AALB006294";"AATE017741";"AGAP000882";"ASIS008387"
"AALB007435";"AATE002662";"AGAP011532";"ASIS010413"
"AALB006130";"AATE020169";"AGAP006176";"ASIS019845"
"AALB006130";"AATE020169";"AGAP006176";"ASIS018052"
"AALB006130";"AATE008242";"AGAP006176";"ASIS019845"
"AALB006130";"AATE008242";"AGAP006176";"ASIS018052"
"AALB014321";"AATE015387";"AGAP005191";"ASIS014486"
"AALB005777";"AATE011519";"AGAP005976";"ASIS015482"
"AALB004049";"AATE002012";"AGAP012131";"ASIS003805"
"AALB000400";"AATE007352";"AGAP028011";"ASIS005662"
"AALB008311";"AATE001776";"AGAP004625";"ASIS010338"
"AALB015797";"AATE006284";"AGAP003470";"ASIS004115"
"AALB015797";"AATE006284";"AGAP012549";"ASIS004115"
"AALB008117";"AATE019114";"AGAP001748";"ASIS012050"
"AALB001320";"AATE010874";"AGAP009655";"ASIS022517"
"AALB001545";"AATE002417";"AGAP008303";"ASIS002405"
"AALB002770";"AATE017866";"AGAP003704";"ASIS001205"
"AALB010593";"AATE005963";"AGAP011244";"ASIS015330"
"AALB003121";"AATE011430";"AGAP003821";"ASIS013297"
"AALB006953";"AATE014389";"AGAP010460";"ASIS021053"
"AALB005586";"AATE002028";"AGAP006625";"ASIS015181"
"AALB015646";"AATE006747";"AGAP003099";"ASIS020121"
"AALB009495";"AATE016929";"AGAP003282";"ASIS002471"
"AALB009495";"AATE016929";"AGAP003282";"ASIS008109"
"AALB008368";"AATE020068";"AGAP002638";"ASIS002430"
"AALB010137";"AATE005189";"AGAP012059";"ASIS018757"
"AALB008533";"AATE015608";"AGAP004311";"ASIS017769"
"AALB010308";"AATE011167";"AGAP028528";"ASIS006929"
"AALB008396";"AATE014035";"AGAP004225";"ASIS008808"
"AALB010863";"AATE017349";"AGAP001492";"ASIS018746"
"AALB008716";"AATE002553";"AGAP003886";"ASIS020026"
"AALB004829";"AATE017517";"AGAP006642";"ASIS003438"
"AALB003016";"AATE004935";"AGAP003729";"ASIS013013"
"AALB000566";"AATE009767";"AGAP009666";"ASIS019809"
"AALB005798";"AATE001666";"AGAP005949";"ASIS002017"
"AALB015804";"AATE014676";"AGAP003482";"ASIS015071"
"AALB000214";"AATE009835";"AGAP008719";"ASIS021110"
"AALB009595";"AATE015824";"AGAP028467";"ASIS011491"
"AALB000994";"AATE002312";"AGAP008376";"ASIS009743"
"AALB003897";"AATE004876";"AGAP010396";"ASIS013128"
"AALB001499";"AATE004087";"AGAP008127";"ASIS020770"
"AALB008494";"AATE002306";"AGAP011711";"ASIS022478"
"AALB008955";"AATE013380";"AGAP002726";"ASIS020976"
"AALB007750";"AATE003730";"AGAP000056";"ASIS013948"
"AALB008837";"AATE013337";"AGAP001879";"ASIS001393"
"AALB001972";"AATE008282";"AGAP007746";"ASIS012821"
"AALB002480";"AATE003652";"AGAP003753";"ASIS015853"
"AALB000910";"AATE005150";"AGAP008656";"ASIS017352"
"AALB000910";"AATE005150";"AGAP008656";"ASIS002626"
"AALB007237";"AATE013206";"AGAP002947";"ASIS004118"
"AALB002701";"AATE013867";"AGAP001958";"ASIS014241"
"AALB009147";"AATE003138";"AGAP001532";"ASIS001757"
"AALB009147";"AATE007693";"AGAP001532";"ASIS001757"
"AALB000096";"AATE000943";"AGAP009745";"ASIS008698"
"AALB000903";"AATE019210";"AGAP008649";"ASIS007386"
"AALB004459";"AATE003474";"AGAP005808";"ASIS017173"
"AALB006016";"AATE006168";"AGAP006088";"ASIS005165"
"AALB005413";"AATE003458";"AGAP007687";"ASIS008999"
"AALB002002";"AATE019896";"AGAP009866";"ASIS011223"
"AALB009743";"AATE008607";"AGAP000932";"ASIS022976"
"AALB003147";"AATE008992";"AGAP003795";"ASIS013304"
"AALB008159";"AATE017196";"AGAP003902";"ASIS007901"
"AALB006453";"AATE019006";"AGAP000626";"ASIS018602"
"AALB006623";"AATE011791";"AGAP000081";"ASIS015246"
"AALB010113";"AATE014792";"AGAP011553";"ASIS004380"
"AALB010113";"AATE014792";"AGAP011553";"ASIS011397"
"AALB007539";"AATE000153";"AGAP012610";"ASIS014568"
"AALB007539";"AATE000153";"AGAP012481";"ASIS014568"
"AALB007539";"AATE001322";"AGAP012610";"ASIS014568"
"AALB007539";"AATE001322";"AGAP012481";"ASIS014568"
"AALB009470";"AATE015369";"AGAP004464";"ASIS008835"
"AALB008725";"AATE007607";"AGAP003183";"ASIS021890"
"AALB001459";"AATE019780";"AGAP028086";"ASIS013129"
"AALB000711";"AATE006271";"AGAP008513";"ASIS005992"
"AALB009459";"AATE011281";"AGAP004179";"ASIS022201"
"AALB000382";"AATE008250";"AGAP009812";"ASIS005044"
"AALB000407";"AATE001922";"AGAP008557";"ASIS008320"
"AALB003526";"AATE000378";"AGAP004595";"ASIS006586"
"AALB004041";"AATE000606";"AGAP012135";"ASIS020545"
"AALB007210";"AATE015020";"AGAP003503";"ASIS015806"
"AALB007210";"AATE015020";"AGAP012868";"ASIS015806"
"AALB006723";"AATE003407";"AGAP013126";"ASIS010031"
"AALB010675";"AATE016174";"AGAP011752";"ASIS018529"
"AALB002031";"AATE019219";"AGAP008067";"ASIS012396"
"AALB005803";"AATE013761";"AGAP005783";"ASIS003225"
"AALB005976";"AATE010338";"AGAP007416";"ASIS000247"
"AALB008913";"AATE020936";"AGAP003389";"ASIS013083"
"AALB002259";"AATE003300";"AGAP002425";"ASIS023276"
"AALB008431";"AATE016365";"AGAP002962";"ASIS005318"
"AALB008767";"AATE001146";"AGAP004376";"ASIS012235"
"AALB010074";"AATE018455";"AGAP012274";"ASIS012680"
"AALB007788";"AATE008089";"AGAP001050";"ASIS019454"
"AALB005641";"AATE014127";"AGAP006482";"ASIS021822"
"AALB000247";"AATE010040";"AGAP007775";"ASIS017016"
"AALB010004";"AATE012694";"AGAP004739";"ASIS010634"
"AALB003052";"AATE011606";"AGAP002890";"ASIS023630"
"AALB010285";"AATE018571";"AGAP028596";"ASIS015661"
"AALB008040";"AATE015462";"AGAP008927";"ASIS017858"
"AALB006595";"AATE014147";"AGAP000912";"ASIS003814"
"AALB009536";"AATE011668";"AGAP003221";"ASIS011666"
"AALB005584";"AATE002366";"AGAP006627";"ASIS018848"
"AALB005776";"AATE015632";"AGAP028397";"ASIS022034"
"AALB015589";"AATE013080";"AGAP002862";"ASIS016248"
"AALB008295";"AATE001239";"AGAP001424";"ASIS004581"
"AALB015502";"AATE014608";"AGAP009191";"ASIS014470"
"AALB015502";"AATE001482";"AGAP009191";"ASIS014470"
"AALB000204";"AATE017249";"AGAP009979";"ASIS007934"
"AALB000204";"AATE017249";"AGAP009979";"ASIS002482"
"AALB000204";"AATE011885";"AGAP009979";"ASIS007934"
"AALB000204";"AATE011885";"AGAP009979";"ASIS002482"
"AALB000204";"AATE011098";"AGAP009979";"ASIS007934"
"AALB000204";"AATE011098";"AGAP009979";"ASIS002482"
"AALB014398";"AATE002247";"AGAP028749";"ASIS002788"
"AALB002437";"AATE016173";"AGAP001703";"ASIS009816"
"AALB002694";"AATE015804";"AGAP001337";"ASIS019172"
"AALB006170";"AATE003586";"AGAP006761";"ASIS006961"
"AALB004642";"AATE020362";"AGAP005728";"ASIS017596"
"AALB006708";"AATE017124";"AGAP000109";"ASIS003283"
"AALB008898";"AATE010005";"AGAP002813";"ASIS018129"
"AALB008182";"AATE014100";"AGAP003598";"ASIS021801"
"AALB007607";"AATE007067";"AGAP010442";"ASIS011330"
"AALB004947";"AATE009957";"AGAP007160";"ASIS009333"
"AALB010746";"AATE016827";"AGAP011095";"ASIS015714"
"AALB004661";"AATE012105";"AGAP006393";"ASIS013928"
"AALB003150";"AATE005575";"AGAP003793";"ASIS017339"
"AALB000145";"AATE011239";"AGAP009236";"ASIS009614"
"AALB002400";"AATE004301";"AGAP003019";"ASIS005727"
"AALB002175";"AATE011712";"AGAP001972";"ASIS004673"
"AALB004675";"AATE019723";"AGAP006228";"ASIS010915"
"AALB004593";"AATE004243";"AGAP005586";"ASIS019788"
"AALB007205";"AATE016718";"AGAP003496";"ASIS010828"
"AALB008634";"AATE002416";"AGAP004628";"ASIS003030"
"AALB007515";"AATE007670";"AGAP004794";"ASIS004702"
"AALB007003";"AATE018067";"AGAP010340";"ASIS001990"
"AALB005925";"AATE009351";"AGAP005941";"ASIS015913"
"AALB004663";"AATE010232";"AGAP005640";"ASIS006799"
"AALB001865";"AATE004364";"AGAP009521";"ASIS011813"
"AALB000461";"AATE003185";"AGAP008340";"ASIS003586"
"AALB009608";"AATE001219";"AGAP004485";"ASIS018566"
"AALB004452";"AATE000281";"AGAP005917";"ASIS015866"
"AALB000358";"AATE015451";"AGAP008298";"ASIS020890"
"AALB015617";"AATE011590";"AGAP002864";"ASIS016352"
"AALB003501";"AATE000484";"AGAP002659";"ASIS020766"
"AALB008770";"AATE012309";"AGAP010259";"ASIS001505"
"AALB001380";"AATE009898";"AGAP007895";"ASIS020758"
"AALB007914";"AATE010468";"AGAP010142";"ASIS003881"
"AALB010068";"AATE003489";"AGAP012283";"ASIS022687"
"AALB001903";"AATE020874";"AGAP007846";"ASIS009685"
"AALB003872";"AATE008008";"AGAP011547";"ASIS007254"
"AALB002294";"AATE000817";"AGAP002793";"ASIS016371"
"AALB002850";"AATE020846";"AGAP003424";"ASIS003788"
"AALB009130";"AATE016163";"AGAP001548";"ASIS006897"
"AALB001115";"AATE020423";"AGAP008730";"ASIS010192"
"AALB006911";"AATE014918";"AGAP001090";"ASIS016634"
"AALB000267";"AATE004026";"AGAP028184";"ASIS003270"
"AALB000267";"AATE004026";"AGAP008331";"ASIS003270"
"AALB006045";"AATE013976";"AGAP005411";"ASIS015852"
"AALB001481";"AATE013773";"AGAP008364";"ASIS001802"
"AALB008337";"AATE002219";"AGAP004610";"ASIS011774"
"AALB001580";"AATE009175";"AGAP013753";"ASIS018521"
"AALB010484";"AATE016597";"AGAP012146";"ASIS010161"
"AALB006742";"AATE019925";"AGAP000758";"ASIS007746"
"AALB009663";"AATE007208";"AGAP002231";"ASIS020763"
"AALB000545";"AATE014111";"AGAP009006";"ASIS001082"
"AALB009337";"AATE015089";"AGAP001238";"ASIS021905"
"AALB003485";"AATE018388";"AGAP004410";"ASIS000126"
"AALB005812";"AATE005258";"AGAP005860";"ASIS002530"
"AALB004236";"AATE002948";"AGAP007005";"ASIS021545"
"AALB004985";"AATE016780";"AGAP004923";"ASIS020112"
"AALB010710";"AATE013756";"AGAP010770";"ASIS018152"
"AALB000151";"AATE011146";"AGAP000565";"ASIS015034"
"AALB001359";"AATE020983";"AGAP007873";"ASIS017052"
"AALB005904";"AATE017188";"AGAP005332";"ASIS019390"
"AALB008905";"AATE018015";"AGAP003395";"ASIS014246"
"AALB010167";"AATE001272";"AGAP010902";"ASIS006789"
"AALB010167";"AATE018318";"AGAP010902";"ASIS006789"
"AALB009261";"AATE003699";"AGAP013112";"ASIS000649"
"AALB005297";"AATE010835";"AGAP028658";"ASIS006361"
"AALB005297";"AATE010835";"AGAP028659";"ASIS006361"
"AALB005297";"AATE007186";"AGAP028658";"ASIS006361"
"AALB005297";"AATE007186";"AGAP028659";"ASIS006361"
"AALB005297";"AATE006174";"AGAP028658";"ASIS006361"
"AALB005297";"AATE006174";"AGAP028659";"ASIS006361"
"AALB015540";"AATE006335";"AGAP011918";"ASIS017966"
"AALB000661";"AATE014793";"AGAP008989";"ASIS009280"
"AALB004612";"AATE016394";"AGAP005615";"ASIS003970"
"AALB004812";"AATE017022";"AGAP005397";"ASIS017989"
"AALB006870";"AATE003727";"AGAP010182";"ASIS019322"
"AALB006870";"AATE003727";"AGAP000200";"ASIS019322"
"AALB006870";"AATE017610";"AGAP010182";"ASIS019322"
"AALB006870";"AATE017610";"AGAP000200";"ASIS019322"
"AALB006870";"AATE009101";"AGAP010182";"ASIS019322"
"AALB006870";"AATE009101";"AGAP000200";"ASIS019322"
"AALB006870";"AATE002877";"AGAP010182";"ASIS019322"
"AALB006870";"AATE002877";"AGAP000200";"ASIS019322"
"AALB004820";"AATE000917";"AGAP005698";"ASIS003574"
"AALB004820";"AATE000917";"AGAP012903";"ASIS003574"
"AALB004820";"AATE000917";"AGAP005697";"ASIS003574"
"AALB004820";"AATE000917";"AGAP005698";"ASIS019467"
"AALB004820";"AATE000917";"AGAP012903";"ASIS019467"
"AALB004820";"AATE000917";"AGAP005697";"ASIS019467"
