alb_ID alb_chr alb_start alb_length alb_strand atr_scf atr_start atr_length atr_strand gam_chr gam_start gam_length gam_strand
AALB009217 2R 16058301 1524 -1 3R 105158032 1807 -1 2R 26386795 1426 -1
AALB004150 3L 141166556 13449 1 2L 92545647 14603 -1 2L 104722643 41265 1
AALB015837 2R 28971328 1770 -1 3R 155308819 1879 -1 2R 45205585 1664 -1
AALB008087 2R 44787864 7152 -1 3R 146136239 11611 1 2R 77694264 12508 1
AALB002155 2R 33357216 6835 -1 3R 112300075 2952 1 2R 74833423 6856 1
AALB010819 3R 121821415 2444 -1 3L 170717913 2249 1 3L 220938619 1043 -1
AALB007594 3R 131079341 3151 1 3L 196618010 3514 -1 3L 191261648 2193 1
AALB008553 2R 60664256 15441 1 3R 145837972 8823 1 2R 77356314 25126 1
AALB001864 2L 92524088 1495 -1 2R 17495209 4466 -1 3R 170071289 1613 1
AALB000047 2L 89295421 2973 -1 2R 50887945 2747 1 3R 138256492 2721 1
AALB003758 3R 102385273 745 -1 X 14089634 857 1 2R 41958045 791 1
AALB000782 2L 75861604 5846 1 2R 22580276 7068 -1 3R 146093487 2003 -1
AALB003050 2R 48127892 425 1 3R 109351884 5699 -1 2R 53137348 461 1
AALB010559 3R 117406864 8690 -1 3L 165022005 8744 1 3L 198545201 9044 1
AALB004481 3L 146677650 755 1 3R 120795289 7547 1 2L 106223114 755 -1
AALB008640 2R 59311504 4776 -1 3R 129324401 6270 -1 2R 31489626 3288 -1
AALB006006 3L 166957237 389 -1 2L 93311913 389 -1 2L 108119070 487 -1
AALB002984 2R 46871137 12345 1 3R 159129375 9688 -1 2R 81721789 9408 -1
AALB005088 3L 156029964 2192 -1 2L 70067811 7110 -1 2L 117293791 11994 -1
AALB006075 3L 167707418 1279 1 2L 81050826 1408 -1 2L 101249475 526 1
AALB009975 3R 107725003 5762 -1 3L 182073037 10297 1 3L 228773454 4843 -1
AALB004618 3L 148690184 1415 1 2L 97534672 1881 -1 2L 103454294 1703 -1
AALB004161 3L 141415766 7300 1 2L 92303513 23443 -1 2L 105011950 34204 1
AALB008346 2R 40866929 3609 1 3R 137293433 2767 -1 2R 60548615 2523 1
AALB001868 2L 92444469 3359 -1 2R 17427626 2183 -1 3R 170167974 2007 1
AALB004819 3L 151611493 6014 1 2L 98277055 5418 1 2L 104653917 1873 -1
AALB003126 2R 49613526 1135 1 3R 137199698 1138 -1 2R 67984006 1042 -1
AALB010280 3R 113120794 1510 1 3L 183419330 3477 -1 3L 204096229 1423 1
AALB000919 2L 73716759 1235 1 2R 55119380 1470 1 3R 149447992 1486 -1
AALB010825 3R 121882631 4936 1 3L 170656094 4828 -1 3L 221030286 4682 1
AALB004211 3L 141872043 3157 1 2L 63113123 3386 -1 2L 102481666 3053 1
AALB008338 2R 40907568 741 -1 3R 129393754 6807 1 2R 31558417 5489 1
AALB003554 2R 52608271 1821 -1 3R 158930751 1812 -1 2R 81498374 1824 -1
AALB009078 2R 17875791 3672 -1 3R 122205819 5811 1 2R 40294818 2657 1
AALB000572 2L 79103262 653 -1 2R 43417217 650 -1 3R 172544508 650 -1
AALB015729 3R 128156506 2956 1 3L 178854395 3368 -1 3L 205810540 6219 -1
AALB010276 3R 112928260 5769 1 3L 183661702 7042 -1 3L 203785244 2448 1
AALB003087 2R 48836642 2874 1 3R 140934887 7478 1 2R 68612423 2773 -1
AALB004113 3L 140711916 11417 1 2L 64740170 10630 1 2L 128635103 4755 -1
AALB007466 3R 134887435 6044 -1 2R 59544863 13443 1 2L 88909888 46365 -1
AALB007165 2R 29748925 1794 1 3R 106329130 2759 1 2R 57884708 2431 1
AALB002869 2R 62308738 1239 1 3R 148782852 1619 -1 2R 34776754 1436 -1
AALB001960 2L 91056617 7907 -1 2R 19932416 15964 1 3R 166382098 4010 -1
AALB014148 2R 63943657 1557 -1 2R 59026983 1283 1 3R 186529804 1204 -1
AALB009765 3R 104696893 1734 1 3L 186373250 2861 1 3L 224630463 2075 1
AALB010636 3R 118829219 6025 1 3L 187527883 7769 1 3L 200062110 5584 1
AALB007924 2L 65173276 3256 -1 2R 56628361 3940 -1 3R 184067421 5440 1
AALB008499 3R 125317111 7092 -1 3L 164313899 4674 -1 3L 212921543 6408 1
AALB001216 2L 67392501 2488 -1 2R 45183952 12673 -1 3R 158611391 14125 -1
AALB010632 3R 118771394 3861 -1 3L 187448949 3875 -1 3L 199971931 3711 -1
AALB000515 2L 80588227 6046 1 2R 53023717 9174 1 3R 171381682 4673 -1
AALB008975 2R 19549735 1937 1 3R 119983803 2577 -1 2R 69954136 1844 1
AALB009340 2R 14643671 4693 -1 3R 103982273 6064 1 2R 26012112 6483 -1
AALB004540 3L 147542357 1135 -1 2L 72163708 1440 -1 2L 131637076 1201 1
AALB005305 3L 158644137 2732 1 2L 82728329 3102 1 2L 124396524 2467 1
AALB007838 2L 63963718 2538 -1 2R 57199346 8647 -1 3R 184764071 8151 -1
AALB014805 2R 59502617 972 1 3R 157544940 1383 -1 2R 43313352 1300 -1
AALB009094 2R 17795358 3391 1 3R 122306507 4015 -1 2R 54794595 3449 -1
AALB007983 2L 65989207 4492 1 2R 48801892 5480 1 3R 136145383 3365 -1
AALB010385 3R 114673318 19823 -1 3L 170200703 4441 -1 3L 221825162 2786 1
AALB004485 3L 146810651 854 -1 2L 85605895 953 -1 2L 130911859 21142 -1
AALB003129 2R 49619020 4707 1 3R 137193613 1860 -1 2R 67977231 1633 -1
AALB008559 2R 60535224 5140 -1 3R 145688728 4633 -1 2R 77212770 4129 -1
AALB008864 2R 20888087 3554 1 3R 123772454 4980 -1 2R 32707833 4902 1
AALB005483 3L 160571054 10341 -1 2L 85355017 2248 1 2L 130765741 2857 1
AALB004864 3L 152901688 3832 -1 2L 102547684 34897 -1 2L 89629552 21327 1
AALB005957 3L 166214940 2803 -1 2L 80329874 2999 -1 2L 102122925 34607 1
AALB000935 2L 73495450 11571 1 2R 42772878 3590 1 3R 149785313 18355 -1
AALB001486 2L 99161206 1163 -1 2R 39862669 1344 1 3R 140692709 1314 1
AALB005649 3L 162448535 574 -1 2L 87618305 901 -1 2L 129777779 933 1
AALB000806 2L 75212807 1536 -1 2R 28098617 4263 -1 3R 178129415 1365 1
AALB015633 2L 93700561 3248 1 2R 22671651 3368 -1 3R 146186299 1185 -1
AALB005331 3L 158955164 982 -1 2L 61918207 1598 -1 2L 124786933 966 -1
AALB004626 3L 148752898 3721 1 2L 97611267 4168 1 2L 103526711 1411 1
AALB009730 2R 38165074 662 -1 3R 131669204 1244 1 2R 46105144 1021 -1
AALB005457 3L 160352627 1066 -1 2L 73075452 8216 1 2L 132975768 1538 -1
AALB004766 3L 150850475 878 1 2L 66596029 872 -1 2L 111062917 848 1
AALB007873 2L 64556900 638 -1 2R 59380303 638 1 3R 186129839 1862 -1
AALB010827 3R 121913253 2033 1 3L 170628676 2011 -1 3L 221073293 1906 1
AALB004353 3L 144268457 4311 -1 2L 69107398 3779 -1 2L 98044497 2538 1
AALB008739 2R 57938087 5566 -1 3R 137563922 5891 1 2R 57746119 5701 -1
AALB004133 3L 141024530 11430 -1 2L 92789123 16933 -1 2L 121948746 71665 1
AALB003780 3R 102590829 9392 -1 3L 168990685 4480 1 3L 229081812 4013 -1
AALB008545 2R 60862399 10319 1 3R 145951748 13660 1 2R 77504974 6713 1
AALB002352 2R 27520076 1130 -1 3R 137691454 1286 1 2R 28432267 1074 1
AALB005558 3L 161384460 9674 1 2L 78715403 10247 -1 2L 125994717 10024 1
AALB002855 2R 62186081 1195 -1 3R 152209356 8961 1 2R 56565905 4818 -1
AALB003483 2R 53531288 2272 1 3R 136101138 2520 -1 2R 80068129 2384 -1
AALB002545 2R 25204009 10185 -1 3R 106204186 13045 -1 2R 46245834 7904 1
AALB000294 2L 84417690 6615 -1 2R 38657649 13452 -1 3R 165749515 16685 1
AALB002166 2R 33236794 1596 1 3R 148691067 4248 1 2R 42509660 2045 1
AALB008257 2R 42260616 7668 1 3R 149119567 8586 1 2R 39141789 7585 -1
AALB009670 2R 37197752 2217 -1 3R 148112043 2409 1 2R 41961106 2294 1
AALB005765 3L 163962275 1700 -1 2L 80106903 1550 -1 2L 128369539 1436 -1
AALB005418 3L 159927216 3376 1 2L 72675792 3970 -1 2L 134514569 3349 -1
AALB001160 2L 68961889 899 -1 2R 48962381 845 -1 3R 136292964 887 -1
AALB001148 2L 69029971 1331 1 2R 20992273 1370 -1 3R 180048513 1370 -1
AALB004795 3L 151326738 1853 -1 2L 77000273 1811 -1 2L 95981146 2946 1
AALB004037 3R 123295126 8382 1 3L 175008596 4975 -1 3L 205344640 6844 -1
AALB001633 2L 96874175 15096 1 2R 18378914 18525 -1 3R 168821829 18874 1
AALB000663 2L 77659871 4171 -1 2R 40579693 3502 -1 3R 179598113 1950 1
AALB000274 2L 84834524 7308 1 2R 25334237 7363 1 3R 144000143 5830 1
AALB002969 2R 46714201 4932 -1 3R 159293867 10456 1 2R 81883522 4181 1
AALB009465 2R 13218594 1764 1 3R 126171866 2692 1 2R 67609308 2256 -1
AALB008162 2R 43459451 2140 1 3R 111145164 2079 1 2R 70029220 1039 -1
AALB003009 2R 47400652 2162 -1 3R 134409542 4578 -1 2R 27888859 11344 1
AALB000256 2L 84978830 1186 1 2R 33557531 2374 -1 3R 155646658 1372 1
AALB004697 3L 149874175 2071 1 2L 65385108 2141 1 2L 125786023 1774 -1
AALB000081 2L 88619311 2141 1 2R 35946689 2154 1 3R 152619337 1995 -1
AALB003219 3L 139002187 948 -1 2L 83782157 1788 -1 2L 91142991 15380 -1
AALB000439 2L 81653380 9828 -1 2R 19414511 7205 -1 3R 167166379 5538 1
AALB003542 2R 52867625 8623 1 3R 133260668 9154 1 2R 63985926 10687 1
AALB008059 2R 45711940 17419 1 3R 129974763 17395 -1 2R 32024412 17692 -1
AALB001684 2L 95141318 1833 1 2R 41736028 4573 -1 3R 161297278 3934 1
AALB015484 3L 163384119 12664 -1 2L 61949685 17618 1 2L 124830580 15560 1
AALB002108 2R 34548416 710 1 3R 158415705 623 1 2R 44191766 970 1
AALB006966 3R 126258479 2544 1 3L 195191392 2873 1 3L 200338080 2070 -1
AALB000730 2L 76580538 1690 -1 2R 49068850 12222 1 3R 171910820 2093 1
AALB000483 2L 80994736 15462 1 2R 22708821 5929 -1 3R 141421803 5781 -1
AALB009715 2R 38022187 1292 1 3R 131864991 1184 -1 2R 45928822 1211 1
AALB009528 2R 12412596 4682 1 3R 124908053 5823 1 2R 58314896 5425 1
AALB002273 2R 31523586 1480 1 3R 109569424 2778 -1 2R 63708218 1703 -1
AALB002378 2R 27279026 654 1 3R 153504632 682 1 2R 53869436 1185 1
AALB009236 2R 15907555 1950 -1 3R 111719276 2922 1 2R 29922970 2116 -1
AALB010844 3R 122279755 3544 -1 3L 163245463 24478 1 3L 199203361 16169 -1
AALB001752 2L 94199673 547 1 2R 20320741 1086 1 3R 145552195 635 -1
AALB009946 3R 107282269 5410 1 3L 177275002 6507 -1 3L 223829562 2037 1
AALB005320 3L 158852996 805 1 2L 61772890 5837 1 2L 124633094 21550 1
AALB001720 2L 94460318 22338 -1 2R 37733622 2968 1 3R 160433104 2843 -1
AALB010427 3R 115451831 2810 1 3L 181552358 2604 -1 3L 229061584 2099 1
AALB004070 3R 122964068 8480 1 3L 172344444 11561 -1 3L 216333638 7848 1
AALB002729 2R 21952721 1946 1 X 9851155 2193 -1 X 7850066 4084 1
AALB009293 2R 15356780 5055 1 3R 134919639 8652 1 2R 39391456 6631 1
AALB000889 2L 74210316 8615 1 2R 47038406 9527 1 3R 182450823 26878 1
AALB009603 2R 36517831 1879 1 3R 158554970 1069 -1 2R 81115183 1954 -1
AALB000101 2L 88265016 7829 1 2R 28949967 3116 -1 3R 176924071 1785 1
AALB004955 3L 154052140 6112 -1 2L 86355269 4946 1 2L 99887203 1832 -1
AALB001004 2L 72005335 10222 1 2R 26411590 4684 -1 3R 145111629 3497 -1
AALB002038 2L 90024735 620 -1 2R 31511948 1656 -1 3R 139748773 603 -1
AALB001951 2L 91094526 11547 -1 2R 19898603 12341 1 3R 166429879 4274 -1
AALB002119 2R 34141035 960 -1 3R 158000346 1087 -1 2R 43738020 969 -1
AALB002331 2R 27839373 761 -1 3R 139278787 761 1 2R 79075963 931 1
AALB002429 2R 26522402 1318 -1 3R 123277287 1560 1 2R 55689448 1549 1
AALB005937 3L 165927125 5455 -1 2L 93501330 6076 -1 2L 127738896 3146 -1
AALB003600 2R 51846781 6867 -1 3R 139352842 9510 -1 2R 79142562 22222 -1
AALB005139 3L 156462859 7812 1 2L 73670871 2324 -1 2L 132375772 3165 1
AALB005352 3L 159137598 5386 -1 2L 96891611 7432 1 2L 122168245 5601 -1
AALB004282 3L 143119676 573 1 2L 67318127 551 -1 2L 110157253 450 1
AALB004496 3L 147106041 865 1 2L 98674460 1269 -1 2L 104223708 744 1
AALB008629 2R 59498823 4010 -1 3R 157546781 6289 1 2R 43314953 12745 1
AALB010808 3R 121737985 12651 1 3L 186923231 18673 1 3L 226180791 14674 1
AALB000966 2L 72791053 3518 1 2R 39634493 2240 1 3R 148622028 976 1
AALB015887 3R 120334118 30773 1 3L 174025890 4389 1 3L 195903128 17177 -1
AALB002637 2R 23165948 7808 -1 3R 121209974 4839 -1 2R 65050334 4826 1
AALB005078 3L 155909614 10293 1 2L 69889096 8564 1 2L 117092414 12141 1
AALB002927 2R 63203887 4608 -1 2R 58512844 6378 -1 3R 187166223 48887 -1
AALB010000 3R 108051914 5720 1 3L 168561216 5577 -1 3L 225415948 2962 -1
AALB009414 2R 13645076 2504 1 3R 105016796 2875 -1 2R 24912414 2491 1
AALB005839 3L 164760737 8204 1 2L 94822182 8690 -1 2L 113110713 12520 -1
AALB009162 2R 16945764 6691 1 3R 106056226 6494 1 2R 46439277 8683 -1
AALB002836 2R 61931403 999 -1 3R 156479976 1528 -1 2R 62018202 1777 1
AALB015669 2R 52488983 4540 -1 3R 147984299 4007 1 2R 41820885 5756 1
AALB003012 2R 47464217 460 -1 3R 134509188 1103 -1 2R 27835325 813 1
AALB002440 2R 26457825 8819 -1 3R 123350780 8969 1 2R 33045981 8525 -1
AALB000659 2L 77716572 5009 -1 2R 40649948 7252 -1 3R 157568879 6970 1
AALB008007 2L 66396906 3889 -1 2R 48068974 3327 -1 3R 135616726 2090 -1
AALB009061 2R 18422526 548 1 3R 150863445 548 1 2R 44532008 836 1
AALB007603 3R 131491191 4877 1 3L 196294329 12719 -1 3L 191534426 4275 1
AALB009681 2R 37527530 308 -1 3R 117997462 311 -1 2R 48099854 498 1
AALB000312 2L 84009969 4364 1 2R 33850583 2325 1 3R 156148580 4538 1
AALB010752 3R 120805087 6716 -1 3L 174533820 3506 -1 3L 204899423 792 -1
AALB003868 3R 104470984 15893 -1 3L 165722016 4982 1 3L 216348923 10512 1
AALB009167 2R 16822978 9811 1 3R 105934310 10360 1 2R 46596478 10550 -1
AALB001925 2L 91642036 1538 1 2R 31395521 3578 -1 3R 139631370 2341 -1
AALB010719 3R 120047283 3275 -1 3L 164607688 7543 1 3L 197832068 2651 1
AALB007877 2L 64582760 9347 1 2R 59330580 5347 -1 3R 186194296 3527 1
AALB008979 2R 19473072 923 -1 3R 113190539 869 -1 2R 52549141 851 1
AALB001247 3R 133612904 3615 -1 3L 198734914 5930 1 3L 190128490 5718 -1
AALB005686 3L 163076007 13736 1 2L 77375021 7259 1 2L 109205485 4418 -1
AALB000527 2L 80451843 3715 -1 2R 52864532 12949 -1 3R 171620605 16393 1
AALB015555 2L 91285577 1269 1 2R 21835330 5223 -1 3R 179221672 1225 -1
AALB002043 2L 90003414 1137 1 2R 31490887 1435 1 3R 139726503 1278 1
AALB001900 2L 91984067 1195 -1 2R 53911042 1166 -1 3R 136724253 1128 1
AALB004830 3L 152035430 3696 -1 2L 71562746 7920 1 2L 121003129 787 1
AALB015497 2R 13011979 11181 -1 3R 125910699 12825 -1 2R 53355861 10732 -1
AALB002988 2R 46894844 7676 -1 3R 159102977 9230 1 2R 81700336 5948 1
AALB015613 2R 38655665 1766 1 3R 149392261 4831 1 2R 56203768 2062 -1
AALB005811 3L 164494138 669 -1 2L 93337602 1389 1 2L 108150606 1306 1
AALB003125 2R 49606240 5389 -1 3R 137201421 8739 1 2R 67988672 4948 1
AALB007233 2R 28950874 18710 1 3R 155288100 20278 1 2R 45183943 16591 1
AALB010326 3R 113938476 1692 1 3L 167987976 3099 1 3L 219364605 1691 1
AALB002214 2R 32626509 2358 1 3R 106671432 2759 -1 2R 35120643 1004 -1
AALB001121 2L 69580469 920 1 2R 33362913 917 -1 3R 155911726 1502 1
AALB008829 2R 21519276 859 -1 3R 107562188 967 -1 2R 36160385 715 -1
AALB008893 2R 20301057 4333 1 3R 113768147 20799 1 2R 52108265 16009 -1
AALB010754 3R 120852364 3005 1 3L 174577836 9110 1 3L 204949517 1626 1
AALB003589 2R 52251648 13348 1 3R 149722234 4692 1 2R 55854530 3497 -1
AALB005903 3L 165518698 1685 1 2L 86513535 5168 -1 2L 99720925 5890 1
AALB009752 3L 136663943 3507 1 2L 88401594 4673 -1 2L 94132508 4162 1
AALB010260 3R 112679475 1550 1 3L 170293092 2009 1 3L 221699826 1497 -1
AALB008161 2R 43461806 3237 -1 3R 111147092 3188 -1 2R 70024969 3419 1
AALB005922 3L 165786674 2601 -1 2L 94102147 3173 -1 2L 116061878 3550 1
AALB009672 2R 37222354 945 1 3R 117689998 999 1 2R 48397432 900 -1
AALB002260 2R 31701445 4313 1 3R 110241143 3909 1 2R 45390280 67746 1
AALB000855 2L 74668740 4934 -1 2R 34776123 3824 1 3R 159825137 3335 -1
AALB005732 3L 163555907 4802 1 2L 97361746 1302 1 2L 125724980 1246 1
AALB009512 2R 12707078 2281 -1 3R 125460968 2233 -1 2R 58821873 2472 -1
AALB007516 3R 134279907 5449 1 2L 102955137 16159 1 2L 89123562 15784 -1
AALB008496 3R 125333043 7505 1 3L 173828836 7755 -1 3L 219693268 4365 1
AALB009577 2R 36103943 16958 1 3R 119457648 1924 1 2R 46727781 1394 -1
AALB002368 2R 27356946 18349 -1 3R 153588047 19964 -1 2R 53946258 18390 -1
AALB002190 2R 33022374 1956 -1 3R 154746786 6431 -1 2R 37441637 21326 1
AALB004526 3L 147447720 5136 -1 2L 72052389 6354 -1 2L 131554089 5333 -1
AALB010617 3R 118636479 8679 1 3L 187235654 14578 1 3L 226499067 2867 1
AALB003247 3L 139241530 2328 -1 2L 69015344 2569 -1 2L 114211348 3138 -1
AALB010494 3R 116645040 1749 1 3L 188967041 2056 1 3L 228369027 1727 -1
AALB005431 3L 160021299 2914 -1 2L 72582959 4410 1 2L 134845713 3803 1
AALB007201 2R 29365881 8556 -1 3R 155776593 9737 -1 2R 62883962 17566 1
AALB004621 3L 148702379 5505 -1 2L 97537820 7479 -1 2L 103457848 6218 -1
AALB002806 2R 61657180 2054 1 3R 156158170 2320 1 2R 62443061 1712 -1
AALB004659 3L 149403543 4250 -1 2L 79606702 2024 -1 2L 116592939 2291 1
AALB015558 2R 24132988 1749 1 3R 127716406 1194 -1 2R 60938736 1346 -1
AALB002071 2R 35181525 4139 1 3R 152115231 2413 1 2R 56635846 2196 -1
AALB000234 2L 85418315 10305 -1 2R 47528785 11719 1 3R 135225457 12143 1
AALB008173 2R 43250262 5591 1 3R 110919533 17644 1 2R 70554724 15401 -1
AALB002934 2R 63249037 2386 -1 2R 58775927 2747 1 3R 186831022 2062 -1
AALB002659 2R 22841757 8398 -1 3R 128834442 3078 -1 2R 71803744 3076 -1
AALB005669 3L 162856826 2471 1 2L 87044427 2556 -1 2L 112537899 1456 -1
AALB005693 3L 163171242 3622 1 2L 62222937 9551 -1 2L 125143463 37733 -1
AALB000535 2L 80224097 2189 -1 2R 44420349 2472 1 3R 173535477 4080 1
AALB006036 3L 167328509 3549 1 2L 81595810 8215 -1 2L 100869965 1878 -1
AALB000533 2L 80227811 2121 1 2R 44416219 3540 -1 3R 173526567 6670 -1
AALB003492 2R 53490614 1261 1 3R 136142433 2372 -1 2R 80112931 1452 -1
AALB009650 2R 36884990 3601 -1 3R 148506277 4429 1 2R 42319888 3626 1
AALB008153 2R 43531149 4628 1 3R 146394668 5560 1 2R 54505253 4737 1
AALB004445 3L 145815759 4008 1 2L 77437961 4340 -1 2L 109116264 3807 1
AALB000986 2L 72276655 1053 -1 2R 39685371 1130 1 3R 140528171 1290 1
AALB009529 2R 12411080 938 -1 3R 124906733 1026 -1 2R 58288572 964 1
AALB006009 3L 166988351 8257 -1 2L 81995164 13417 1 2L 123585167 14942 1
AALB003975 3R 124223533 6879 1 3L 197654081 11495 -1 3L 191895162 8214 -1
AALB003860 3R 104194443 1088 1 3L 166042770 18594 -1 3L 216825714 4760 -1
AALB010309 3R 113818619 1030 -1 3L 167855825 5196 1 3L 219214307 1121 1
AALB007963 2L 65744852 845 -1 2R 56071107 2249 1 3R 183359895 4202 1
AALB004210 3L 141869877 1828 -1 2L 63116989 4117 1 2L 102477436 2462 -1
AALB008841 2R 21366753 14548 -1 3R 107415655 5427 -1 2R 35995968 2986 -1
AALB004093 3L 140187523 7377 1 2L 64268776 8331 1 2L 115289184 123485 1
AALB007344 3L 137823762 3279 1 2L 89113781 3728 1 2L 93297834 3201 -1
AALB002151 2R 33442295 1133 -1 3R 112219131 3173 1 2R 74745728 1328 1
AALB002274 2R 31517011 5862 -1 3R 109575758 3323 1 2R 63680606 3152 -1
AALB000871 2L 74545828 1870 -1 2R 55664041 3937 -1 3R 182922691 1566 -1
AALB003257 3L 139321398 1175 1 2L 63443769 12187 1 2L 114306239 44500 1
AALB007427 3R 129003453 3499 -1 3L 192182723 3766 1 3L 208517923 3332 -1
AALB003773 3R 102518480 5120 -1 3L 169073573 5373 1 3L 223437843 3905 -1
AALB005745 3L 163785294 9094 1 2L 68157361 9020 -1 2L 107566144 9204 1
AALB002783 2R 56819454 1575 1 3R 139112761 1699 -1 2R 66674744 3976 -1
AALB002360 2R 27495055 6335 -1 3R 111951520 2861 -1 2R 28452167 2919 1
AALB008832 2R 21496783 1211 -1 3R 107519068 9309 1 2R 36109355 2684 1
AALB005304 3L 158640552 2057 1 2L 82721602 6368 1 2L 124391254 2126 1
AALB005579 3L 161530284 6476 1 2L 88319352 13965 -1 2L 129166973 4316 1
AALB007470 3R 134784532 15329 -1 2R 59851310 18666 -1 2L 88671884 15069 1
AALB009049 2R 18631926 6793 1 3R 113410203 12055 -1 2R 44772273 12248 1
AALB006957 3R 126166777 1543 -1 3L 197568568 5296 1 3L 191832099 1410 1
AALB009828 3R 105355119 2392 -1 3L 194019474 3349 1 3L 197006963 23430 1
AALB004216 3L 141913927 1415 1 2L 63064885 3293 -1 2L 102539445 1649 1
AALB007417 3R 129056537 395 1 3L 192112247 798 -1 3L 208587073 408 1
AALB005656 3L 162598630 9423 1 2L 87847532 8418 1 2L 129569398 10289 -1
AALB003159 2R 50073098 6684 -1 3R 136653553 22240 1 2R 80693282 8527 1
AALB001722 2L 94444920 1440 -1 2R 37769649 21544 1 3R 160391578 1497 -1
AALB006247 3L 170024153 661 1 2L 74506790 1016 -1 2L 134100915 744 1
AALB008102 2R 44531219 5675 1 3R 144128580 7542 -1 2R 38787959 7161 -1
AALB004253 3L 142577164 689 1 2L 78298650 645 -1 2L 108225043 643 1
AALB007166 2R 29747882 518 -1 3R 106327997 720 -1 2R 46124382 482 1
AALB009655 2R 36924304 5209 1 3R 148447412 11166 -1 2R 42267887 3226 -1
AALB002825 2R 61843563 3798 1 3R 156343734 3154 1 2R 62191826 3108 -1
AALB007845 2L 64141697 6019 -1 2R 57901345 11803 -1 3R 185443145 27115 -1
AALB009554 2R 12199947 8926 -1 3R 103246765 8579 1 2R 24320606 6430 1
AALB009540 2R 12348908 1233 -1 3R 124826523 1061 -1 2R 58248682 1359 -1
AALB008419 2R 39284559 1494 -1 3R 146184579 1611 1 2R 77751832 1685 1
AALB009913 3R 106441702 905 1 2R 46680149 4641 1 3R 182103400 1049 1
AALB002937 2R 63278446 15473 -1 2R 58714473 26031 -1 3R 186932955 47471 1
AALB008348 2R 40862712 931 1 3R 137300446 1249 -1 2R 60542406 1227 1
AALB007973 2L 65871472 10012 1 2R 55916488 2848 -1 3R 183207845 2053 -1
AALB005625 3L 162232677 1076 1 2L 61673369 2166 1 2L 118595588 13071 -1
AALB005651 3L 162511429 6875 1 2L 87728125 12519 1 2L 129702650 6974 -1
AALB003231 3L 139143850 2217 -1 2L 68915752 4668 -1 2L 114099223 3396 -1
AALB002502 2R 25673466 2420 1 3R 135620420 2031 -1 2R 67416282 2543 -1
AALB009036 2R 18732924 4578 1 3R 138443445 5209 1 2R 52467630 3199 1
AALB000812 2L 75186171 2423 1 2R 28068753 1950 1 3R 178162494 2156 -1
AALB000785 2L 75751692 2016 1 2R 28651478 2500 1 3R 177269208 1790 -1
AALB005419 3L 159933795 3960 -1 2L 72659023 15520 1 2L 134497615 13496 1
AALB008143 2R 43655352 1751 -1 3R 146512591 1459 -1 2R 54656094 1057 -1
AALB000079 2L 88643921 781 -1 2R 35976488 2202 -1 3R 152593023 909 1
AALB001315 2L 101520834 2661 1 2R 39299336 5639 1 3R 180905810 2401 1
AALB005545 3L 161321436 6889 1 2L 87169891 1588 1 2L 120200729 1637 -1
AALB004466 3L 146279008 1566 1 2L 68894358 1492 1 2L 106707912 1491 -1
AALB008968 2R 19598466 713 -1 3R 115856977 750 1 2R 50308773 710 -1
AALB004916 3L 153779893 5655 -1 2L 62606197 4067 -1 2L 125553108 7075 -1
AALB008185 2R 43164877 2184 1 3R 153770069 5693 1 2R 64643326 2956 1
AALB005721 3L 163416113 4486 1 2L 97191170 3267 1 2L 100158324 2905 -1
AALB015874 2R 15951481 1110 -1 3R 111667504 1849 1 2R 29974454 1196 -1
AALB002758 2R 57090738 14809 1 3R 138816201 9316 -1 2R 54280097 6238 -1
AALB006167 3L 168939523 434 1 2L 95685745 512 1 2L 123525855 709 -1
AALB007220 2R 29122046 4816 -1 3R 155506088 4817 -1 2R 63210332 2327 1
AALB008782 2R 63572633 6669 1 2R 57684449 7854 -1 3R 185251364 6783 -1
AALB003563 2R 52530002 2528 1 3R 158849924 2565 1 2R 81390800 2511 1
AALB003664 2R 51022309 1733 1 3R 132872369 8486 1 2R 52870223 34716 1
AALB004193 3L 141744758 1265 1 2L 86841784 3467 -1 2L 95734149 3139 1
AALB005371 3L 159442848 8937 -1 2L 96452712 7360 1 2L 122603604 10383 -1
AALB002358 2R 27502671 2955 -1 3R 111955492 2852 -1 2R 28448183 2831 1
AALB003690 3R 136478594 1541 -1 2L 101741097 2428 1 2L 94992143 2135 -1
AALB015854 2R 17289577 2408 1 3R 133873169 2505 -1 2R 51041898 2224 -1
AALB005797 3L 164387420 2559 1 2L 67900635 1168 1 2L 109522042 2876 -1
AALB000740 2L 76461165 1400 -1 2R 30910021 41997 1 3R 172086772 30653 1
AALB000117 2L 88030574 4538 1 2R 29260066 57267 -1 3R 176584963 57191 1
AALB002411 2R 26668019 4784 -1 3R 123075011 8900 1 2R 55512433 4062 1
AALB008503 3R 125294775 2026 1 3L 164281818 2438 1 3L 212948878 2657 -1
AALB002143 2R 33541847 587 1 3R 139954382 1363 1 2R 74574454 1125 -1
AALB003042 2R 47868216 2206 1 3R 156775879 13978 1 2R 39054831 13135 -1
AALB005799 3L 164412544 2811 -1 2L 67933146 3954 -1 2L 109494040 3548 1
AALB015822 3L 165440489 2907 1 2L 86629578 2919 -1 2L 95976889 1956 1
AALB002389 2R 26889796 3620 1 3R 153020100 6457 1 2R 53453324 5625 1
AALB002239 2R 31915749 623 1 3R 107311970 611 -1 2R 35876557 887 -1
AALB004163 3L 141443901 3336 -1 2L 92281243 2933 1 2L 105071352 3025 -1
