"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene"
"AALB008378";"AATE015534";"AGAP002629"
"AALB009982";"AATE001214";"AGAP012258"
"AALB007441";"AATE009453";"AGAP011537"
"AALB008740";"AATE000957";"AGAP028405"
"AALB003725";"AATE003584";"AGAP011885"
"AALB000388";"AATE008248";"AGAP007799"
"AALB000388";"AATE015249";"AGAP007799"
"AALB010837";"AATE005116";"AGAP011809"
"AALB007786";"AATE020629";"AGAP000615"
"AALB005513";"AATE009688";"AGAP007272"
"AALB008022";"AATE004417";"AGAP000336"
"AALB008022";"AATE004417";"AGAP007517"
"AALB015657";"AATE001477";"AGAP003065"
"AALB002466";"AATE017485";"AGAP001584"
"AALB004207";"AATE019497";"AGAP007242"
"AALB007954";"AATE004886";"AGAP010062"
"AALB007954";"AATE002389";"AGAP010062"
"AALB004417";"AATE001987";"AGAP006069"
"AALB009189";"AATE021091";"AGAP013277"
"AALB006226";"AATE007398";"AGAP007564"
"AALB007196";"AATE006267";"AGAP004110"
"AALB001257";"AATE008698";"AGAP010894"
"AALB007502";"AATE015649";"AGAP004738"
"AALB007390";"AATE014330";"AGAP011320"
"AALB007390";"AATE014330";"AGAP011321"
"AALB003828";"AATE010206";"AGAP011631"
"AALB002841";"AATE005360";"AGAP003437"
"AALB005954";"AATE003272";"AGAP005529"
"AALB000265";"AATE002210";"AGAP008908"
"AALB000389";"AATE013156";"AGAP007798"
"AALB007283";"AATE013578";"AGAP003400"
"AALB004293";"AATE008117";"AGAP006020"
"AALB002443";"AATE011392";"AGAP001696"
"AALB001696";"AATE020898";"AGAP009118"
"AALB010300";"AATE007795";"AGAP011654"
"AALB007861";"AATE002015";"AGAP010217"
"AALB003844";"AATE015422";"AGAP028207"
"AALB001277";"AATE011740";"AGAP028651"
"AALB001277";"AATE011740";"AGAP010263"
"AALB003477";"AATE019604";"AGAP004403"
"AALB007236";"AATE009661";"AGAP002396"
"AALB005735";"AATE006885";"AGAP006955"
"AALB000707";"AATE004772";"AGAP008516"
"AALB009763";"AATE006510";"AGAP028194"
"AALB004356";"AATE014859";"AGAP005223"
"AALB000555";"AATE011956";"AGAP008185"
"AALB008128";"AATE017031";"AGAP028402"
"AALB008525";"AATE018425";"AGAP003644"
"AALB006000";"AATE012707";"AGAP005846"
"AALB003267";"AATE009535";"AGAP006273"
"AALB004657";"AATE014369";"AGAP006400"
"AALB006508";"AATE016007";"AGAP000232"
"AALB009722";"AATE020767";"AGAP002465"
"AALB009255";"AATE007508";"AGAP001475"
"AALB003030";"AATE004590";"AGAP003740"
"AALB002885";"AATE020803";"AGAP004644"
"AALB003536";"AATE006946";"AGAP004584"
"AALB010124";"AATE019771";"AGAP012005"
"AALB000576";"AATE002779";"AGAP009958"
"AALB002658";"AATE020157";"AGAP003992"
"AALB006158";"AATE005546";"AGAP006082"
"AALB004800";"AATE010059";"AGAP005725"
"AALB009847";"AATE002551";"AGAP010499"
"AALB006905";"AATE004675";"AGAP000553"
"AALB002195";"AATE018592";"AGAP013039"
"AALB008415";"AATE013161";"AGAP002263"
"AALB007200";"AATE003211";"AGAP003490"
"AALB001996";"AATE010705";"AGAP009872"
"AALB001996";"AATE010705";"AGAP009873"
"AALB008967";"AATE015425";"AGAP002715"
"AALB006451";"AATE010911";"AGAP000012"
"AALB002675";"AATE020477";"AGAP001447"
"AALB001084";"AATE002660";"AGAP008751"
"AALB010769";"AATE002311";"AGAP011791"
"AALB003400";"AATE009172";"AGAP001608"
"AALB006773";"AATE015347";"AGAP000975"
"AALB007824";"AATE012448";"AGAP004202"
"AALB009848";"AATE004901";"AGAP010500"
"AALB002332";"AATE012351";"AGAP004337"
"AALB000194";"AATE008817";"AGAP009512"
"AALB010831";"AATE006473";"AGAP011777"
"AALB001173";"AATE013075";"AGAP008760"
"AALB009689";"AATE011336";"AGAP002601"
"AALB008741";"AATE012973";"AGAP003164"
"AALB008820";"AATE005978";"AGAP001901"
"AALB009562";"AATE005561";"AGAP003943"
"AALB001037";"AATE007568";"AGAP009259"
"AALB008067";"AATE019564";"AGAP001678"
"AALB003141";"AATE019045";"AGAP003803"
"AALB000947";"AATE010234";"AGAP008698"
"AALB008694";"AATE013793";"AGAP004083"
"AALB008475";"AATE015458";"AGAP011366"
"AALB003243";"AATE003797";"AGAP006256"
"AALB003753";"AATE008439";"AGAP011924"
"AALB004814";"AATE004134";"AGAP005396"
"AALB010695";"AATE016383";"AGAP010790"
"AALB007772";"AATE005858";"AGAP000720"
"AALB006661";"AATE003250";"AGAP000378"
"AALB005355";"AATE019417";"AGAP006681"
"AALB009923";"AATE004257";"AGAP011025"
"AALB001405";"AATE016145";"AGAP007925"
"AALB000496";"AATE003115";"AGAP009562"
"AALB009281";"AATE012211";"AGAP003616"
"AALB009831";"AATE019379";"AGAP010730"
"AALB009831";"AATE014422";"AGAP010730"
"AALB001779";"AATE000009";"AGAP008494"
"AALB015713";"AATE007894";"AGAP007891"
"AALB004368";"AATE008190";"AGAP005211"
"AALB009416";"AATE011157";"AGAP001157"
"AALB008416";"AATE006614";"AGAP002433"
"AALB008106";"AATE013203";"AGAP002773"
"AALB008106";"AATE000855";"AGAP002773"
"AALB001761";"AATE017454";"AGAP009315"
"AALB000211";"AATE001779";"AGAP008001"
"AALB007332";"AATE015341";"AGAP005011"
"AALB007880";"AATE015910";"AGAP010237"
"AALB007880";"AATE015910";"AGAP010236"
"AALB001176";"AATE003206";"AGAP008815"
"AALB007754";"AATE017340";"AGAP001094"
"AALB001846";"AATE012757";"AGAP008201"
"AALB006030";"AATE011189";"AGAP005427"
"AALB010011";"AATE011436";"AGAP012096"
"AALB002399";"AATE001067";"AGAP003017"
"AALB000936";"AATE018364";"AGAP008692"
"AALB000936";"AATE009582";"AGAP008692"
"AALB002033";"AATE016188";"AGAP008064"
"AALB003704";"AATE013140";"AGAP000290"
"AALB008137";"AATE011506";"AGAP002977"
"AALB009932";"AATE004320";"AGAP010984"
"AALB009932";"AATE004320";"AGAP012880"
"AALB006859";"AATE018475";"AGAP000300"
"AALB002397";"AATE015354";"AGAP003016"
"AALB010409";"AATE002011";"AGAP010599"
"AALB000726";"AATE004777";"AGAP009611"
"AALB006289";"AATE018084";"AGAP000762"
"AALB004390";"AATE012333";"AGAP005288"
"AALB005353";"AATE011773";"AGAP006680"
"AALB000831";"AATE010837";"AGAP004776"
"AALB000156";"AATE015423";"AGAP008260"
"AALB000156";"AATE015423";"AGAP013767"
"AALB000156";"AATE015423";"AGAP008258"
"AALB000156";"AATE015423";"AGAP008259"
"AALB006207";"AATE014631";"AGAP007586"
"AALB000410";"AATE018556";"AGAP008559"
"AALB008654";"AATE004810";"AGAP001627"
"AALB004324";"AATE014068";"AGAP005251"
"AALB009920";"AATE000271";"AGAP011029"
"AALB009920";"AATE000271";"AGAP011028"
"AALB001913";"AATE016219";"AGAP008046"
"AALB009002";"AATE000373";"AGAP002879"
"AALB005308";"AATE020934";"AGAP006823"
"AALB001532";"AATE003547";"AGAP009036"
"AALB004668";"AATE016902";"AGAP007028"
"AALB004857";"AATE014466";"AGAP000049"
"AALB015562";"AATE008230";"AGAP028626"
"AALB009602";"AATE010489";"AGAP001466"
"AALB009602";"AATE010489";"AGAP001467"
"AALB008299";"AATE002296";"AGAP001429"
"AALB002948";"AATE014359";"AGAP002441"
"AALB008135";"AATE020203";"AGAP002133"
"AALB001150";"AATE001643";"AGAP009907"
"AALB001564";"AATE016231";"AGAP009183"
"AALB005264";"AATE007548";"AGAP006777"
"AALB000323";"AATE008542";"AGAP007980"
"AALB003268";"AATE015185";"AGAP006275"
"AALB009286";"AATE001527";"AGAP002092"
"AALB000958";"AATE003411";"AGAP008707"
"AALB001656";"AATE012274";"AGAP009433"
"AALB008381";"AATE000058";"AGAP002628"
"AALB001185";"AATE007538";"AGAP008822"
"AALB000470";"AATE009854";"AGAP008843"
"AALB008530";"AATE009807";"AGAP012611"
"AALB008530";"AATE009807";"AGAP003650"
"AALB008530";"AATE009807";"AGAP012799"
"AALB001419";"AATE015552";"AGAP007881"
"AALB015475";"AATE015301";"AGAP002995"
"AALB001929";"AATE004140";"AGAP028427"
"AALB005499";"AATE007537";"AGAP007295"
"AALB005734";"AATE008781";"AGAP006954"
"AALB005838";"AATE016845";"AGAP006170"
"AALB004666";"AATE014390";"AGAP005637"
"AALB006962";"AATE014129";"AGAP010882"
"AALB000186";"AATE016564";"AGAP008224"
"AALB005943";"AATE002029";"AGAP007086"
"AALB003535";"AATE011865";"AGAP004588"
"AALB010830";"AATE018303";"AGAP011776"
"AALB006638";"AATE009980";"AGAP000070"
"AALB008073";"AATE013959";"AGAP001682"
"AALB006758";"AATE002874";"AGAP000414"
"AALB008713";"AATE013196";"AGAP004065"
"AALB010618";"AATE000583";"AGAP012190"
"AALB010108";"AATE005763";"AGAP011562"
"AALB010108";"AATE020878";"AGAP011562"
"AALB000320";"AATE010754";"AGAP007978"
"AALB009029";"AATE008855";"AGAP012922"
"AALB006738";"AATE007958";"AGAP000904"
"AALB006738";"AATE012485";"AGAP000904"
"AALB001522";"AATE011270";"AGAP008156"
"AALB008651";"AATE006817";"AGAP001630"
"AALB009313";"AATE005846";"AGAP001124"
"AALB005979";"AATE002158";"AGAP007406"
"AALB003034";"AATE004973";"AGAP003744"
"AALB000450";"AATE000418";"AGAP009827"
"AALB002980";"AATE018116";"AGAP004546"
"AALB003476";"AATE010098";"AGAP004402"
"AALB007284";"AATE014353";"AGAP003397"
"AALB002875";"AATE002206";"AGAP001797"
"AALB008191";"AATE018151";"AGAP002931"
"AALB009392";"AATE015903";"AGAP001187"
"AALB010762";"AATE006613";"AGAP012138"
"AALB005716";"AATE006298";"AGAP006878"
"AALB000675";"AATE014248";"AGAP008164"
"AALB002739";"AATE016855";"AGAP002186"
"AALB009678";"AATE002630";"AGAP002610"
"AALB006778";"AATE000946";"AGAP000144"
"AALB007858";"AATE006311";"AGAP010213"
"AALB003624";"AATE017341";"AGAP012952"
"AALB003624";"AATE017341";"AGAP004243"
"AALB003624";"AATE017341";"AGAP003302"
"AALB003624";"AATE010189";"AGAP012952"
"AALB003624";"AATE010189";"AGAP004243"
"AALB003624";"AATE010189";"AGAP003302"
"AALB000639";"AATE000081";"AGAP009414"
"AALB008726";"AATE000828";"AGAP003182"
"AALB009196";"AATE009468";"AGAP001292"
"AALB001397";"AATE013671";"AGAP007935"
"AALB009043";"AATE017673";"AGAP004319"
"AALB005562";"AATE009543";"AGAP006996"
"AALB005432";"AATE011376";"AGAP007726"
"AALB006038";"AATE001223";"AGAP005415"
"AALB010610";"AATE006071";"AGAP012179"
"AALB009397";"AATE012233";"AGAP001185"
"AALB002747";"AATE020958";"AGAP002381"
"AALB001434";"AATE003724";"AGAP009201"
"AALB003700";"AATE019739";"AGAP000170"
"AALB003700";"AATE002113";"AGAP000170"
"AALB009276";"AATE016937";"AGAP013432"
"AALB010479";"AATE013821";"AGAP028409"
"AALB002550";"AATE003049";"AGAP004201"
"AALB006654";"AATE000605";"AGAP000947"
"AALB008019";"AATE011459";"AGAP007790"
"AALB009408";"AATE003034";"AGAP001174"
"AALB003805";"AATE015384";"AGAP012405"
"AALB004589";"AATE001426";"AGAP004855"
"AALB006561";"AATE013373";"AGAP000656"
"AALB000318";"AATE002295";"AGAP028023"
"AALB003297";"AATE001612";"AGAP000002"
"AALB003068";"AATE013758";"AGAP001790"
"AALB007977";"AATE016260";"AGAP008931"
"AALB003717";"AATE006315";"AGAP012389"
"AALB010231";"AATE007095";"AGAP010556"
"AALB009844";"AATE003582";"AGAP010494"
"AALB004927";"AATE019919";"AGAP007216"
"AALB004927";"AATE019919";"AGAP007207"
"AALB004927";"AATE019919";"AGAP007203"
"AALB009505";"AATE015631";"AGAP003268"
"AALB005986";"AATE004011";"AGAP007396"
"AALB000257";"AATE012991";"AGAP008915"
"AALB000618";"AATE016815";"AGAP008446"
"AALB001467";"AATE019224";"AGAP008352"
"AALB003098";"AATE005276";"AGAP013318"
"AALB006992";"AATE016058";"AGAP010960"
"AALB004381";"AATE016328";"AGAP005298"
"AALB009947";"AATE005744";"AGAP010511"
"AALB000746";"AATE016326";"AGAP007734"
"AALB010725";"AATE000320";"AGAP010678"
"AALB005328";"AATE001866";"AGAP006865"
"AALB003803";"AATE013571";"AGAP012403"
"AALB002805";"AATE004837";"AGAP003666"
"AALB006892";"AATE011324";"AGAP000928"
"AALB002651";"AATE014488";"AGAP004000"
"AALB000775";"AATE020142";"AGAP008805"
"AALB001253";"AATE010697";"AGAP010351"
"AALB007908";"AATE002621";"AGAP010150"
"AALB010249";"AATE001230";"AGAP011824"
"AALB000595";"AATE018814";"AGAP008483"
"AALB001145";"AATE018008";"AGAP009902"
"AALB007159";"AATE007325";"AGAP003191"
"AALB002961";"AATE001863";"AGAP004572"
"AALB002909";"AATE007722";"AGAP004667"
"AALB010134";"AATE004727";"AGAP012056"
"AALB009006";"AATE006566";"AGAP004285"
"AALB005118";"AATE001690";"AGAP007454"
"AALB003596";"AATE021158";"AGAP004351"
"AALB000795";"AATE017330";"AGAP009769"
"AALB002700";"AATE012594";"AGAP001452"
"AALB015504";"AATE020204";"AGAP012587"
"AALB006728";"AATE013806";"AGAP001091"
"AALB010747";"AATE016567";"AGAP011096"
"AALB004176";"AATE019485";"AGAP005311"
"AALB004837";"AATE013289";"AGAP006634"
"AALB005019";"AATE001420";"AGAP007033"
"AALB005019";"AATE001420";"AGAP007035"
"AALB005019";"AATE001420";"AGAP007036"
"AALB000673";"AATE020034";"AGAP008166"
"AALB001303";"AATE012943";"AGAP008275"
"AALB007280";"AATE012559";"AGAP004372"
"AALB008574";"AATE008547";"AGAP012977"
"AALB005834";"AATE002657";"AGAP006173"
"AALB009880";"AATE020708";"AGAP010638"
"AALB014546";"AATE016866";"AGAP005407"
"AALB000354";"AATE007269";"AGAP009167"
"AALB007308";"AATE008321";"AGAP004936"
"AALB005706";"AATE001025";"AGAP006890"
"AALB001512";"AATE020804";"AGAP008144"
"AALB009035";"AATE008110";"AGAP013351"
"AALB007202";"AATE013565";"AGAP003493"
"AALB009519";"AATE000117";"AGAP003242"
"AALB008916";"AATE001048";"AGAP003145"
"AALB003628";"AATE004543";"AGAP003304"
"AALB002381";"AATE013873";"AGAP002916"
"AALB006890";"AATE017478";"AGAP000038"
"AALB010574";"AATE015713";"AGAP011210"
"AALB000789";"AATE002674";"AGAP009762"
"AALB007630";"AATE001886";"AGAP000010"
"AALB003048";"AATE000757";"AGAP002888"
"AALB003625";"AATE017341";"AGAP012952"
"AALB003625";"AATE017341";"AGAP004243"
"AALB003625";"AATE017341";"AGAP003302"
"AALB003625";"AATE010189";"AGAP012952"
"AALB003625";"AATE010189";"AGAP004243"
"AALB003625";"AATE010189";"AGAP003302"
"AALB001870";"AATE016549";"AGAP009522"
"AALB001739";"AATE019862";"AGAP008422"
"AALB010273";"AATE015373";"AGAP010703"
"AALB008386";"AATE016090";"AGAP002623"
"AALB004042";"AATE013958";"AGAP012134"
"AALB005880";"AATE004651";"AGAP005124"
"AALB009048";"AATE003919";"AGAP002351"
"AALB010107";"AATE009819";"AGAP011563"
"AALB004553";"AATE020185";"AGAP007096"
"AALB007946";"AATE002281";"AGAP010076"
"AALB005040";"AATE015278";"AGAP006109"
"AALB003162";"AATE000607";"AGAP004450"
"AALB015858";"AATE004863";"AGAP001551"
"AALB008519";"AATE020077";"AGAP003842"
"AALB001764";"AATE000759";"AGAP009318"
"AALB005224";"AATE007758";"AGAP005461"
"AALB010298";"AATE018861";"AGAP011650"
"AALB000718";"AATE012788";"AGAP008507"
"AALB002784";"AATE015579";"AGAP003719"
"AALB007911";"AATE004206";"AGAP010145"
"AALB005690";"AATE013797";"AGAP007666"
"AALB008887";"AATE003868";"AGAP000325"
"AALB008737";"AATE003754";"AGAP003168"
"AALB015553";"AATE014445";"AGAP005660"
"AALB015553";"AATE014445";"AGAP012667"
"AALB015553";"AATE014445";"AGAP012937"
"AALB015553";"AATE014445";"AGAP005657"
"AALB007326";"AATE018370";"AGAP005021"
"AALB001834";"AATE008046";"AGAP008892"
"AALB003772";"AATE006131";"AGAP011946"
"AALB004840";"AATE017611";"AGAP006632"
"AALB002795";"AATE003719";"AGAP004062"
"AALB009371";"AATE002094";"AGAP001206"
"AALB007039";"AATE020469";"AGAP011177"
"AALB007039";"AATE006411";"AGAP011177"
"AALB007039";"AATE014082";"AGAP011177"
"AALB010293";"AATE009241";"AGAP011644"
"AALB003528";"AATE009365";"AGAP001377"
"AALB006835";"AATE018426";"AGAP000576"
"AALB005753";"AATE013541";"AGAP007384"
"AALB006290";"AATE004796";"AGAP000763"
"AALB006698";"AATE016572";"AGAP000394"
"AALB010853";"AATE006733";"AGAP010833"
"AALB000752";"AATE013908";"AGAP008763"
"AALB001453";"AATE005913";"AGAP009279"
"AALB005985";"AATE014056";"AGAP007395"
"AALB006447";"AATE003261";"AGAP000016"
"AALB010306";"AATE015138";"AGAP011665"
"AALB009413";"AATE000447";"AGAP001160"
"AALB004318";"AATE012926";"AGAP005258"
"AALB008411";"AATE014031";"AGAP002265"
"AALB001318";"AATE010757";"AGAP009954"
"AALB004846";"AATE003302";"AGAP006135"
"AALB010358";"AATE000566";"AGAP011249"
"AALB009702";"AATE017680";"AGAP013199"
"AALB002205";"AATE000555";"AGAP001805"
"AALB004705";"AATE011751";"AGAP005814"
"AALB002483";"AATE009366";"AGAP003755"
"AALB000464";"AATE005745";"AGAP008337"
"AALB001327";"AATE007039";"AGAP009532"
"AALB002340";"AATE004394";"AGAP004106"
"AALB001685";"AATE005400";"AGAP009127"
"AALB010529";"AATE016710";"AGAP010676"
"AALB004066";"AATE000289";"AGAP011541"
"AALB008817";"AATE006404";"AGAP001907"
"AALB008673";"AATE000662";"AGAP013200"
"AALB003373";"AATE014094";"AGAP003580"
"AALB007253";"AATE009860";"AGAP003979"
"AALB000996";"AATE005267";"AGAP008379"
"AALB003301";"AATE011702";"AGAP009657"
"AALB003301";"AATE005721";"AGAP009657"
"AALB002546";"AATE019671";"AGAP002494"
"AALB002447";"AATE005373";"AGAP001694"
"AALB005406";"AATE017357";"AGAP007625"
"AALB006013";"AATE010652";"AGAP006085"
"AALB008745";"AATE008545";"AGAP001659"
"AALB007590";"AATE010286";"AGAP010429"
"AALB002769";"AATE009354";"AGAP003705"
"AALB009476";"AATE010545";"AGAP013160"
"AALB002692";"AATE016867";"AGAP001341"
"AALB002486";"AATE013865";"AGAP012971"
"AALB005919";"AATE012513";"AGAP006372"
"AALB004656";"AATE014369";"AGAP006400"
"AALB003915";"AATE005984";"AGAP001557"
"AALB009870";"AATE014926";"AGAP010918"
"AALB004024";"AATE008818";"AGAP011344"
"AALB009103";"AATE013294";"AGAP002997"
"AALB003127";"AATE010814";"AGAP003815"
"AALB001213";"AATE001613";"AGAP009024"
"AALB010259";"AATE017939";"AGAP011818"
"AALB009896";"AATE020638";"AGAP011082"
"AALB009896";"AATE001173";"AGAP011082"
"AALB006725";"AATE013018";"AGAP000323"
"AALB001439";"AATE001815";"AGAP009198"
"AALB002530";"AATE017760";"AGAP003536"
"AALB002683";"AATE009507";"AGAP011125"
"AALB004615";"AATE018471";"AGAP005618"
"AALB010205";"AATE020384";"AGAP010520"
"AALB009846";"AATE012418";"AGAP010497"
"AALB009427";"AATE006666";"AGAP001143"
"AALB004317";"AATE007843";"AGAP005246"
"AALB004317";"AATE012698";"AGAP005246"
"AALB007256";"AATE011820";"AGAP003975"
"AALB007256";"AATE011820";"AGAP012890"
"AALB009753";"AATE016390";"AGAP005033"
"AALB001011";"AATE014714";"AGAP008400"
"AALB006181";"AATE001042";"AGAP007605"
"AALB005290";"AATE011828";"AGAP006809"
"AALB009205";"AATE015977";"AGAP001283"
"AALB008235";"AATE019543";"AGAP002556"
"AALB001783";"AATE008451";"AGAP009606"
"AALB006531";"AATE014810";"AGAP000604"
"AALB007058";"AATE019863";"AGAP011157"
"AALB004454";"AATE020310";"AGAP005811"
"AALB008546";"AATE010825";"AGAP012988"
"AALB005733";"AATE019996";"AGAP006953"
"AALB005407";"AATE013210";"AGAP007626"
"AALB007370";"AATE004511";"AGAP027982"
"AALB002154";"AATE007125";"AGAP004131"
"AALB009757";"AATE020119";"AGAP001230"
"AALB003556";"AATE014298";"AGAP004510"
"AALB006403";"AATE001590";"AGAP000349"
"AALB005213";"AATE017418";"AGAP005470"
"AALB009990";"AATE000845";"AGAP011413"
"AALB006829";"AATE011146";"AGAP000565"
"AALB001916";"AATE000813";"AGAP008043"
"AALB003055";"AATE011166";"AGAP002892"
"AALB000061";"AATE020096";"AGAP008606"
"AALB010604";"AATE020823";"AGAP011044"
"AALB000678";"AATE015489";"AGAP008336"
"AALB004277";"AATE010241";"AGAP006001"
"AALB009009";"AATE018530";"AGAP004286"
"AALB009009";"AATE018530";"AGAP012980"
"AALB006452";"AATE009356";"AGAP000625"
"AALB009972";"AATE003836";"AGAP012342"
"AALB001050";"AATE007610";"AGAP009941"
"AALB009623";"AATE000156";"AGAP002054"
"AALB000440";"AATE005010";"AGAP009405"
"AALB009288";"AATE000273";"AGAP002090"
"AALB004111";"AATE015519";"AGAP007131"
"AALB006836";"AATE002537";"AGAP013495"
"AALB000409";"AATE019984";"AGAP028028"
"AALB000409";"AATE019984";"AGAP028064"
"AALB000409";"AATE013417";"AGAP028028"
"AALB000409";"AATE013417";"AGAP028064"
"AALB002997";"AATE020562";"AGAP001379"
"AALB008943";"AATE008197";"AGAP002738"
"AALB010211";"AATE020929";"AGAP010540"
"AALB004852";"AATE000736";"AGAP004865"
"AALB009341";"AATE003105";"AGAP001234"
"AALB010633";"AATE020741";"AGAP010852"
"AALB010633";"AATE008590";"AGAP010852"
"AALB009018";"AATE014368";"AGAP003660"
"AALB015574";"AATE000295";"AGAP008207"
"AALB000220";"AATE012249";"AGAP008576"
"AALB007989";"AATE016048";"AGAP007809"
"AALB005114";"AATE009585";"AGAP007440"
"AALB003838";"AATE008524";"AGAP028051"
"AALB002303";"AATE010425";"AGAP001438"
"AALB000733";"AATE004620";"AGAP009620"
"AALB004384";"AATE009692";"AGAP005294"
"AALB002334";"AATE004144";"AGAP004102"
"AALB005246";"AATE007133";"AGAP006543"
"AALB003880";"AATE021090";"AGAP012026"
"AALB005894";"AATE020963";"AGAP005139"
"AALB006485";"AATE015979";"AGAP000926"
"AALB009332";"AATE016435";"AGAP001241"
"AALB001172";"AATE013830";"AGAP008761"
"AALB010859";"AATE009061";"AGAP011807"
"AALB010859";"AATE009061";"AGAP011806"
"AALB003008";"AATE006552";"AGAP001369"
"AALB001496";"AATE005155";"AGAP008123"
"AALB000024";"AATE009839";"AGAP009596"
"AALB004952";"AATE014720";"AGAP006387"
"AALB004272";"AATE010300";"AGAP005993"
"AALB009250";"AATE000382";"AGAP001483"
"AALB000586";"AATE016586";"AGAP009966"
"AALB006741";"AATE008645";"AGAP000907"
"AALB005279";"AATE003181";"AGAP006795"
"AALB004912";"AATE018811";"AGAP006913"
"AALB001600";"AATE017513";"AGAP009506"
"AALB005222";"AATE006522";"AGAP005463"
"AALB000112";"AATE000294";"AGAP009730"
"AALB007894";"AATE005085";"AGAP010168"
"AALB015488";"AATE004076";"AGAP008025"
"AALB015462";"AATE018791";"AGAP013256"
"AALB001608";"AATE011130";"AGAP009498"
"AALB007571";"AATE014939";"AGAP010418"
"AALB005972";"AATE010339";"AGAP005506"
"AALB005707";"AATE019148";"AGAP006889"
"AALB003676";"AATE003819";"AGAP002219"
"AALB000710";"AATE017922";"AGAP008514"
"AALB010302";"AATE014281";"AGAP011659"
"AALB008821";"AATE001440";"AGAP001900"
"AALB003900";"AATE007073";"AGAP010400"
"AALB007791";"AATE001684";"AGAP000750"
"AALB000607";"AATE008841";"AGAP008467"
"AALB010568";"AATE009864";"AGAP011203"
"AALB008003";"AATE018515";"AGAP007777"
"AALB001308";"AATE003735";"AGAP008287"
"AALB006904";"AATE019280";"AGAP000018"
"AALB003963";"AATE013982";"AGAP011400"
"AALB007227";"AATE020915";"AGAP003517"
"AALB010256";"AATE009954";"AGAP011819"
"AALB007823";"AATE020613";"AGAP007123"
"AALB009919";"AATE002077";"AGAP011030"
"AALB008645";"AATE000680";"AGAP001633"
"AALB000614";"AATE008009";"AGAP008445"
"AALB010763";"AATE008951";"AGAP011126"
"AALB005497";"AATE019457";"AGAP007297"
"AALB006374";"AATE005236";"AGAP000662"
"AALB008099";"AATE002655";"AGAP002044"
"AALB010450";"AATE013641";"AGAP010812"
"AALB004934";"AATE019640";"AGAP006144"
"AALB008112";"AATE005216";"AGAP002764"
"AALB003544";"AATE014480";"AGAP003568"
"AALB010198";"AATE007951";"AGAP012236"
"AALB010198";"AATE015475";"AGAP012236"
"AALB008304";"AATE006555";"AGAP004367"
"AALB000997";"AATE009602";"AGAP008380"
"AALB009125";"AATE014182";"AGAP002760"
"AALB009133";"AATE008389";"AGAP001544"
"AALB008163";"AATE006138";"AGAP003906"
"AALB002657";"AATE003091";"AGAP003993"
"AALB005062";"AATE020348";"AGAP006591"
"AALB006670";"AATE018068";"AGAP013084"
"AALB008734";"AATE004113";"AGAP003174"
"AALB007827";"AATE003012";"AGAP004780"
"AALB004783";"AATE017833";"AGAP005893"
"AALB003314";"AATE016857";"AGAP000994"
"AALB009112";"AATE003461";"AGAP003001"
"AALB002418";"AATE011802";"AGAP003038"
"AALB007250";"AATE008295";"AGAP003983"
"AALB006372";"AATE016730";"AGAP000358"
"AALB004344";"AATE009036";"AGAP005235"
"AALB004344";"AATE014193";"AGAP005235"
"AALB009791";"AATE007377";"AGAP011701"
"AALB004897";"AATE006863";"AGAP006381"
"AALB010221";"AATE016131";"AGAP010549"
"AALB006028";"AATE006190";"AGAP005429"
"AALB010608";"AATE011128";"AGAP012503"
"AALB010608";"AATE011128";"AGAP011041"
"AALB001006";"AATE016694";"AGAP008392"
"AALB009576";"AATE017625";"AGAP002539"
"AALB002570";"AATE015590";"AGAP003825"
"AALB008461";"AATE020162";"AGAP004358"
"AALB006255";"AATE007675";"AGAP007652"
"AALB000526";"AATE009479";"AGAP009594"
"AALB000526";"AATE007419";"AGAP009594"
"AALB002644";"AATE009322";"AGAP004012"
"AALB002492";"AATE005856";"AGAP003768"
"AALB015869";"AATE005026";"AGAP001287"
"AALB000580";"AATE004074";"AGAP009961"
"AALB003955";"AATE004740";"AGAP011387"
"AALB002649";"AATE018918";"AGAP004002"
"AALB008332";"AATE005333";"AGAP004611"
"AALB007520";"AATE000479";"AGAP004800"
"AALB007021";"AATE018969";"AGAP010691"
"AALB005788";"AATE006148";"AGAP005962"
"AALB008557";"AATE002428";"AGAP004239"
"AALB007703";"AATE010090";"AGAP013210"
"AALB006769";"AATE008115";"AGAP001069"
"AALB009466";"AATE006527";"AGAP004459"
"AALB007581";"AATE005285";"AGAP010407"
"AALB003088";"AATE012367";"AGAP003848"
"AALB004314";"AATE019516";"AGAP004838"
"AALB004314";"AATE019516";"AGAP012695"
"AALB005708";"AATE020636";"AGAP006888"
"AALB009754";"AATE002640";"AGAP012459"
"AALB002425";"AATE007842";"AGAP003041"
"AALB010078";"AATE010534";"AGAP012289"
"AALB005209";"AATE015588";"AGAP005481"
"AALB004738";"AATE013811";"AGAP004880"
"AALB004420";"AATE002030";"AGAP006065"
"AALB008830";"AATE000444";"AGAP001886"
"AALB005153";"AATE002870";"AGAP007502"
"AALB015675";"AATE005828";"AGAP004378"
"AALB006827";"AATE006760";"AGAP000563"
"AALB002512";"AATE000412";"AGAP003788"
"AALB001968";"AATE017385";"AGAP007741"
"AALB001354";"AATE020369";"AGAP007866"
"AALB008190";"AATE013927";"AGAP003590"
"AALB009297";"AATE000136";"AGAP001108"
"AALB007579";"AATE019120";"AGAP010410"
